,params,mean_train_score,mean_test_score,std_train_score,std_test_score,split0_train_score,split0_test_score,split1_train_score,split1_test_score,split2_train_score,split2_test_score,split3_train_score,split3_test_score,split4_train_score,split4_test_score
0,"{'task_type': 'regression', 'learning_rate': 0.001, 'graph_conv_layers': [64, 64, 64, 64], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 64, 'batch_size': 256}",0.08206229122108002,0.634624636819165,0.010085207767829361,0.023367255739076123,0.0854814827426819,0.632927277681572,0.09948339907112971,0.6732240961579197,0.08079329914889997,0.6219451504773313,0.07262508673014867,0.6027243553126188,0.07192818841253991,0.6423023044663835
1,"{'task_type': 'regression', 'learning_rate': 0.001, 'graph_conv_layers': [64, 64], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 64, 'batch_size': 256}",2.08311542514262,2.2248950300644363,0.25266711854608465,0.20585099929758846,1.9242651111791813,2.231449412089007,1.8151199758103993,1.9658688776849427,2.0510319863332014,2.0876016182897077,2.071944380929743,2.2617780443864666,2.553215671460573,2.577777197872057
2,"{'task_type': 'regression', 'learning_rate': 0.01, 'graph_conv_layers': [64, 64], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 256, 'batch_size': 256}",0.13088754322731716,0.556189864438356,0.04243086016785459,0.04166051615849289,0.11512557174393671,0.6046909819276054,0.10963767328479344,0.5596892353630828,0.08652780515479867,0.47960203861346795,0.1326924931038703,0.5599563591300191,0.21045417284918666,0.5770107071576055
3,"{'task_type': 'regression', 'learning_rate': 0.01, 'graph_conv_layers': [32, 32, 32, 32], 'epochs': 100, 'dropout': 0.5, 'dense_layer_size': 512, 'batch_size': 256}",4.096667750870784,4.139288715210289,2.161528336380384,2.2270119470659915,6.984302237626393,7.133129544321505,2.0794280628761306,1.996081446056877,5.636370720335591,5.614165195466245,4.576606106557288,4.760101979146412,1.2066316269585142,1.192965411060401
4,"{'task_type': 'regression', 'learning_rate': 0.001, 'graph_conv_layers': [128, 128, 128, 128], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 256, 'batch_size': 256}",1.8264354933105882,2.0124385419916173,0.294589165733656,0.30409084907429124,1.926767438928516,2.228922007506811,2.309806121935833,2.4395639243334557,1.4799308182975657,1.641202930450228,1.5629170705324225,1.7057444897371423,1.8527560168586032,2.0467593579304495
5,"{'task_type': 'regression', 'learning_rate': 0.01, 'graph_conv_layers': [128, 128, 128, 128], 'epochs': 100, 'dropout': 0.5, 'dense_layer_size': 64, 'batch_size': 256}",2.254557071969137,2.2400775724981803,0.6548230097182932,0.6745379790562162,3.1215147257776663,3.2370070353247726,2.8206999644551307,2.7151694757779694,2.1890553922120364,2.152274089394008,1.313484707608949,1.336204930052242,1.8280305697919028,1.7597323319419078
6,"{'task_type': 'regression', 'learning_rate': 0.0001, 'graph_conv_layers': [128, 128, 128], 'epochs': 100, 'dropout': 0.5, 'dense_layer_size': 1024, 'batch_size': 256}",20.9676306352945,20.99443699968758,3.47435280045226,3.7001030707635145,26.88601751757207,27.252054261851676,22.36831044700801,22.363135821699444,16.631788303969916,16.139195093367835,19.234060641847627,19.53853163742884,19.71797626607488,19.679268184090105
7,"{'task_type': 'regression', 'learning_rate': 0.0001, 'graph_conv_layers': [64, 64, 64, 64], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 1024, 'batch_size': 256}",0.024691381337945524,0.637165822454201,0.003129951544246717,0.0431750833079876,0.020973732220005318,0.7076641749563076,0.0270712887759982,0.6551470415880158,0.027396989303343444,0.5817695138501778,0.020748440261869262,0.6062872632192854,0.0272664561285114,0.634961118657218
8,"{'task_type': 'regression', 'learning_rate': 0.0001, 'graph_conv_layers': [32, 32, 32], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 64, 'batch_size': 256}",5.8884323800726595,5.902751949743464,1.3478906158711206,1.4001461507938713,6.624280960411491,6.798771700786962,4.863970992108303,4.689740555452392,6.686557843308211,6.716465277665385,3.7997941769861074,3.8183215846316463,7.467557927549183,7.490460630180934
9,"{'task_type': 'regression', 'learning_rate': 0.001, 'graph_conv_layers': [64, 64, 64], 'epochs': 100, 'dropout': 0.5, 'dense_layer_size': 256, 'batch_size': 256}",9.627658975046241,9.679136421273268,1.0209641203628859,1.1305387385541683,11.552830223364925,11.878442371381245,8.918512291773272,8.770513605298861,9.722678143132075,9.569435232830026,8.713082245375794,8.992070130153905,9.231191971585146,9.18522076670231
