,params,mean_train_score,mean_test_score,std_train_score,std_test_score,split0_train_score,split0_test_score,split1_train_score,split1_test_score,split2_train_score,split2_test_score,split3_train_score,split3_test_score,split4_train_score,split4_test_score
0,"{'task_type': 'regression', 'learning_rate': 0.001, 'graph_conv_layers': [64, 64, 64, 64], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 64, 'batch_size': 256}",0.09090081195055581,0.7710808279786848,0.018744186126921896,0.08246381852519546,0.11350224564830629,0.8882268345824683,0.07287746238510856,0.818920373635111,0.10919331735729401,0.7852776757327601,0.09221128012532637,0.7109419717947676,0.06671975423674385,0.6520372841483174
1,"{'task_type': 'regression', 'learning_rate': 0.001, 'graph_conv_layers': [64, 64], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 64, 'batch_size': 256}",1.686038619652804,1.9175049736660772,0.1717378614629343,0.21254747269222332,1.5993178181327379,1.8757720334255574,1.6663058041525756,2.18494634515221,1.6308330271236804,1.9918128274604936,1.518428013901018,1.5415664519629917,2.015308434954008,1.9934272103291326
2,"{'task_type': 'regression', 'learning_rate': 0.01, 'graph_conv_layers': [64, 64], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 256, 'batch_size': 256}",0.2088275095743704,0.7643780424565432,0.07560613407794595,0.08203968215754813,0.16348902082953287,0.7915504708269792,0.15504730952713458,0.850676690839147,0.22825288658794596,0.8418396667973592,0.34887569197156043,0.6937994222935945,0.14847263895567817,0.644023961525636
3,"{'task_type': 'regression', 'learning_rate': 0.01, 'graph_conv_layers': [32, 32, 32, 32], 'epochs': 100, 'dropout': 0.5, 'dense_layer_size': 512, 'batch_size': 256}",4.580847696933969,4.622672619082975,1.152894852481434,1.322425905868568,2.873044978190532,2.7855912515409917,6.365432650160675,6.8981543827824785,3.958640496872039,4.191872969842418,4.787935768818699,4.565258109429123,4.919184590627896,4.672486381819862
4,"{'task_type': 'regression', 'learning_rate': 0.001, 'graph_conv_layers': [128, 128, 128, 128], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 256, 'batch_size': 256}",2.42982301084931,2.669205420011603,0.5477727409956533,0.5907885927156655,2.1849677053245062,2.530181854436395,2.219126551901395,2.6912099201333524,3.521748848412112,3.7792398655544757,2.1355079792971705,2.1806919080108833,2.087763969311367,2.16470355192291
5,"{'task_type': 'regression', 'learning_rate': 0.01, 'graph_conv_layers': [128, 128, 128, 128], 'epochs': 100, 'dropout': 0.5, 'dense_layer_size': 64, 'batch_size': 256}",4.079673181219372,4.047524582102914,1.2089572787053129,1.0766375842251668,2.955676194679174,2.8022951577591737,4.176022295685703,4.529051036599655,2.8798275653402303,3.131078181036728,6.221705636873803,5.826202866764789,4.165134213517947,3.948995668354224
6,"{'task_type': 'regression', 'learning_rate': 0.0001, 'graph_conv_layers': [128, 128, 128], 'epochs': 100, 'dropout': 0.5, 'dense_layer_size': 1024, 'batch_size': 256}",21.812859110667212,21.673086607059368,5.005711465801191,4.471639258792175,31.043048197941058,30.0555386165256,18.09986249155737,18.779462772566482,16.883909661659803,17.361605893499057,22.47671576322352,22.098633821575593,20.560759438954307,20.07019193113011
7,"{'task_type': 'regression', 'learning_rate': 0.0001, 'graph_conv_layers': [64, 64, 64, 64], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 1024, 'batch_size': 256}",0.03406447157472962,0.7767962501767526,0.005292489972386629,0.1261513272985079,0.042244175183208096,0.8821157012684665,0.036230200000401176,0.9023536073172745,0.02946579403731112,0.8373115212718886,0.0272672001454042,0.5736668569525205,0.03511498850732346,0.6885335640736132
8,"{'task_type': 'regression', 'learning_rate': 0.0001, 'graph_conv_layers': [32, 32, 32], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 64, 'batch_size': 256}",7.009163205078342,6.945995043875452,2.954487355490491,2.7709054782095834,12.533111176901913,12.06650748873828,4.68109571683585,5.328941169686261,6.704348799207462,6.738657530861546,6.874933885555796,6.726199031540568,4.252326446890686,3.869669998550603
9,"{'task_type': 'regression', 'learning_rate': 0.001, 'graph_conv_layers': [64, 64, 64], 'epochs': 100, 'dropout': 0.5, 'dense_layer_size': 256, 'batch_size': 256}",7.883176607151708,7.95870076000255,1.5907195178891524,1.978341473551856,7.151151564239448,6.853496271147201,10.978478289909146,11.772423399706518,7.337270513998842,7.730571215870661,6.433308168092696,6.137554356196515,7.515674499518408,7.299458557091851
10,"{'task_type': 'regression', 'learning_rate': 0.001, 'graph_conv_layers': [32, 32], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 64, 'batch_size': 256}",0.19454165386223352,0.8897098275456499,0.029394161041341547,0.046766456809467734,0.17029308710626823,0.9196035156751506,0.1568032586659896,0.9552398138760041,0.1908704359798489,0.8164684728670094,0.2357052481013045,0.8703309652135228,0.21903623945775638,0.8869063700965617
11,"{'task_type': 'regression', 'learning_rate': 0.0001, 'graph_conv_layers': [32, 32, 32], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 128, 'batch_size': 256}",0.7137975373225549,1.2710892499963817,0.11728867391210032,0.2242221795564007,0.5793004259674679,1.2084746634508103,0.6490836897477468,1.4536616999529945,0.8942947039425811,1.5966654662533102,0.6402343516506759,0.9817096646896768,0.8060745153043027,1.1149347556351163
12,"{'task_type': 'regression', 'learning_rate': 0.0001, 'graph_conv_layers': [32, 32, 32], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 2048, 'batch_size': 256}",0.02682890806069226,0.7190773310128304,0.004577786756765613,0.10625944601831311,0.03192788718885898,0.7805501190653144,0.02972480477062727,0.8463467095971194,0.02199527471907264,0.7783438613375735,0.029832723184896652,0.5618143562570058,0.020663850440005734,0.6283316088071392
13,"{'task_type': 'regression', 'learning_rate': 0.01, 'graph_conv_layers': [64, 64, 64], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 256, 'batch_size': 256}",0.975565266589004,1.240459309210503,0.27415738958533914,0.22652913574448072,1.2631070118936336,1.5107498128146675,0.6503789999435836,1.1728479226370314,0.9858209367913163,1.3151062615273457,1.2949595078753748,1.3615287801195526,0.683559876441111,0.8420637689539178
14,"{'task_type': 'regression', 'learning_rate': 0.01, 'graph_conv_layers': [128, 128, 128, 128], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 1024, 'batch_size': 256}",0.3422351984436578,0.904535231785303,0.16451863052703272,0.20867766392486597,0.14786948806136185,0.7845104339809598,0.4331314098870253,1.0196228408545744,0.6083711958101338,1.2573647838812032,0.20974931305299171,0.6802031087032596,0.3120545854067762,0.7809749915065185
15,"{'task_type': 'regression', 'learning_rate': 0.01, 'graph_conv_layers': [128, 128, 128, 128], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 1024, 'batch_size': 256}",2.2323568567128915,2.4685482761033724,1.3145123961324439,1.4292840552877628,1.3844046802309609,1.6821340697521823,2.482423559599348,2.8914451805204333,4.700680522649219,5.08587137735716,1.3873228838481866,1.4573496350135116,1.2069526372367427,1.2259411178735746
16,"{'task_type': 'regression', 'learning_rate': 0.01, 'graph_conv_layers': [32, 32], 'epochs': 100, 'dropout': 0.5, 'dense_layer_size': 256, 'batch_size': 256}",2.944041668165475,3.090267231879468,0.43928106531498706,0.374830387316016,2.265797325487744,2.488324972131846,2.6289538573109703,3.073497955924271,3.290028852944252,3.6421235275679074,3.46304549728949,3.2523284807353794,3.0723828077949187,2.9950612230379363
17,"{'task_type': 'regression', 'learning_rate': 0.0001, 'graph_conv_layers': [32, 32, 32, 32], 'epochs': 100, 'dropout': 0.5, 'dense_layer_size': 32, 'batch_size': 256}",15.706458251419523,15.839934997701818,4.838716249074824,5.434811856748189,10.977899255704028,10.689268515407115,24.35282746283231,25.77947056453696,15.393947424920913,15.510735660664851,11.320191990868715,11.129226511375858,16.48742512277165,16.090973736524305
18,"{'task_type': 'regression', 'learning_rate': 0.0001, 'graph_conv_layers': [128, 128, 128], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 512, 'batch_size': 256}",4.432774763672611,4.617594813936391,0.5971432675646667,0.42088336030537116,4.535146016392641,4.7044177189764484,4.150918917815164,4.831161204767083,3.4345136437274184,3.7966791501500574,5.059792559754366,4.98553533506457,4.983502680673465,4.770180660723794
19,"{'task_type': 'regression', 'learning_rate': 0.0001, 'graph_conv_layers': [64, 64, 64, 64], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 2048, 'batch_size': 256}",3.112904525093311,3.1466623683919583,0.6777947971008836,0.5308662223065442,3.4490785228143674,3.2592546007693697,2.8035438574446148,3.1031391770457604,1.927367228384843,2.165928991545364,3.6164619632374175,3.5099754466650035,3.768071053585311,3.6950136259342927
20,"{'task_type': 'regression', 'learning_rate': 0.001, 'graph_conv_layers': [64, 64, 64], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 512, 'batch_size': 256}",0.0542615414122361,0.713910917358864,0.004244499821385446,0.08347977975659705,0.056576173281480915,0.7372496803214884,0.05391837672487577,0.8597052110656281,0.060873595935190344,0.7046067962327035,0.04854747195534788,0.6243922000434542,0.05139208916428562,0.6436006991310455
21,"{'task_type': 'regression', 'learning_rate': 0.0001, 'graph_conv_layers': [64, 64, 64, 64], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 64, 'batch_size': 256}",11.354939716245806,11.40631202934265,4.9475101384111735,5.1900091837257385,20.287649224850764,20.245675595166926,13.058848989596981,14.308069847333176,8.505756578500183,8.172840258994244,8.252662151740246,8.013021733916029,6.66978163654085,6.291952711302884
