,ids,mols,X,y
5699,,COc1ccc(/N=N/C(=O)NC(CC(C)C)C(=O)NCC(=O)O)cc1,,5.482499999999999
5700,,CCOC(=O)CCC(NC(=O)c1ccc(Nc2nc3cc(C(F)(F)F)ccc3nc2C(=O)OCC)cc1)C(=O)OCC,,5.06
5701,,COc1cc(/C=C/C(=N\NC(=O)c2ccccc2)c2c(C)nc(Nc3ccc(Cl)c(Cl)c3)s2)ccc1O,,4.5
5702,,COc1ccc2nc3cc(Cl)ccc3c(Sc3ccc([N+](=O)[O-])cc3C)c2c1,,4.0
5703,,O=C(CC(=O)Nc1ccccc1Cl)NNC(c1cc(/N=N/c2ccc(Br)cc2)ccc1O)P(O)O,,5.42
5704,,COc1ccc2nc3c([N+](=O)[O-])ccc4c3c(N=CN4CCN(C)C)c2c1,,5.465
5705,,COc1cc(-c2cn(-c3ccc(Cl)cc3)c(C)c2C(=O)C(F)(F)F)cc(OC)c1OC,,4.75
5706,,O=c1[nH]c2ccccc2c2nc3ccccc3n12,,4.48
5707,,O=C(CSCC(=O)N/N=C\c1ccc(O)c(O)c1O)N/N=C\c1ccc(O)c(O)c1O,,4.62
5708,,Nc1nn2c(C(Br)Br)cc(C(Br)Br)nc2c1[N+](=O)[O-],,5.615
5709,,O=C1OCC2=C1C(c1ccc(Cl)c(Cl)c1)c1cc3c(cc1N2CCO)OCCO3,,6.525
5710,,COc1cc(N(CCCl)CCCl)ccc1/C=N\NC(=O)c1cccnc1,,4.92
5711,,CCC1(CC)C(=O)N(C(=O)c2ccc(Cl)cc2)N(C(=O)c2ccccc2Cl)C1=O,,4.0
5712,,COc1cc(C(C)(C)C)cc(OC)c1C(O)(c1c(OC)cc(C(C)(C)C)cc1OC)c1c(OC)cc(C(C)(C)C)cc1OC,,6.43
5713,,CCN(CCCOc1ccccc1)CCN(CC)CCCOc1ccccc1,,4.89
5714,,O=C1Nc2ccc(Br)cc2/C1=C1/Nc2ccccc2C1=O,,5.39
5715,,O=[N+]([O-])c1ccc2Nc3ccccc3Sc2c1,,5.07
5716,,COc1cc(Nc2c[nH]nc2-c2ccc(Cl)cc2)cc(OC)c1OC,,5.225
5717,,Cn1cc(C2=C(c3c4CC(CN)CCn4c4ccccc34)C(=O)NC2=O)c2ccccc21,,5.52
5718,,S=C(N/N=C(C(=N/NC(=S)N1CCCCC1)\c1ccccn1)/c1ccccn1)N1CCCCC1,,4.51
5719,,C=C1C(=O)C23C(O)CC4C5(C)CCCC4(C(O)OC5)C2C(OC(C)=O)CC1C3O,,4.68
5720,,CCN(CC)c1ccc2nc3ccc(/N=N\c4ccc(N(C)C)cc4)cc3[n+](-c3ccccc3)c2c1,,6.859999999999999
5721,,O=[N+]([O-])C(=C(N1CCCCC1)N1CCCCC1)/C(Cl)=C(\Cl)[N+](=O)[O-],,4.710000000000001
5722,,CC(=O)C(=[N+]=[N-])C(=O)N(C)CCC#N,,5.0
5723,,Nc1c(C(=O)N/N=C/c2ccc(-c3ccc(Cl)cc3)o2)cnn1-c1ccnc2c(C(F)(F)F)cccc12,,4.08
5724,,COC(=O)[C@@]1(C)CCC[C@@]2(C)[C@@H]1CC[C@]13C=C(C(C)C)[C@H](C[C@@H]21)CC3(Cl)C#N,,4.24
5725,,N#CC1CC2(CCN1C(=O)c1ccccc1)OCCO2,,4.0
5726,,CO[C@@H]1C(O)=C2C(=O)O/C(C)=C/C=C/C=C/C=C\CC(c3ccccc3)NC(=O)/C=C\C=C/C=C/C=C/[C@@]2(C)[C@@H]1O,,8.0
5727,,CC(=O)Oc1ccc(C2SCc3nc4ccccc4n32)cc1,,4.49
5728,,O=C(NC1=C(Cl)C(=O)c2ccccc2C1=O)C(=O)c1c(O)c2ccccc2oc1=O,,5.63
5729,,Cc1c2cc[n+](C)cc2c(C)c2c1[nH]c1ccc(O)c(OCC(F)(F)F)c12,,5.73
5730,,Cc1cnc2sn(-c3ccc(Br)cc3)c(=O)c2c1,,4.44
5731,,O=C1/C(=C/c2ccc(O)cc2)COc2ccc(-c3ccccc3)cc12,,4.88
5732,,Cc1c(CCNCc2ccc(/C=C/C(=O)NO)cc2)c2ccccc2[nH]1,,7.8
5733,,CSC1=Nc2c(C3=NC(=O)CN13)c(C)c(-c1ccccc1)n2COC(CO)CO,,4.0
5734,,NCCC1CN(C(=O)OCc2ccccc2)c2ccccc21,,4.56
5735,,CO/N=C(\C)c1ccc(Nc2cc(-c3ccccc3)nc3ccc(OC)cc23)cc1,,5.37
5736,,NC(=O)C(=CNC(=S)Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1)C(N)=O,,4.0
5737,,CCOC(=O)CSc1nc(-c2ccc(OC)cc2)c(C#N)c(=O)[nH]1,,4.0
5738,,CN(C)c1ccc(/C=N/NC(=O)c2cccc3ccccc23)c(Cl)c1,,6.03
5739,,Cn1cc(-c2nc(-c3cn(C)c4ncccc34)cs2)c2cc(F)ccc21,,5.76
5740,,CN(C)c1ccc(/C=N/c2ccc(-c3nc4ccccc4s3)cc2)cc1,,4.4
5741,,O=C1C(NCCc2ccc(O)c([N+](=O)[O-])c2)=CC(=O)c2c1nc[nH]2,,4.54
5742,,CCCCCCCC(CC(=O)NC(CO)C(=O)NC(CO)CC(C)C)OC(=O)CC(CCCCCCC)OC(=O)CC(CCCCCCC)OC1OC(C)C(O)C(OC2OC(C)C(O)C(O)C2O)C1O,,4.8
5743,,CCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(SC)c(=O)cc21,,4.58
5744,,COC(=O)/C=C\C(C#N)(C#N)/N=C/c1cccc(OC)c1,,4.746666666666667
5745,,Fc1cccc(F)c1C1SCc2nc3cc4ccccc4cc3n21,,4.48
5746,,O=C(CC(=O)c1ccc([N+](=O)[O-])cc1)C(=O)Nc1nccs1,,4.0
5747,,C(=C/c1ccccc1)\C=N\c1nc2cc3c(cc2s1)nc(/N=C/C=C/c1ccccc1)s3,,4.915
5748,,Cc1ccc(NC2=CC(=O)C(=O)c3ccccc23)c(C)c1,,5.71
5749,,O=C(O)c1ccccc1[Se][Se]c1ccccc1C(=O)O,,4.29
5750,,O=C(O)c1c(Br)c(Br)c(Br)c(Br)c1C1c2ccc(O)cc2Oc2cc(O)ccc21,,4.0
5751,,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(C)cc1,,4.33
5752,,CN1C(=O)CC2(C)c3cc(O)ccc3N(C)C12,,4.17
5753,,COC(=O)C1(C)Cc2cc(OC(C)=O)c(OC(C)=O)cc2N1,,4.9350000000000005
5754,,CCN(CC)CCSc1c(C(C)=O)c(=O)n(-c2ccccc2)c(=S)n1-c1ccccc1,,4.859999999999999
5755,,C=CCN1CCC(OC(=O)C(O)(/C=C\CC)C2CCCC2)CC1,,4.0
5756,,CCCCCC1=C/C(=C\c2c(OC)cc(-c3ccc[nH]3)[nH]2)N=C1C,,7.779999999999999
5757,,Cc1ccc(-c2ccc(Nc3c4ccccc4nc4ccccc34)cc2)cn1,,5.64
5758,,C1=C(c2ccccc2)Nc2nnnn2C1c1ccccc1,,4.35
5759,,COC(=O)c1cc(C)ccc1CC(Cc1ccccc1C)C(=O)OC,,4.29
5760,,Cn1c(=N)n[n+]([O-])c2ccccc21,,5.13
5761,,CN(CC(=O)O)Cc1c(O)c(Cl)cc(Cl)c1Cl,,4.27
5762,,COc1cccc(-c2nc(N)c(C#N)c3c2CCS(=O)(=O)c2ccc(C)cc2-3)c1,,4.935
5763,,COc1ccc(C(=O)c2no[n+]([O-])c2C(=O)c2ccc(OC)cc2)cc1,,4.765000000000001
5764,,CC1(C)CC(Nc2ccc(Nc3ccccc3)cc2)CC(C)(C)N1,,4.337999999999999
5765,,Nc1nc(N)c2ncn(-c3ccccc3)c2n1,,4.31
5766,,Cc1ccc(NC(=O)CC(=O)n2nc(-c3ccccc3)c(/N=N/c3ccccc3Cl)c2-c2ccccc2)cc1,,4.505
5767,,COc1ccc([Sn](c2ccc(OC)cc2)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,,4.59
5768,,CN1CCN(CCCCCOc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)CC1,,5.09
5769,,[O-][S+](Nc1ccccc1)c1ccccc1Oc1ccccc1,,4.57
5770,,NC1=C(c2nc3ccccc3s2)C(=O)CN1c1cc(C(F)(F)F)ccc1Cl,,4.68
5771,,COC1N(C2CC(O)C(CO)O2)C(=O)NC(=O)C1(F)Br,,5.766
5772,,COc1cc(/C=C/C=C2\CC/C(=C\C=C\c3ccc(O)c(OC)c3)C2=O)ccc1O,,4.0
5773,,Clc1ccccc1/C=c1\nc(-c2ccccc2)n2c1nc1ccccc12,,4.0
5774,,CC1=CP(=O)(OC(C)C)C=C(C)C1=C(Cl)Cl,,4.58
5775,,Cc1nn(-c2ccccc2)c(/N=C/c2ccc(N(C)C)cc2)c1,,4.37
5776,,C[C@]12CC[C@H]3[C@@H](CC[C@]4(O)C[C@@H](O)CC[C@]34CO)[C@@]1(O)CC[C@@H]2C1=CC(=O)OC1,,6.345000000000001
5777,,COc1cc(C2c3cc4c(cc3OC(NCc3ccccc3)C2C)OCO4)cc(OC)c1OC,,6.199999999999999
5778,,Cc1cc(OCc2nc(N)nc(N)c2-c2ccc(Cl)c(Cl)c2)ccc1[N+](=O)[O-],,7.455
5779,,COC(=O)/C=C\C(C#N)(C#N)/N=C/c1c(C)ccs1,,4.825
5780,,O=C(O)CCSC(CC1(c2ccc(Cl)cc2)NC(=O)CCS1)c1ccccc1,,4.615
5781,,N#CC1(Nc2ccc(Cl)cc2)CCN(Cc2ccccc2)CC1,,5.550000000000001
5782,,Cc1cc2c(C(=O)c3c(O)cccc3C2=O)c2c1c(=O)cc(C(O)(CO)C1CO1)o2,,8.815
5783,,COc1ccc2[nH]cc([C@@H]3C4CCC(C4)[C@H]3NCc3cccc(CN[C@H]4C5CCC(C5)[C@@H]4c4c[nH]c5ccc(OC)cc45)c3)c2c1,,5.795
5784,,COc1ccc2nc3ccc(OC)cc3c([S+]([O-])Cc3ccc([N+](=O)[O-])cc3)c2c1,,4.585
5785,,COc1cc2c(cc1C)n(Cc1ccc(Cl)cc1)c(Cl)c2/C=C1/C(=O)Nc2ccccc12,,6.4350000000000005
5786,,CN(Cc1cccc(F)c1)c1ccc(CO)c(Cl)c1,,5.305
5787,,Cc1cc2c(cc1C)n1c(=O)c(/C=N/c3ccc(F)cc3)c(-c3ccccc3)c(C#N)c1[nH]2,,4.31
5788,,O=[N+]([O-])c1cc(Cl)cc2c1nc(NCCO)c1ccccc12,,5.529999999999999
5789,,O=S(=O)(c1cccc(C(F)(F)F)c1)N1c2ccccc2-n2cccc2C1c1cccnc1,,4.76
5790,,COc1cc(/C=C2/C(=O)N(C(=O)OC(C)C)C(Cc3cc(OC)c(OC)c(C)c3OC)C(=O)N2Cc2ccccc2)c(OC)c(C)c1OC,,4.24
5791,,NC(Cc1ccccc1N(CCCl)CCCl)C(=O)O,,4.32
5792,,CC(=O)c1c(SCCN2CCCC2)n(-c2ccccc2)c(=S)n(-c2ccccc2)c1=O,,5.234999999999999
5793,,COc1cccc(/C=C\c2cc(OC)c(OC)c(OC)c2)c1,,6.18
5794,,CCOC(=O)CCC(NC(=O)c1ccc(Nc2cnc3ccc(C(F)(F)F)cc3n2)cc1)C(=O)OCC,,4.46
5795,,COC1=CC(=O)C2=C(C[C@@]3(C)C(=C2)C(CO)=CC[C@H]3O)C1=O,,4.47
5796,,CC(=O)c1c(O)ccc2c1oc(C(=O)O)c2C,,4.0
5797,,NS(=O)(=O)c1nn2c(Br)c(-c3ccccc3)nc2s1,,5.19
5798,,CCCCCCCCCCCCCCCC(=O)Nc1nc(=O)n(C2CC(OP(=O)(O)OCC3OC(n4cc(F)c(=O)[nH]c4=O)CC3OC(C)=O)C(CO)O2)cc1,,6.08
5799,,N#Cc1c(N)n(-c2cccc(C(=O)O)c2)c(=O)c2cc([N+](=O)[O-])ccc12,,6.3
5800,,Cc1c(C(=S)Nc2ccc(Cl)c(C(=O)OC(C(C)C)C(C)C)c2)scc1,,4.91
5801,,CN(C)CC[N+]1=Nc2c3c(cccc3ccc2)N1,,4.355
5802,,Cc1c(C(=O)CC(=O)C(=O)Nc2cccc(C(F)(F)F)c2)[n+]([O-])c2ccccc2[n+]1[O-],,4.84
5803,,CC1(C)OC2C(CO[Si](C)(C)C(C)(C)C)OC(n3cnc4c(N)nc(C#C[Si](C)(C)C)nc43)C2O1,,5.4350000000000005
5804,,COC(=O)C(C(=O)C(N)=O)c1csc(-n2nc(-c3ccccc3)cc2-c2ccccc2)n1,,4.5
5805,,Cc1ccc(S(=O)(=O)NNC(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,,4.45
5806,,O=C(N/N=C/c1cc(Cl)cc(Cl)c1O)c1ccccc1O,,5.84
5807,,CCOC(=O)/C(=C/c1cc(OC)ccc1OC)CC(=O)O,,4.0
5808,,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1,,4.800000000000001
5809,,NCOC(=O)Cc1ccc(Br)cc1,,4.0
5810,,Cn1c2ccccc2n2c(N=O)c(-c3ccccc3)nc12,,4.67
5811,,O=C(CC(c1ccccc1)N1CCCCC1)c1ccccc1,,4.69
5812,,OCCCSc1ccccc1SCCCO,,4.0
5813,,COc1ccc(-c2c(Cc3c(-c4ccc(OC)cc4)nc(Nc4ccccc4)s3)sc(Nc3ccccc3)n2)cc1,,4.0
5814,,O=c1[nH]c(=S)[nH]n1C(=S)n1[nH]c(=S)[nH]c1=O,,4.0
5815,,c1cc(-c2ncc(-c3ccc4OCCCc4c3)o2)ccn1,,5.13
5816,,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,,4.44
5817,,COc1cc2c(NCCN(C)C)nc3c4cc5c(cc4ccc3c2cc1OC)OCO5,,5.56
5818,,C=C1C(=O)O[C@@H]2[C@H]1C[C@@H]1O[C@H]2[C@H](C)CCC[C@@H](C)[C@@H]2CC[C@@]1(C)O2,,5.67
5819,,N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,,5.785
5820,,Clc1nss/c1=N/c1nonc1-c1ccccc1,,4.16
5821,,O=C(O)COc1ccc(OCC(=O)O)cc1,,6.36
5822,,COc1ccc(Cn2cc3-c4c(cno4)CCc3c2-c2ccccc2)cc1,,6.529999999999999
5823,,O=c1ccs[nH]1,,4.704
5824,,Oc1c(I)cc(Cl)c2cccnc12,,5.05
5825,,CC1=CC(=O)/C(=C/n2c(=S)[nH]c3cc(C)ccc32)C(=O)O1,,4.0
5826,,CC(=O)C(C(=O)c1ccc(C)cc1)[C@@H]1OC(C)(C)O[C@@H]1[C@H]1COC(C)(C)O1,,4.705
5827,,COc1cc2c(cc1OC)n1c(n2)Sc2nc(SC)nc(Cl)c2C1O,,5.295
5828,,Cc1cn2c(/C=N/NC(=N)NN)c(-c3ccc(Cl)c([N+](=O)[O-])c3)nc2s1,,6.01
5829,,O=C1Nc2ccccc2/C1=C\c1c2ccccn2c(-c2ccccc2F)n1,,5.46
5830,,CC1(C)N=C(N)N=C(N)N1c1cccc(OCCOc2cccc([N+](=O)[O-])c2)c1,,6.255
5831,,C#CC(C)(C)Oc1cc(OC)c2c(=O)c3ccccc3n(C)c2c1,,5.01
5832,,CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccc(OC)cc4cc3Cn1c2=O,,7.576666666666665
5833,,Nc1ccccc1C(=O)NC(=O)Nc1ccc(Oc2ncc(Br)cn2)c(Cl)c1,,8.0
5834,,COc1cc(OC(=O)c2ccccc2)cc2c1C(=O)C=CC2=O,,4.442
5835,,c1ccc(-c2nn(-c3ccccc3)[n+](-c3ccccc3)n2)cc1,,4.619999999999999
5836,,C=C1CC(Cn2cc(C)c(=O)[nH]c2=O)(c2ccc(-c3ccccc3)cc2)OC1=O,,5.07
5837,,CCOC(=O)c1ccc(Nc2c(C#N)c(N)c(C(=O)c3cccc([N+](=O)[O-])c3)s2)cc1,,6.640000000000001
5838,,CC(C)(C)OC(=O)NC1CC2(C=C(Br)C(=O)C(Br)=C2)OC1=O,,4.69
5839,,CC12Oc3c(CC1Cc1c4ccccc4ccc1O2)c1ccccc1cc3,,4.0
5840,,CCC(=O)OCN1C(=O)C=CC1=O,,4.71
5841,,O=c1[nH]c(=O)n([C@H]2CCCO2)cc1F,,3.306666666666666
5842,,O=C(N/N=C/c1ccccc1O)c1cccc([N+](=O)[O-])c1,,4.51
5843,,CC1=C\C(O)CC(=O)Cc2nc(co2)C(=O)N2CCC=C2C(=O)OC(C(C)C)C(C)/C=C/C(=O)NC/C=C\1.CCC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(c2ccccc2)NC(=O)C2CC(=O)CCN2C(=O)C(Cc2ccc(N(C)C)cc2)N(C)C(=O)C2CCCN2C1=O,,4.78
5844,,c1cncc(C2Nc3c4c(cccc4ccc3)N2)c1,,4.41
5845,,CC1(C)N=C(N)N=C(N)N1c1cccc(CCCCc2ccc(Cl)c(S(=O)(=O)F)c2)c1,,5.36
5846,,CCOC1(COP(=O)(OCc2ccccc2)OCc2ccccc2)COC(COP(=O)(OCc2ccccc2)OCc2ccccc2)(OCC)CO1,,5.04
5847,,O=C(c1ccccc1)N1OCCC1Nc1ccc(Br)cc1,,5.44
5848,,COC(=O)c1ccc2c(c1)C(NC(C)=O)CCc1cc(OC)c(OC)c(OC)c1-2,,7.744
5849,,COc1cc2c(-c3ccc(SC)c(=O)cc3C(NC(C)=O)CC2)c(OC(C)=O)c1OC(C)=O,,5.4275
5850,,COc1cc(/C=C2\N=C(c3ccccc3)N(c3nc4cc(C)c(C)cc4s3)C2=O)ccc1O,,4.39
5851,,CN(C)CC1CCC(CN(C)C)C(=O)C1=O,,4.963333333333333
5852,,COc1cc(/C=C2\C[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@]3(C)C2=O)cc(OC)c1OC,,4.81
5853,,COC(=O)/C=C1/OC(c2ccccc2)=CC1=O,,4.535
5854,,C=C1C(=O)O[C@@H]2C1C[C@@H](O)C(=C)CC/C=C(\C)CCC[C@H](C)[C@H]2OC(C)=O,,4.64
5855,,Nc1ncnc2c1ncn2C1SC(CO)C(O)C1O,,4.58
5856,,CN(C)c1ncnc2c1ccn2C1OC(CO)C(O)C1O,,4.87
5857,,N#Cc1c(N2CCCC2)[nH]c(=O)c(C(c2c(Cl)cccc2Cl)c2c(O)c(C#N)c(N3CCCC3)[nH]c2=O)c1O,,4.73
5858,,C/C=C(/C)C(=O)O[C@@H]1[C@H](O)C[C@@H](c2ccc3c(c2O)C(=O)C2=C(O)C4(OC)C(=O)C(C(N)=O)=C(O)[C@H](CC(=O)c5ccccc5O)[C@H]4C[C@H]2[C@@]3(C)OC)O[C@@H]1C,,8.254999999999999
5859,,COc1cc(CSc2ccc(O)cc2)cc(OC)c1OC,,4.32
5860,,CC(C)c1cc(C(C)C)c(Cl)c(Cl)c1O.CC(C)c1cc(Cl)c(O)c(C(C)C)c1Cl,,4.4
5861,,COc1ccccc1N1C(=O)/C(=C\c2ccccc2)SC1c1cc(OC)c(OC)c(OC)c1,,4.39
5862,,O=C1N(C2CCCCC2)C(=O)N1C1CCCCC1,,6.609999999999999
5863,,COc1cc([C@@H]2C3C(=O)c4ccccc4C3[C@@H](c3cc(OC)c(OC)c(OC)c3)C23Cc2ccccc2C3=O)cc(OC)c1OC,,4.0
5864,,CCN1C(=O)C/C(=C\C(C)=O)Nc2ccccc21,,4.0
5865,,Nc1c(C(=O)Nc2cccc(F)c2)sc2nc3c(cc12)C(=O)CCC3,,6.42
5866,,CCOc1cc(Br)c(C(C)NC(=O)c2cccc(OC)c2)cc1OCC,,4.965
5867,,Oc1ccc(Cl)cc1/C=N\NC(=S)N/N=C/c1cc(Cl)ccc1O,,5.43
5868,,COc1ccc(-c2cc(-c3ccccc3)nc(/N=C\c3ccccc3)n2)c(O)c1,,4.574999999999999
5869,,Cc1c(C(=O)Nc2ccc(Cl)cc2)c(N/N=C/c2ccc(Cl)cc2)nc(=O)[nH]1,,4.5680000000000005
5870,,COc1ccc(-n2nc(C(=O)NCC(=O)Nc3nc4cc(OC)ccc4s3)c3ccccc3c2=O)cc1,,6.41
5871,,Cn1cnnc1Sc1c([N+](=O)[O-])nc(-c2ccc([N+](=O)[O-])cc2)n1C,,4.0
5872,,CCc1c(/N=N/N(C)C)c(C(N)=O)n[nH]1,,4.36
5873,,CC1(C)[C@@H]2C[C@H]1[C@@H](Cc1cccc(C[C@H]3c4cc(-c5ccccn5)ncc4[C@H]4C[C@@H]3C4(C)C)c1)c1cc(-c3ccccn3)ncc12,,5.56
5874,,N=C(N)NS(=O)(=O)c1ccc(Nc2c3cccc(C(=O)NC(CO)(CO)CO)c3nc3ccccc23)cc1,,5.01
5875,,CC(C)CNc1nc(-c2ccccc2)nc2ccccc12,,4.82
5876,,CC1=C(C)SC(=C2Sc3c(S2)n(C)c(=O)n(C)c3=O)S1,,4.37
5877,,Nc1c(C(=O)Nc2ccccc2)sc2nc3c(cc12)C(O)CCC3,,6.395
5878,,CCOC(=O)CC(NCc1ccc(/N=C/c2nc3ccc(C(F)(F)F)cc3nc2-c2ccccc2)cc1)C(=O)OCC,,4.0
5879,,COc1cc([C@@H]2c3cc4c(cc3[C@@H](NC(=O)c3ccc(N)cc3)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,,6.92
5880,,CCCC(=O)C1=C(O)C(C)(C)C(O)=C(Cc2c(O)c(C)c(O)c(C(=O)CCC)c2O)C1=O,,4.6
5881,,O=C(CC(=O)c1ccccc1)c1ccccc1,,4.57
5882,,O=C1OC(C(O)CO)C(O)=C1O,,2.9133333333333336
5883,,CN1C/C(=C\c2cccs2)C2=NN(c3ccccc3)C(c3cccs3)C2C1,,5.135
5884,,CCC(O)(C(=O)OCC1=CC[N+]2([O-])CC[C@@H](OC(=O)Nc3ccccc3)[C@H]12)c1ccc(Cl)cc1,,4.0
5885,,O=C1C(Cl)C(c2cccc(Cl)c2)N1c1ccc(-n2c(S)nc3ccccc3c2=O)cc1,,4.55
5886,,C[C@]12Cc3cnc(-c4ccccc4)nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,,4.8966666666666665
5887,,CCc1nc(N)nc(N)c1-c1ccc(NCCN)c([N+](=O)[O-])c1,,5.375
5888,,CC(C)(C)OC(=O)CN1C(=O)CC1CC(=O)c1ccccc1,,4.0
5889,,O=S(=O)(NNc1ccccc1)c1ccccc1,,5.05
5890,,CC(=O)C1=C(C)N(c2ccc(C)cc2)C2(O)C3=C(C(=O)c4ccccc4C3=O)C(O)=CC12Cl,,4.76
5891,,CCC(C(=O)c1cccs1)C(O)(C(F)(F)F)C(F)(F)F,,4.0
5892,,CCOc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(N)CC[C@@H]12,,5.485
5893,,C/C(=C\COP(=O)(O)OP(=O)(O)O)CCCOCc1ccccc1,,4.0
5894,,CN(C)Cc1c[nH]c2c(O)c3c(C(=O)c4ccccc4C3=O)c(O)c12,,5.12
5895,,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=N/N=C2/N/C(=N/N=C/C=C(C)/C=C/C=C(C)/C=C/C3=C(C)CCCC3(C)C)[SH-][Cu+2](O)[SH-]2)C(C)(C)CCC1.NCCCNCCCCNCCCN,,5.8
5896,,O=C1C=C(NCCc2ccccc2)c2ccccc2C1=O,,5.715
5897,,[N-]=[N+]=NC1(c2ccccc2)C(=O)Nc2ccccc2C1=O,,4.12
5898,,CCCCCCCCCCCCCCCC[N+]1(C)CCOCC1,,5.55
5899,,CC(=O)OC1(C)CC(=O)OCC23CCC(C)=CC2OC2CC(OC(=O)/C=C/C=C/C(C(C)O)OCC1O)C3(C)C21CO1,,6.635
5900,,OCc1ccc(-c2cscc2-c2ccc(CO)o2)o1,,5.41
5901,,O=C(COC(=O)c1ccccc1)c1ccc(Br)cc1,,4.76
5902,,O=CC[C@H]1CCc2ccccc2C12CCC(=O)CC2,,4.25
5903,,COc1ccc(-c2nn(-c3cccc(Cl)c3)cc2-c2c(C#N)c(=O)n3nc(-c4ccc(C)cc4)[nH]c3c2C#N)cc1,,5.73
5904,,O=C1CSC(c2cc3cc(Br)ccc3nc2Cl)N1c1ccc(Cl)cc1,,4.55
5905,,Cc1ccc(Nc2nc3ccccc3nc2NS(=O)(=O)c2ccc(N)cc2)cc1,,4.46
5906,,CC(CO)(CBr)COC(=O)c1cc(Br)c(N)c(Br)c1,,4.0
5907,,COc1ccc2C(=O)C(Br)CCCc2c1,,5.325
5908,,COc1cc(Nc2ncc(-c3ccccc3)o2)cc(OC)c1,,4.6
5909,,Cc1cc2c(cc1C)NC(=O)C(NC(=O)/C=C/c1ccccc1)C=N2,,4.51
5910,,CCCc1nnc2sc(COc3ccc(OCc4nn5c(CCC)nnc5s4)c(Cl)c3)nn12,,4.56
5911,,CC(=O)OCC1OC(OC(C)(C)CC/C=C(\C)[C@@H]2C/C=C(\C)CC/C=C(\C)CC2)C(O)C(O)C1OC(C)=O,,4.1850000000000005
5912,,C=C1c2c(N(C)[C@@]34C[C@@H]1[C@@]1(C)c5c(N(C)[C@](C)(C[C@H]13)C4)n(-c1ccccc1)nc5C)n(-c1ccccc1)nc2C,,5.63
5913,,Cc1ccc(/C=N/Nc2nc3ccccc3s2)s1,,4.0
5914,,CCCCCN(CCCCC)CC(C)(C)C(O)c1ccc(OC)c2ccccc12,,5.04
5915,,Cc1cc(C)cc(NC(N)=S)c1,,4.0
5916,,OC1CCSc2ccccc21,,4.0
5917,,COc1ccccc1/C=C1\CCC(CCN(C)C)(C2=CCCC2)C1=O,,4.62
5918,,CC(C)C(Cl)CCC(C)(Cl)C(=O)CBr,,4.68
5919,,CNc1cccc(-c2cc(=O)c3cc4c(cc3[nH]2)OCO4)c1,,6.176666666666667
5920,,CC1=CC(=O)N(c2cccc3c(N4C(=O)C=C(C)C4=O)cccc23)C1=O,,4.485
5921,,COc1ccc2[nH]c3c(C)c4cc[n+](C)cc4c(C)c3c2c1,,6.491666666666665
5922,,Clc1ccc(-c2cn3ncc(-c4ccnc(N5CCNCC5)c4)c3nc2)cc1,,5.71
5923,,CNCCNc1ccc2c3c1C(=O)c1c(O)ccc(O)c1-c3nn2CCNCCO,,7.628148148148148
5924,,Nc1nc(=S)c2c([nH]1)n(C1CC(O)C(CO)O1)cn2,,3.901818181818181
5925,,COc1ccc(OC)c2c(C)ccnc12,,4.670000000000001
5926,,Cc1c(C(=O)Nc2ccc(C(F)(F)F)cc2)cno1,,4.4
5927,,C=CC(C)(O)CC/C=C(\CO)C(=O)OC1C(C)OC(O[C@](C)(C=C)CC/C=C(\CO)C(=O)O[C@H]2C[C@@]3(C(=O)OC4OC(CO)C(O)C(O)C4OC4OC(C)C(OC5OC(CO)C(O)C5O)C(OC5OC(CO)C(O)C(O)C5O)C4O)C(CC2(C)C)C2=CCC4[C@@]5(C)CC[C@H](OC6OC(COC7OC(C)C(O)C(O)C7OC7OCC(O)C(O)C7O)C(O)C(O)C6NC(C)=O)C(C)(C)C5CC[C@@]4(C)[C@]2(C)C[C@H]3O)C(O)C1O,,6.54
5928,,Clc1ccc2c(NCCCCCCNc3ccnc4cc(Cl)ccc34)ccnc2c1,,5.33
5929,,N#CC(C#N)=Cc1c[nH]c(=O)[nH]c1=O,,4.0
5930,,OCC1C(OCc2ccccc2)C(OCc2ccccc2)C(OCc2ccccc2)CN1Cc1ccccc1,,4.73
