,ids,mols,X,y
1010,,CC(=O)Nc1ccccc1Sc1ccccc1,,4.0
1011,,CN(C)c1ccc(/C=N/N=C(\C#N)S[Sn](Cl)(c2ccccc2)c2ccccc2)cc1,,5.55
1012,,COC(=O)c1c(OC(C)=O)ccc2c1c1cc3ccccc3c(OC(C)=O)c1n2C,,4.7
1013,,CN1CCN(CC/C=C2\c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc23)CC1,,5.25
1014,,COc1ccc2Nc3c4c(nn(CCN(C)C)c4ccc3C(=O)NCCCN(C)CCCNC(=O)c3ccc4c5c3Nc3ccc(OC)cc3-c5nn4CCN(C)C)-c2c1,,7.865
1015,,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NCS(=O)(=O)O)cc1,,4.02
1016,,CN(C)CCNC(=O)c1cccc2c1nc(-c1ccncc1)[nH]2,,5.24
1017,,C=CCCCOC1[C@H](OCc2ccccc2)C(OCc2ccccc2)C(OC)O[C@@H]1CNC(=O)c1cccc(I)c1,,5.09
1018,,Cn1c(=N)n[n+]([O-])c2ccccc21,,4.9350000000000005
1019,,COc1ccc2[nH]cc(Cc3c[nH]c4ccc(OC)cc34)c2c1,,4.72
1020,,NC(=O)c1c(/N=N/SCC(N)C(=O)O)[nH]cn1,,4.0
1021,,CNC(=O)c1ncccc1Nc1nc(Nc2cc3c(cc2OC)CCCN3C(=O)CN(C)C)nc2c1cc[nH]2,,6.074999999999999
1022,,O=C(Nc1ccc(Cl)cc1)c1cc(S(=O)(=O)Nc2n[nH]c(=O)n2-c2ccccc2)c(S)cc1Cl,,4.0
1023,,CC(C)(C)[Si-]12(OC(C(F)(F)F)(C(F)(F)F)c3ccccc31)OC(C(F)(F)F)(C(F)(F)F)c1ccccc12.C[N+](C)(C)C,,5.32
1024,,COc1c(OC)c(OC)cc(C2c3cc4c(cc3C(OC(=O)C[n+]3ccccc3)C3COC(=O)C23)OCO4)c1,,7.705
1025,,CO/N=C(\C(=O)Nc1cncs1)c1csc(NC(c2ccccc2)(c2ccccc2)c2ccccc2)n1,,5.42
1026,,COc1ccc(OC)c(-c2cn3c(n2)sc2ccccc23)c1,,4.0
1027,,CCN1C2=NC(=O)N(C)C(=O)C2(Cl)C(C(SC)S(=O)(=O)c2ccc(C)cc2)c2ccccc21,,4.07
1028,,O=C1c2c3c(cc([N+](=O)[O-])cc3cc([N+](=O)[O-])c2)C(=O)N1CCCNCCNCCCN1C(=O)c2c3c(cc([N+](=O)[O-])cc3cc([N+](=O)[O-])c2)C1=O,,7.53
1029,,CC(C)(CO)NC1=C(Cl)C(=O)c2c(O)ccc(O)c2C1=O,,5.73
1030,,CCCCCCCCCCCCP(=O)(O)OCC(N)C(=O)O,,4.61
1031,,Cc1ccc2[nH]c(C(=O)NN3C(=O)CSC34CCCC(C)C4)c(-c3ccccc3)c2c1,,4.82
1032,,Cc1ccc([N+](=O)[O-])cc1NC(=O)Nc1cccc(F)c1,,5.47
1033,,C=CC(=O)N1CN(C(=O)C=C)CN(C(=O)C=C)C1,,4.67
1034,,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,,4.0
1035,,COc1ccc(N[C@@H]2c3cc4c(cc3[C@H](c3cc(OC)c(O)c(OC)c3)[C@H]3C(=O)OC[C@@H]23)OCO4)cc1OC,,5.8100000000000005
1036,,COc1ccc(/C=C/C(=O)/C=C/c2ccc(OC)cc2)cc1,,4.34
1037,,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H]6OC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)OC[C@]6(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)OC2OC(CO)C(O)C(O)C2O)CC[C@H]1C,,4.105
1038,,COc1ccc(-n2c(-c3ccccc3)cc(-c3cccs3)c2-c2cccs2)cc1,,4.4
1039,,Cc1c2cccc-2c(N(C)C)cc2c1[nH]c1ccccc12,,5.42
1040,,C(#CP(c1ccccc1)c1ccccc1)P(C#CP(c1ccccc1)c1ccccc1)c1ccccc1,,4.0
1041,,COc1cc(Cl)cc(-c2nn(C(=O)NCCN3CCOCC3)cc2-c2ccncc2)c1,,5.0
1042,,CN(C)CCNc1ccc2ncnc3-c4ccccc4C(=O)c1c32,,6.563333333333333
1043,,Cc1c2cc[n+](C)cc2c(C)c2c1[nH]c1ccc(OCC(F)(F)F)cc12,,5.675
1044,,Cc1ccc2c(c1)Nc1cc(C(F)(F)F)ccc1[PH]2=O,,4.52
1045,,COc1ccc2c(c1)[n+]([O-])c(/C(C)=N/NC(N)=S)c(C)[n+]2[O-],,4.27
1046,,CC([C@H]1CCC2C3CCC4C[C@@H](N)CC[C@]4(C)C3CC[C@@]21C)N(C)C,,5.075
1047,,CC(C)=CCCc1c(C)ccc2c1C(=O)C(=O)C(C(C)C)=C2,,4.66
1048,,N#CC(NCc1cccc(CNC(C#N)c2ccccc2)c1)c1ccccc1,,4.54
1049,,COc1ccc(-c2nsc3c2NC(=O)CC3c2cscc2)cc1,,6.675
1050,,CCOC(=O)c1c(C)n(Cc2ccccc2)c2c1C(=O)C(=O)c1c-2nc[nH]1,,4.93
1051,,O=C(CN1CCN(c2ncnc3ccccc23)CC1)Nc1ccc(Cl)cc1C(=O)c1ccccc1Cl,,5.57
1052,,COc1ccc2Nc3c4c(nc(=S)n(CCCN(C)C)c4ccc3[N+](=O)[O-])-c2c1,,6.44
1053,,Clc1ccc(Cc2nc3cc4ccccc4cc3[nH]2)cc1,,5.17
1054,,Nc1nc(=O)n(C2OC(COP(=O)(O)O)C(O)C2O)cc1,,6.375
1055,,Nc1nc(=O)n(C2OC(COP(=O)(O)OCC3OC(n4cc(F)c(=O)[nH]c4=O)CC3O)C(O)C2O)cc1,,7.615
1056,,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@@H]4O,,7.535
1057,,N#Cc1c(Nc2ccc(F)cc2)[n+]([O-])c2ccc(Cl)cc2[n+]1[O-],,6.25
1058,,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(NO)c1,,4.0
1059,,Cc1cc2c(cc1C)n(-c1ccc(Cl)cc1)c1nc(=O)n(C)c(=O)c-1n2,,5.45
1060,,COC1=C(C)C(=O)c2c(C1=O)c(COC(N)=O)c1C(OC(C)=O)C(OC(C)=O)Cn21,,6.87
1061,,CCCC(=O)OC[n+]1ccc2c(C)c3[nH]c4ccc(OC)cc4c3c(C)c2c1,,6.51
1062,,N#Cc1cc2c(cc1C#N)SCCSCCCSCCS2,,4.075
1063,,N=C(c1ccc(-c2cn3cc(C(=N)N4CCCC4)ccc3n2)cc1)N1CCCC1,,4.0
1064,,CCN(CC)CCOc1ccc(N2Cc3cc(OC)c(OC)cc3C2=O)cc1,,4.0
1065,,N#Cc1cccc(N2C(=O)C3C4C=CC(C3C2=O)C2C(=O)N(c3cccc(C#N)c3)C(=O)C42)c1,,4.292
1066,,O=C1C(Cl)=C(NCCF)C(=O)c2ncccc12,,5.72
1067,,Cc1ccc(S(=O)(=O)N(CC(O)COc2ccccc2)c2c(F)cccc2F)cc1,,4.76
1068,,C[C@H]1C(=O)O[C@@H]1[C@H]1COC(C)(C)O1,,4.0
1069,,Cc1nc(-c2ccc(/N=C/c3ccc(N(CCOS(C)(=O)=O)CCOS(C)(=O)=O)cc3C)cc2)cs1,,4.95
1070,,C[N+](C)(C)CC1CCCCC1=O,,4.0
1071,,C/C(=N\NC(=S)N1CCN(c2ccccn2)CC1)c1nccs1,,6.282500000000001
1072,,O=[N+]([O-])/C(C(Cl)=C(Cl)Cl)=C(\N1CCCCC1)n1nnc2ccccc21,,4.645
1073,,O=C(Nc1nc(-c2ccc(Cl)cc2)cs1)c1cc(O)c(O)c(O)c1,,3.56
1074,,CCCCN1C(=O)C[C@H]2[C@@H]3CCc4cc(OCCN5CCCC5)ccc4[C@H]3CC[C@]2(C)C1=O,,5.11
1075,,Cc1nnc2sc(-c3ccc([N+](=O)[O-])o3)nn12,,4.42
1076,,COc1ccccc1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,,5.33
1077,,Cc1cc(=O)n(-c2c(C)cccc2Cl)c(/C=C(\O)c2ccncc2)n1,,4.0
1078,,Cn1cc(NC(=O)c2cc(NC(=O)CCCCCCCCCCC(=O)Nc3cn(C)c(C(=O)Nc4cn(C)c(C(=O)NCCC(=N)N)c4)c3)cn2C)cc1C(=O)NCCC(=N)N,,4.65
1079,,COc1ccc(N2C(=O)C3c4c(c5cc(F)ccc5[nH]4)C4CCC(c5ccccc5)CC4C3C2=O)cc1,,4.93
1080,,COc1ccc(OC)c(C(=O)c2c(N)c3cc(Br)ccc3o2)c1,,6.305
1081,,COc1ccc(C2NN=C3c4ccccc4CCC32)cc1,,4.7
1082,,O=[N+]([O-])C(=C(Cl)Cl)C(Cl)=C(Cl)Cl,,5.19
1083,,Cc1cc2c(cc1Cl)S/C(=C/C(=O)O)C(Nc1ccc3ncsc3c1)=NS2(=O)=O,,4.6000000000000005
1084,,CC(NC(=O)c1ccc(NP(=O)(OCc2ccc([N+](=O)[O-])o2)N(C)CCCCCl)cc1)c1ccc(OCC2CCCCC2)c(C(N)=O)c1,,4.97
1085,,Cc1noc(-c2ccc(C(=O)C(Cl)(Cl)Cl)[nH]2)c1,,4.48
1086,,Cc1c(CC(=O)N2CC2)c(C)c(C)c(CC(=O)N2CC2)c1C,,5.140000000000001
1087,,N#CC(NNC(=O)c1ccccc1O)c1c(O)ccc2ccccc12,,5.535
1088,,Cc1cc(C)nc(SC(C)C(=O)N/N=C/c2ccc(OCc3ccccc3)cc2)n1,,4.51
1089,,CC1=C(C(=O)Nc2ccccc2)C(c2ccc3OCOc3c2)C(C(=O)Nc2ccccc2)=C(C)N1,,4.3
1090,,C=C(C)[C@@]1(O)O[C@H]2C[C@@]3(C)OC(=CC3=O)/C(C)=C\[C@@H]3OC(=O)[C@@]1(C)[C@H]32,,4.535
1091,,S=c1ssc(Oc2ccccc2)c1Cl,,4.47
1092,,Cc1ccc(S(=O)(=O)NNC(C[N+](=O)[O-])c2ccccc2)cc1,,4.78
1093,,O=C(/C=C\Sc1nccc(C(F)(F)F)n1)c1ccc(Br)cc1,,4.0
1094,,O=C1C=CC2(O[C@@H](Cc3ccccc3)[C@H](Cc3ccccc3)O2)C(SC(=O)c2ccccc2)C1,,5.37
1095,,O=C1c2cc(I)ccc2N2CCN=C2N1Cc1ccccc1,,4.0
1096,,Cn1c2ccccc2c2ccc3C(=O)c4ccccc4C(=O)c3c21,,4.61
1097,,CC1(C)C=C(/C=C2/N(S(=O)(=O)C(F)(F)F)C(/C=C3/N(S(=O)(=O)C(F)(F)F)C(C)(C#N)CC3(C)C)=CC2(C)C)N=C1/C=C1/CC(C)(C)C(=O)N1,,4.48
1098,,O=Cc1ccc(N(CCCl)CCCl)cc1Cl,,5.525
1099,,CCOC(=O)Nc1ccc2-c3ccccc3-c3c2c1ccc3,,5.22
1100,,Nc1ccccc1C#C/C=C\C#Cc1cccs1,,4.98
1101,,CSc1n[nH]c2c1c(C)n[nH]2,,4.0
1102,,COc1cccc(COc2c(C(N)=O)sc(-n3cnc4ccccc43)c2)c1,,4.66
1103,,Cc1ccc(-c2c3Cc4ccccc4-c3nn2-c2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cc1,,4.7
1104,,CN(C)CCCN1c2ccccc2Sc2ccc3ccccc3c21,,4.88
1105,,COc1ccc(-c2cc3cccc(OC)c3c(=O)o2)cc1OC,,4.23
1106,,C/C(Nc1ccc(F)cc1)=C1/CCOC1=O,,4.04
1107,,O=c1[nH]c(-c2ccc(Cl)c(Cl)c2)cn1-c1ccc(Cl)cc1,,4.67
1108,,O=c1cc(-c2ccccc2)[nH]c2ccc(N3CCOCC3)cc12,,7.115
1109,,Cc1c(Cl)cccc1NC(=O)c1c(N)c2cc3c(CCCC3=O)nc2s1,,7.21
1110,,O=C(CSc1nc2ccc(I)cc2c(=O)n1Cc1ccccc1)Nc1ccc(Br)cc1,,4.0
1111,,Cn1nnnc1N(Cc1ccccc1)[Au][PH](c1ccccc1)(c1ccccc1)c1ccccc1,,4.675000000000001
1112,,O=C(CCc1nnc2s/c(=C\c3ccccc3)c(=O)n12)Nc1cc(Cl)ccc1Cl,,4.0
1113,,CC12CCC(OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,,5.275
1114,,O=C1N=C(N[C@@H](CO)c2ccccc2)S/C1=C\c1ccc2ncccc2c1,,5.01
1115,,Cc1ccc(NC(=O)COC(=O)c2cccc3c2[nH]c2ccccc2c3=O)cc1,,4.44
1116,,NC(=S)N/N=C(\C(=O)Nc1cccc([N+](=O)[O-])c1)c1nc2ccc([N+](=O)[O-])cc2nc1O,,4.04
1117,,CCCCCC1=C(C)/C(=C/c2c(Oc3ccc(Cl)cc3)cc(-c3ccc[nH]3)[nH]2)N=C1C,,7.35
1118,,[O-][n+]1c2cc(CN3CCOCC3)c(CN3CCOCC3)cc2[n+]([O-])c2c(O)cccc21,,4.865
1119,,CN(/N=C\c1ccc2ccccc2c1)C1=NCCCCN1,,4.73
1120,,Cc1cc2c(s1)C(=O)c1c(ccs1)C2=O,,6.205
1121,,CC1CC(c2ccccc2)=Nc2ccccc2S1(=O)=O,,4.63
1122,,CC1(C)[C@@H](Cn2nnc3c(N)ncnc32)CC[C@@]1(C)CO,,4.0
1123,,O=C(OCc1ccccc1)[C@@H](Cc1ccccc1)N(Cc1ccccc1)Cc1ccccc1,,4.18
1124,,COc1ccccc1-n1c(N)c2c(C)c(-c3ccccc3)[nH]c2nc1=S,,5.24
1125,,CN1C/C(=C\c2cccs2)C2=NN(C)C(c3cccs3)C2C1,,4.05
1126,,CNC1C(O)CC(OC2C/C=C(\C)C/C(C)=C/C=C/CCC(C)CNC(=O)/C=C/C=C/C2C)OC1C,,6.2975
1127,,COC(=O)C(CCSC)NC(=O)CNC(=O)CSc1nnc(COc2ccc(Cl)cc2)n1-c1ccccc1,,4.38
1128,,Cc1c(C(=O)c2ccccc2)[n+]([O-])c2cc(F)c(F)cc2[n+]1[O-],,5.14
1129,,COc1ccc2c(c1)nnn1c3ncccc3c(N=O)c21,,5.19
1130,,CCCCN(CCCC)CCCn1c(=O)c2c(n(C)c3ccccc23)n2nnc(-c3ccccc3)c12,,4.36
1131,,CC12CC(OC(=O)[C@]1(C)O)[C@@H]([C@]1(O)CC[C@H]3[C@@H]4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@@]31C)C2,,4.51
1132,,Cc1ccc(C2=C(c3ccc(C)cc3)C3(c4ccc(C)cc4)C4C(=O)OC(=O)C4C2(c2ccc(C)cc2)[S+]3[O-])cc1,,4.49
1133,,O=C1C=C(Nc2ccccc2)c2ncccc2C1=O,,6.32
1134,,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,,5.32
1135,,O=C(O)c1cccc(S(=O)(=O)NN2C(=O)CSC2c2ccccc2Cl)c1,,4.0
1136,,CC1=C[P+](c2ccccc2)(c2ccccc2)c2ccccc2O1,,4.87
1137,,Cc1c2ccncc2c(C)c2c1[nH]c1ccc(OCCN(C)C)cc12,,6.702
1138,,CCCCCCCCCCOC1C(C(C)OCCCN(C)C)OC2OC3(CCCCC3)OC21,,4.81
1139,,N#C/C(=C/NC(=S)NCc1ccccc1)C(N)=O,,4.0
1140,,c1cnc2c(c1)ccc1cccnc12,,5.295
1141,,CCOC(=O)C#Cc1ccc([N+](=O)[O-])cc1,,4.99
1142,,S=C(Nc1ccc(Cl)cc1)Nc1ccc(-c2nc3ccccc3s2)cc1,,4.83
1143,,O=C(O)C1C2CC3C(OC(=O)C31)C2Br,,4.0
1144,,CC(C)Cc1ccc(C(C)/C=C2\CCC(CN3CCCCC3)C2=O)cc1,,4.7
1145,,NCCNCCCCCCNC(=O)c1cccc2cc3ccccc3nc12,,5.77
1146,,COc1cc([C@@H]2c3cc4c(cc3C(Br)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,,6.505
1147,,CCOC(=O)c1c(-c2ccccc2)n(C2OC(CO)C(O)C(O)C2O)c(=S)c(C#N)c1-c1ccc(OC)c(O)c1,,4.0
1148,,CC(O)[C@@]1(c2ccccc2)CC2(CCN(C)CC2)O[C@H]1C,,4.0
1149,,O=C(CCCCCCC(=O)Nc1cccnc1)NO,,4.66
1150,,CCN(CC)c1ccc(/C=C/c2ccc3cc(C)ccc3[n+]2CC)cc1,,6.93
1151,,O=C1N/C(=N/N=C/C(O)C(O)C(O)CO)N/C1=C\c1c[nH]c2ccccc12,,4.0
1152,,COc1cccc2c1C(=O)c1c(O)c3c(C[C@@](O)(C(C)=O)C[C@@H]3OC3OC(C)C(O)C(N)C3Br)c(O)c1C2=O,,7.796666666666667
1153,,C=C1CC(COc2ccc3c(C)c(Cl)c(=O)oc3c2)(c2ccccc2)OC1=O,,4.925000000000001
1154,,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,,6.6
1155,,COc1ccc(-c2nc3ccc(/C=C4\C(=O)Nc5ccc(Cl)cc45)cc3[nH]2)cc1,,5.74
1156,,CC(C)(Cc1ccccc1)Cc1cc(O)ccc1O,,4.63
1157,,COc1cc([C@H]2c3cc4c(cc3[C@@H](Nc3ccc(C#N)cc3)[C@@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,,6.830000000000001
1158,,N#C[C@H](c1nc2ccccc2[nH]1)c1nc2ccccc2nc1Cl,,4.265000000000001
1159,,N#C[Se]Cc1nn(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccccc2)c1,,6.215
1160,,CCOn1cc(C[C@@]2(O)C(=O)OC3[C@@H](O)CO[C@@]32O)c2ccccc21,,4.0
1161,,O=c1[nH]nc(-c2ccccc2)c2c(-c3ccccc3)onc12,,6.275
1162,,CCCCCCCCCCCC(=O)OCC1OC(n2cc(F)c(=O)[nH]c2=O)C(N)C(OC(=O)CCCCCCCCCCC)C1O,,4.0
1163,,N#Cc1c(N)n(-c2ccccc2)c(-c2ccccc2)c1C#N,,4.0
1164,,COc1ccc2C(=O)/C(=C/c3cccc(OCC(=O)Nc4nc5ccccc5s4)c3)Oc2c1,,4.4
1165,,COc1cc2c(cc1OC)c(=O)n(C)c1c2/C(=C/CCCN2C(=O)c3ccccc3C2=O)c2cc3c(cc2-1)OCO3,,4.66
1166,,COc1ccc(-c2cc(-c3ccncc3)nc(N)c2-c2ccc(F)cc2)cc1,,4.0
1167,,COc1cccc(NC(=O)c2c(N)n(N)c(=O)c(C#N)c2SC)c1,,4.24
1168,,Cc1cnc2c(c1)C(=O)N(c1ccc([N+](=O)[O-])cc1)S2(=O)=O,,4.02
1169,,C[C@]12CC[C@@H]3[C@@H](CCC4=C/C(=N/OC(=O)Nc5ccccc5)CC[C@@]43C)[C@H]1CC[C@@H]2OC(=O)Nc1ccccc1,,4.0
1170,,O=C(c1ccccc1)c1c(NCC(O)CN2CCCC2)n(Cc2ccccc2)c(=O)n(Cc2ccccc2)c1=O,,4.49
1171,,ClC1=C(Cl)C(Cl)(Cl)SS1,,5.0
1172,,CCOc1ccc2nc(S/C(=C/C=C(C#N)C#N)c3ccc(C)cc3)sc2c1,,4.33
1173,,COc1cc2c(cc1OC)c(=O)n(CCCN1CCN(C)CC1)c1c2C(=O)c2cc3c(cc2-1)OCO3,,4.73
1174,,CCOC(=O)NC(=O)c1cn(CCCOC(=O)NCCCCCCNC(=O)OCCCn2cc(C(=O)NC(=O)OCC)c(=O)[nH]c2=O)c(=O)[nH]c1=O,,4.0
1175,,COC(=O)[C@@H]1Cc2cc(c(OC)cc2)OCCC(=O)N1,,4.0
1176,,Cc1ccc(-c2nc(N)c(C#N)c3c2CCOc2c-3ccc3ccccc23)cc1,,5.92
1177,,NC(=S)N/N=C/c1c[nH]c2ccccc12,,4.0
1178,,O=C(CNc1ccc(Cl)cc1)Nn1c(-c2ccccc2)nc2ccccc2c1=O,,4.85
1179,,C#CCn1c(=O)c(C#N)c(O)c2cc3ccccc3nc21,,4.0
1180,,c1ccc2cc(CN3CCC(C4CCN(Cc5ccc6ccccc6c5)CC4)CC3)ccc2c1,,5.376666666666666
1181,,Cc1cccc(/N=C2/c3cc([N+](=O)[O-])ccc3-c3c2cc([N+](=O)[O-])cc3[N+](=O)[O-])c1,,4.91
1182,,CCOc1ccc(/N=N/c2ccc3oc(=O)c(/C(C)=N\NC(=O)CC(=O)Nc4ccc(Cl)cc4)cc3c2)cc1,,4.68
1183,,CO[C@@H]1C=C[C@@]23c4cc5c(cc4C(O)N(CC2O)C3C1)OCO5,,5.48
1184,,CN[C@H]1C[C@@H]2O[C@@](C)([C@H]1OC)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c31,,8.051428571428572
1185,,CC[S+]([O-])C(=O)N(O)c1ccc(Cl)cc1,,4.17
1186,,C[C@H]1[C@@H](O)[C@@]2(OC[C@@]34C(=O)C[C@@]5(O)[C@H](CC[C@H]6Cc7nc8c(C[C@@H]9CC[C@@H]%10C%11=C[C@H]%12O[C@@]%13(O[C@@](C)(CO)C[C@@H]%13O)[C@@H](C)[C@@]%12(O)[C@]%11(C)[C@@H](O)C[C@@H]%10[C@]9(C)C8)nc7C[C@]65C)C3=CC[C@H]4[C@H]2C)OC1(C)C,,9.45
1187,,CN1C(=O)[C@@]2(C=CC3(CC2)OCCO3)c2ccccc21,,4.3
1188,,CC1(C)C2CC(=O)C1(C)C(OCc1ccccc1)C2Br,,4.23
1189,,O=C1N/C(=N/N=C/c2cccs2)N/C1=C\c1ccco1,,4.47
1190,,COc1ccc2nc(-c3ccccc3)cc(Nc3ccc(C(C)=O)cc3)c2c1,,4.92
1191,,OCC1CCCC(n2cnc3c2[nH]cnc3=S)O1,,4.0
1192,,CC1=CC(=C(c2ccc(N)c(C)c2)c2ccc(N)c(C)c2)C=CC1=N,,5.445
1193,,c1ccc(Cn2cc[n+]3c2[Au][n+]2ccn(Cc4ccccc4)c2[Au][n+]2ccn(Cc4ccccc4)c2[Au]3)cc1,,4.603333333333333
1194,,COC(=O)C12OCC34C(CC5C(C)C6=CC(=O)OC6=CC5(C)C3C(O)C1O)OC(=O)C(OC(C)=O)C24,,5.351249999999999
1195,,CCn1c2c(c3ccccc31)[C@H](c1ccccc1)C[C@@H]1C(=O)N(c3ccccc3)C(=O)[C@H]21,,4.66
1196,,O=C[C@]12CC=C3O[C@H]4OC5(CCCCC5)O[C@H]4[C@H]3[C@H]1C(=O)C=CC2=O,,4.94
1197,,O=C(Nc1c(S(=O)(=O)c2ccccc2)ccs1)c1cccnc1,,4.94
1198,,CN1C(=O)C(=Cc2cn(Cc3ccccc3)c3ccccc23)C(=O)N(C)C1=O,,4.4
1199,,N#CC1=C(N)n2c(=C(c3nc4ccccc4[nH]3)C1c1ccc(Cl)cc1)s/c(=C\c1ccc(Cl)cc1)c2=O,,5.48
1200,,N#Cc1cnc(-n2[nH]c3c(CCCC3)c2=O)[nH]c1=O,,4.41
1201,,O=[N+]([O-])c1cc2c(OCCCCO2)c2nonc12,,4.99
1202,,CC(C)(Oc1ccc(/C=C/C(=O)c2ccccc2)cc1)C(=O)Nc1c(Cl)cccc1Cl,,5.0
1203,,C1=CN2C[n+]3cccc(OCc4ccccc4)c3N=C2C(OCc2ccccc2)=C1,,4.71
1204,,FC(F)(F)c1ccc(-c2cncn2-c2ccccc2)cc1,,4.92
1205,,CCOC(=O)c1nc2ccccc2nc1Nc1ccc(F)cc1,,4.29
1206,,COc1ccc(/C=N/n2cnc3c(sc(=S)n3-c3ccccc3)c2=O)cc1,,4.34
1207,,Oc1c(Br)c(-c2ccccc2)nc2ccccc12,,6.2375
1208,,Fc1cccc(-c2nc(-c3c[nH]c4ncccc34)cs2)c1,,4.75
1209,,Cc1ccc(S(=O)(=O)c2ccc(C)cc2[N+](=O)[O-])c([N+](=O)[O-])c1,,4.0
1210,,COc1ccc(N2CCN(CC(=O)N3CCN(c4nnc(-c5ccccc5)c(-c5ccccc5)n4)CC3)CC2)cc1,,4.79
1211,,COc1c(C(C)C)cc2CCC3C(C)(C)CCC[C@@]34C(=O)Oc1c24,,4.86
1212,,COc1ccc(-c2cn3c(nc4ccccc43)c(C)n2)cc1,,4.06
1213,,C=C(C(=O)OC)[C@H]1CC/C(C)=C/CC[C@@](C)(O)C=CC[C@@]2(C)O[C@@H]2C1,,4.09
1214,,CN(C)C(=O)/C=C/c1c[nH]c(=O)[nH]c1=O,,3.3
1215,,COc1ccc(C2=NOC3=c4ccccc4=CSC3=C2c2ccccc2)cc1,,4.0
1216,,*=O.C[C@@]12CCc3nonc3[C@H]1CC[C@H]1[C@H]2CC[C@@]2(C)c3nonc3C[C@H]12,,4.0
1217,,CCN(CC)c1ccc2nc3ccc(/N=N/c4c(O)ccc5ccccc45)cc3[n+](-c3ccccc3)c2c1,,4.0
1218,,Brc1cc(CCOC2CCCCO2)c(-c2c(CCOC3CCCCO3)ccs2)s1,,4.605
1219,,[O-][n+]1c2cccc(O)c2[n+]([O-])c2cccc(O)c21,,4.07
1220,,Fc1ccc(-c2nn3c(CNc4ccccc4)nnc3s2)cc1,,4.43
1221,,COc1cc(C2SC(=N)Nc3c2c(C)nn3C(=O)c2ccc(Cl)cc2)ccc1O,,5.0
1222,,O=C1C2C3C=C4c5ccccc5N(c5ccccc5)C4(C2C(=O)N1Cc1ccccc1)C1C(=O)N(Cc2ccccc2)C(=O)C31,,4.0
1223,,Nc1ccc2c(=O)cc(-c3ccc(Br)s3)[nH]c2n1,,5.26
1224,,C[N+](C)=C/C=C(\Cl)c1ccc2ccccc2c1,,4.12
1225,,C[C@@H]1CCC2[C@@H](C)[C@H](OC(=O)CCC(=O)NCCNC(=O)Cc3cc(=O)oc4cc(N(C)C)ccc34)O[C@@H]3O[C@]4(C)CC[C@@H]1C23OO4,,5.345000000000001
1226,,CC[Ge](CC)(CC)OC(=O)C(O[Ge](CC)(CC)CC)c1ccccc1,,4.9
1227,,Cc1ccc(C2NC(=N)NC3=C2CCOc2c3ccc3ccccc23)cc1,,4.836666666666667
1228,,CC(C)=CCc1c2OC(C)(C)C=Cc2c(O)c2c1oc1c(c2=O)C(C=C(C)C)Oc2cc(O)ccc2-1,,4.970000000000001
1229,,CCCOc1ccc(/C(Cl)=C(\C=O)c2ccc(OC)c(OC)c2)cc1OCCC,,5.27
1230,,Cn1c([C@H](C#N)c2ncccc2[N+](=O)[O-])nc2ccccc21,,4.08
1231,,O=C1CC/C(=C\COc2ccc3ccc(=O)oc3c2)O1,,4.62
1232,,Cc1ccc(NC(=O)CC(=O)n2nc(-c3ccccc3)c(/N=N/c3ccccc3C(=O)O)c2-c2ccccc2)cc1,,4.0
1233,,CC(=O)OCC1OC(OC2C(CSC3OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C3OC(C)=O)OC(OC(C)=O)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,,4.0
1234,,CC(C)Oc1cccc(N2C(CCc3c[nH]c4ccc(Br)cc34)=NS(=O)(=O)c3cnccc32)c1,,4.54
1235,,CC1(C)CC(/C=C2/OC(=O)c3ccccc23)=C(C#N)C(=O)O1,,4.0
