,params,mean_train_score,mean_test_score,std_train_score,std_test_score,split0_train_score,split0_test_score,split1_train_score,split1_test_score,split2_train_score,split2_test_score,split3_train_score,split3_test_score,split4_train_score,split4_test_score
0,"{'task_type': 'regression', 'n_weave': 3, 'n_hidden': 64, 'n_graph_feat': 256, 'learning_rate': 0.001, 'fully_connected_layer_sizes': [1024], 'epochs': 100, 'dropouts': 0.0, 'batch_size': 256}",28.49460439096008,28.496070365518882,0.4771733600740032,0.7937950681667206,28.195428396814368,27.601396266684652,28.87503147684234,29.844794766654548,27.874883629482692,28.564185517521008,29.196974551020045,28.676624221498038,28.330703900640945,27.79335105523616
1,"{'task_type': 'regression', 'n_weave': 2, 'n_hidden': 64, 'n_graph_feat': 128, 'learning_rate': 0.001, 'fully_connected_layer_sizes': [256], 'epochs': 100, 'dropouts': 0.25, 'batch_size': 256}",29.32393777953759,29.328409904106387,1.6499672507896943,1.8652578890665445,29.700328284049004,29.088781295861494,30.9835355409555,31.989660316894817,27.82848153952123,28.517327500580866,31.094939546721687,30.56047744712685,27.012403986440514,26.485802960067918
2,"{'task_type': 'regression', 'n_weave': 2, 'n_hidden': 64, 'n_graph_feat': 256, 'learning_rate': 0.01, 'fully_connected_layer_sizes': [2048], 'epochs': 100, 'dropouts': 0.0, 'batch_size': 256}",20.50889258035874,20.383912845535736,9.913026164082561,9.71509697165168,24.090269115462586,23.54668852281704,0.7876275484182903,1.0642835727351478,25.056741890452262,25.717588561599637,25.378827214915606,24.88840910245014,27.230997132544978,26.70259446807671
3,"{'task_type': 'regression', 'n_weave': 4, 'n_hidden': 32, 'n_graph_feat': 128, 'learning_rate': 0.0001, 'fully_connected_layer_sizes': [1024], 'epochs': 100, 'dropouts': 0.5, 'batch_size': 256}",33.356332373014354,33.356150548309316,0.15251024437787544,0.5834142974617442,33.47345841503201,32.81994390709,33.13011638547754,34.171951130290886,33.21661732264429,33.95597581880612,33.50232690855842,32.950599624390385,33.4591428333595,32.88228226096918
4,"{'task_type': 'regression', 'n_weave': 4, 'n_hidden': 128, 'n_graph_feat': 128, 'learning_rate': 0.001, 'fully_connected_layer_sizes': [256], 'epochs': 100, 'dropouts': 0.0, 'batch_size': 256}",27.58592969086966,27.58773725394563,0.3598204371991656,0.7789212257063612,27.022095150642215,26.442062905405315,27.358950476501548,28.301698452592323,27.88846886938964,28.577904164625323,28.01335472708214,27.502050112017567,27.646779230732736,27.11497063508762
5,"{'task_type': 'regression', 'n_weave': 4, 'n_hidden': 64, 'n_graph_feat': 256, 'learning_rate': 0.0001, 'fully_connected_layer_sizes': [512], 'epochs': 100, 'dropouts': 0.25, 'batch_size': 256}",33.39628601489352,33.39665137431408,0.10019859848890171,0.6362100814566403,33.48434766049384,32.830715716841816,33.24802878943733,34.29178955245262,33.3056598300617,34.0458155850802,33.4926376426989,32.9409785237321,33.450756151775835,32.873957493463664
6,"{'task_type': 'regression', 'n_weave': 3, 'n_hidden': 128, 'n_graph_feat': 128, 'learning_rate': 0.01, 'fully_connected_layer_sizes': [256], 'epochs': 100, 'dropouts': 0.0, 'batch_size': 256}",9.63616595319473,9.618482158619068,1.467224461073773,1.3825303085537666,10.439815045012946,10.110816321465258,6.934946830898683,7.37259782372392,11.006903994893126,11.48952195977356,9.265703909130584,8.942133485295136,10.53345998603832,10.177341202837463
7,"{'task_type': 'regression', 'n_weave': 4, 'n_hidden': 32, 'n_graph_feat': 256, 'learning_rate': 0.01, 'fully_connected_layer_sizes': [1024], 'epochs': 100, 'dropouts': 0.25, 'batch_size': 256}",22.35941540503773,22.36086026702212,2.0437251938158445,2.044650474041088,19.976877638819673,19.488674595043758,22.979389642020916,23.839320165937092,20.798562338172996,21.412981393740164,25.873743179026082,25.379316924703474,22.16850422714897,21.68400825568611
8,"{'task_type': 'regression', 'n_weave': 2, 'n_hidden': 64, 'n_graph_feat': 128, 'learning_rate': 0.0001, 'fully_connected_layer_sizes': [512], 'epochs': 100, 'dropouts': 0.5, 'batch_size': 256}",35.06995135416415,35.00232884754704,2.974271499610408,2.625254622240171,33.5872409952502,32.93250037441918,33.67727313870681,34.7280153741837,33.203992764758375,33.943238134407835,41.002329880712466,40.10891962379221,33.878919991392884,33.298970730932254
9,"{'task_type': 'regression', 'n_weave': 3, 'n_hidden': 64, 'n_graph_feat': 256, 'learning_rate': 0.001, 'fully_connected_layer_sizes': [256], 'epochs': 100, 'dropouts': 0.5, 'batch_size': 256}",27.54645173194935,27.55554482701573,0.714862113821285,1.359743139794716,26.60090130519841,26.025972553057212,28.194114897338363,29.151839508603558,28.536053595891595,29.231809020180425,27.307971403807986,26.802153577417855,27.093217457510402,26.56594947581959
10,"{'task_type': 'regression', 'n_weave': 2, 'n_hidden': 128, 'n_graph_feat': 256, 'learning_rate': 0.0001, 'fully_connected_layer_sizes': [1024], 'epochs': 100, 'dropouts': 0.25, 'batch_size': 256}",33.42323408579063,33.42342465610306,0.11633381917081478,0.6214612658834285,33.5209345178943,32.86690814697592,33.22986406245888,34.27332834971698,33.346613716718515,34.08713578694741,33.512366614342504,32.96056871044175,33.50639151753895,32.92918228643325
11,"{'task_type': 'regression', 'n_weave': 4, 'n_hidden': 64, 'n_graph_feat': 128, 'learning_rate': 0.0001, 'fully_connected_layer_sizes': [1024], 'epochs': 100, 'dropouts': 0.25, 'batch_size': 256}",33.35398111614227,33.35394666820733,0.1374762630892252,0.5979900004341282,33.49672769948903,32.84296226677484,33.1652423532823,34.20765123034879,33.21113616789537,33.95044555111768,33.459916998542695,32.90848814954143,33.436882361501965,32.86018614325392
12,"{'task_type': 'regression', 'n_weave': 2, 'n_hidden': 128, 'n_graph_feat': 256, 'learning_rate': 0.01, 'fully_connected_layer_sizes': [2048], 'epochs': 100, 'dropouts': 0.25, 'batch_size': 256}",22.929381734861614,22.930337249227264,1.3363446476640006,1.5160990732081658,22.956582252000874,22.427724397519505,21.516177200010254,22.346590295207314,24.867085179286995,25.52595754929724,23.883230641897008,23.405183201878135,21.423833401112937,20.946230802234144
13,"{'task_type': 'regression', 'n_weave': 2, 'n_hidden': 64, 'n_graph_feat': 256, 'learning_rate': 0.01, 'fully_connected_layer_sizes': [512], 'epochs': 100, 'dropouts': 0.0, 'batch_size': 256}",15.525765224822146,15.503922053836694,3.195201241769077,2.921938433228863,12.742924690469371,12.369801323602767,12.835030141932538,13.462186937390804,13.903356755408424,14.430051117655005,17.042305345211865,16.626975666254296,21.105209191088537,20.6305952242806
14,"{'task_type': 'regression', 'n_weave': 2, 'n_hidden': 128, 'n_graph_feat': 256, 'learning_rate': 0.001, 'fully_connected_layer_sizes': [256], 'epochs': 100, 'dropouts': 0.5, 'batch_size': 256}",24.821549549762235,24.96941766773481,5.246547331313919,5.239877459713508,27.193454357088818,26.611357808250695,27.619087895158053,28.566526301418968,26.896956034512215,27.576563183963295,28.041197007678534,27.52967732483134,14.357052454373564,14.56296372020976
15,"{'task_type': 'regression', 'n_weave': 4, 'n_hidden': 128, 'n_graph_feat': 256, 'learning_rate': 0.0001, 'fully_connected_layer_sizes': [256], 'epochs': 100, 'dropouts': 0.25, 'batch_size': 256}",33.334094436935665,33.334001354734674,0.14305269281166105,0.591620032214953,33.44938398116964,32.79612917613842,33.121681615192834,34.16337844678355,33.20214654474316,33.94137536884994,33.437175064242,32.885906329780184,33.4600849793307,32.883217452121315
16,"{'task_type': 'regression', 'n_weave': 3, 'n_hidden': 128, 'n_graph_feat': 128, 'learning_rate': 0.001, 'fully_connected_layer_sizes': [1024], 'epochs': 100, 'dropouts': 0.0, 'batch_size': 256}",28.29238565560278,28.290429159509692,0.41912642179168974,0.5091937108804524,28.79512624300262,28.194057011490617,27.82437382044474,28.77549725022852,28.12996566414316,28.821766783604346,27.92494318631972,27.414322253866814,28.787519364103645,28.24650249835818
17,"{'task_type': 'regression', 'n_weave': 4, 'n_hidden': 32, 'n_graph_feat': 256, 'learning_rate': 0.01, 'fully_connected_layer_sizes': [512], 'epochs': 100, 'dropouts': 0.0, 'batch_size': 256}",23.721159840436265,23.723300388186757,1.4018490433485282,1.5656945094268837,24.976939966276554,24.42209906178186,23.91551427801415,24.79380654915098,23.798377194997723,24.44597236183156,24.83348786189275,24.34753449351526,21.081479901000144,20.607089474654128
18,"{'task_type': 'regression', 'n_weave': 2, 'n_hidden': 128, 'n_graph_feat': 128, 'learning_rate': 0.001, 'fully_connected_layer_sizes': [256], 'epochs': 100, 'dropouts': 0.25, 'batch_size': 256}",28.292616108266735,28.297257705220055,1.217798934410129,1.5919621811511544,28.233288916685527,27.638810202053055,27.31154969388723,28.253440478908352,30.645453294519722,31.361289621537438,27.797737581735507,27.288102328328552,27.475051054505713,26.944645895272874
19,"{'task_type': 'regression', 'n_weave': 2, 'n_hidden': 64, 'n_graph_feat': 128, 'learning_rate': 0.001, 'fully_connected_layer_sizes': [512], 'epochs': 100, 'dropouts': 0.25, 'batch_size': 256}",23.310507674506518,23.21434285825246,10.489808020479703,10.30496855242638,29.383936703600558,28.7760326565979,27.413931787476493,28.35767306045291,2.372446892921657,2.6124270314919587,28.966381985305404,28.44777859583582,28.41584100322848,27.877802946883715
20,"{'task_type': 'regression', 'n_weave': 3, 'n_hidden': 128, 'n_graph_feat': 128, 'learning_rate': 0.0001, 'fully_connected_layer_sizes': [512], 'epochs': 100, 'dropouts': 0.25, 'batch_size': 256}",33.40597668287156,33.405746115348975,0.158299320839896,0.5826141962521058,33.53298774542236,32.87883148299486,33.145578243286955,34.18766575055484,33.302539068206464,34.04266689970186,33.56052668741549,33.00839017691802,33.488251670026514,32.91117626657526
