DeepBio_id,smiles,sweet
7717,CCCCCC=CCC=CCC=CCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCC=CCC=CCCCCC,0
7718,CCC=CCC=CCC=CCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCC=CCC=CCCCCC,0
7719,CCC=CCC=CCC=CCC=CCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCC=CCC=CCCCCC,0
7720,CCCCCC=CCC=CCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCCC,0
7721,CCCCCC=CCC=CCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCC=CCCCCCCCC,0
7722,CCCCCC=CCC=CCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCC=CCC=CCCCCC,0
7723,CCCCCC=CCC=CCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCC=CCC=CCC=CCCCCCCCC,0
7724,CCCCCC=CCC=CCC=CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCC=CCC=CCCCCC,0
7725,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCC=CCC=CCCCCC,0
7726,CCC=CCC=CCC=CCC=CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCC=CCC=CCCCCC,0
7727,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCC=CCC=CCCCCC,0
7728,CCCCCC=CCC=CCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7729,CCCCCC=CCC=CCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCC=CCCCCCCCC,0
7730,CCCCCC=CCC=CCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCC=CCC=CCCCCC,0
7731,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCC=CCC=CCCCCC,0
7732,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCC=CCC=CCCCCC,0
7733,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCC=CCC=CCCCCC,0
7734,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCC=CCC=CCCCCC,0
7735,CCCCCC=CCC=CCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC,0
7736,CCCCCC=CCC=CCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCC=CCCCCCCCC,0
7737,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCC,0
7738,CCCCC=CCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCCCCCCCC,0
7739,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCC,0
7740,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCC,0
7741,CCCCCCC=CCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCCCCCCCC,0
7742,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCC,0
7743,CCCCCCC=CCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCCCCCCCC,0
7744,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCC=CCCCCCCCC,0
7745,CCCCCC=CCC=CCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCCCCCCCC,0
7746,CCCCCC=CCC=CCC=CCCCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCCCCCCCC,0
7747,CCC=CCC=CCC=CCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCCCCCCCC,0
7748,CCC=CCC=CCC=CCC=CCCCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCCCCCCCC,0
7749,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCCC,0
7750,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCC=CCCCCCCCC,0
7751,CCCCCC=CCC=CCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCCCCCCCC,0
7752,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCC=CCC=CCC=CCCCCCCCC,0
7753,CCCCCC=CCC=CCC=CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCCCCCCCC,0
7754,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCCCCCCCC,0
7755,CCC=CCC=CCC=CCC=CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCCCCCCCC,0
7756,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCCCCCCCC,0
7757,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7758,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCC=CCCCCCCCC,0
7759,CCCCCC=CCC=CCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCCCCCCCC,0
7760,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCCCCCCCC,0
7761,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCCCCCCCC,0
7762,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCCCCCCCC,0
7763,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCCCCCCCC,0
7764,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC,0
7765,CCCCCCCCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCC=CCCCCCCCC,0
7766,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCC,0
7767,CCCCC=CCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC=CCC=CCC=CCCCCC,0
7768,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCC,0
7769,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCC,0
7770,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCC=CCCCCCC,0
7771,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCC,0
7772,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCC=CCCCCCC,0
7773,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCC=CCCCCCCCC,0
7774,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCC=CCC=CCCCCC,0
7775,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCC=CCC=CCC=CCCCCC,0
7776,CCC=CCC=CCC=CCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC=CCC=CCC=CCCCCC,0
7777,CCC=CCC=CCC=CCC=CCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC=CCC=CCC=CCCCCC,0
7778,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCCC,0
7779,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCC=CCCCCCCCC,0
7780,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCC=CCC=CCCCCC,0
7781,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCC=CCC=CCC=CCCCCCCCC,0
7782,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC=CCC=CCC=CCCCCC,0
7783,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC=CCC=CCC=CCCCCC,0
7784,CCC=CCC=CCC=CCC=CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC=CCC=CCC=CCCCCC,0
7785,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC=CCC=CCC=CCCCCC,0
7786,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7787,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCC=CCCCCCCCC,0
7788,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCC=CCC=CCCCCC,0
7789,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC=CCC=CCC=CCCCCC,0
7790,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC=CCC=CCC=CCCCCC,0
7791,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC=CCC=CCC=CCCCCC,0
7792,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC=CCC=CCC=CCCCCC,0
7793,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC,0
7794,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCC=CCCCCCCCC,0
7795,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCC,0
7796,CCCCC=CCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCC=CCCCCC,0
7797,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCC,0
7798,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCC,0
7799,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCC=CCCCCCC,0
7800,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCC,0
7801,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCC=CCCCCCC,0
7802,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCC=CCCCCCCCC,0
7803,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCC=CCC=CCCCCC,0
7804,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCC=CCC=CCC=CCCCCC,0
7805,CCC=CCC=CCC=CCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCC=CCCCCC,0
7806,CCC=CCC=CCC=CCC=CCCCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCC=CCCCCC,0
7807,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCCC,0
7808,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCC=CCCCCCCCC,0
7809,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCC=CCC=CCCCCC,0
7810,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCC=CCC=CCC=CCCCCCCCC,0
7811,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC=CCC=CCC=CCCCCC,0
7812,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC,0
7813,CCC=CCC=CCC=CCC=CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCC=CCCCCC,0
7814,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCC=CCCCCC,0
7815,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7816,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCC=CCCCCCCCC,0
7817,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCC=CCC=CCCCCC,0
7818,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCC=CCCCCC,0
7819,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCC=CCCCCC,0
7820,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCC=CCCCCC,0
7821,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCC=CCCCCC,0
7822,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC,0
7823,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCC=CCCCCCCCC,0
7824,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCC,0
7825,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCC=CCCCC,0
7826,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCC,0
7827,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCC,0
7828,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCC=CCCCCCC,0
7829,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCC,0
7830,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCC=CCCCCCC,0
7831,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCC=CCCCCCCCC,0
7832,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCC=CCC=CCCCCC,0
7833,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCC=CCC=CCC=CCCCCC,0
7834,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCC=CCC=CCC=CCC,0
7835,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCC=CCC=CCC=CCC=CCC,0
7836,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCCC,0
7837,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCC=CCCCCCCCC,0
7838,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCC=CCC=CCCCCC,0
7839,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCC=CCC=CCC=CCCCCCCCC,0
7840,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC=CCC=CCC=CCCCCC,0
7841,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC,0
7842,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC=CCC=CCC=CCC=CCC,0
7843,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC=CCC=CCC=CCC=CCC,0
7844,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7845,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCC=CCCCCCCCC,0
7846,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCC=CCC=CCCCCC,0
7847,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC,0
7848,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC,0
7849,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC=CCC=CCC=CCC=CCC,0
7850,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC=CCC=CCC=CCC=CCC,0
7851,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC,0
7852,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCC=CCCCCCCCC,0
7853,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCC,0
7854,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCC=CCCCC,0
7855,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCC,0
7856,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCC,0
7857,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCC=CCCCCCC,0
7858,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCC,0
7859,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCC=CCCCCCC,0
7860,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCC=CCCCCCCCC,0
7861,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCC=CCC=CCCCCC,0
7862,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCC=CCC=CCC=CCCCCC,0
7863,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCC=CCC=CCC=CCC,0
7864,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCC=CCC=CCC=CCC=CCC,0
7865,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCCC,0
7866,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCC=CCCCCCCCC,0
7867,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCC=CCC=CCCCCC,0
7868,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCC=CCC=CCC=CCCCCCCCC,0
7869,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC=CCC=CCC=CCCCCC,0
7870,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC,0
7871,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC=CCC=CCC=CCC=CCC,0
7872,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC,0
7873,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7874,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCC=CCCCCCCCC,0
7875,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCC=CCC=CCCCCC,0
7876,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC,0
7877,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC,0
7878,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC,0
7879,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O[C@@H](CO)COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC,0
7880,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC,0
7881,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCC=CCCCCCCCC,0
7882,CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCC,0
7883,CCCCC=CCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7884,CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCC,0
7885,CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCC,0
7886,CCCCCCC=CCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7887,CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCC,0
7888,CCCCCCC=CCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7889,CCCCCCCCC=CCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7890,CCCCCC=CCC=CCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7891,CCCCCC=CCC=CCC=CCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7892,CCC=CCC=CCC=CCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7893,CCC=CCC=CCC=CCC=CCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7894,CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCCC,0
7895,CCCCCCCCC=CCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7896,CCCCCC=CCC=CCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7897,CCCCCCCCC=CCC=CCC=CCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7898,CCCCCC=CCC=CCC=CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7899,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7900,CCC=CCC=CCC=CCC=CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7901,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7902,CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7903,CCCCCCCCC=CCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7904,CCCCCC=CCC=CCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7905,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7906,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7907,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7908,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7909,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7910,CCCCCCCCC=CCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC,0
7911,CCCCCCCCC=CCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCC,0
7912,CCCCC=CCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCC=CCCCCCCCC,0
7913,CCCCCCCCC=CCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCC,0
7914,CCCCCCCCC=CCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCC,0
7915,CCCCCCC=CCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCC=CCCCCCCCC,0
7916,CCCCCCCCC=CCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCC,0
