DeepBio_id,smiles,sweet
11700,OC1OC(COC(=O)c2ccccc2)C(O)C(O)C1O,0
11701,OCC1OC(Oc2cc(C=CC(O)=O)ccc2O)C(O)C(O)C1O,0
11702,CC(C)C12SSSSC3(C4OC56C(O)C7(C(Nc8ccccc78)N5C(=O)C(CO)N(C)C6=O)C44C(Nc5ccccc45)N3C1=O)C(=O)N2C,0
11703,CCOC(=O)C(O)C(C)C,0
11704,CC(=O)OCC1=CC2OC(=O)C3=COC(OC4OC(CO)C(O)C(O)C4O)C1C23,0
11705,COC(=O)c1ccccc1OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O,0
11706,CC1C2C(O)C3C(N(C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(O)=C2C(=O)c2c(O)cccc12,0
11707,COC(=O)C1=COC(O)C2C(C)CC(=O)C12,0
11708,Nc1nc(N)c2[nH]cnc2n1,0
11709,Oc1c[nH]c(=O)[nH]c1=O,0
11710,NC(CC#N)C(O)=O,0
11711,NC1=NC(=O)NC(=O)C1OC1OC(CO)C(O)C(O)C1O,0
11713,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,0
11714,OC(=O)C=Cc1cnc[nH]1,0
11715,CC(=C)C(O)CCC(C)(O)C=C,0
11716,CC=CC(=O)C1C(C)=CC(=O)CC1(C)C,0
11717,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(=O)C(C)(C)C5CCC34C)C2C1)C(O)=O,0
11718,CC(O)C=C=C1C(C)=CC(=O)CC1(C)C,0
11719,CC(=O)C=CC1C(C)=CC(=O)CC1(C)C,0
11720,c1ccc(cc1)-c1ccc2ccccc2[o+]1,0
11721,OCC1(O)COC(OCC2OC(OCc3ccccc3)C(O)C(O)C2O)C1O,0
11722,CC1OC(OCC2OC(OCc3ccccc3)C(O)C(O)C2O)C(O)C(O)C1O,0
11723,OCC1OC2OC(=O)c3cc(O)c(O)c(O)c3C3=C(O)C(O)(O)C(=O)C=C3C(=O)OC3C1OC(=O)C1=CC(=O)C(O)(O)C(O)=C1c1c(O)c(O)c(O)cc1C(=O)OC23,0
11724,C1CC=CO1,0
11725,CC(=O)OCC1CCC(C)(C=C)C(C(C)=C)C1(C)C,0
11726,CC(C=CC=C(C)C=CC12OC1(C)CC(O)CC2(C)C)=CC=CC=C(C)C=CC=C(C)C1OC2(C)CC(O)CC(C)(C)C2=C1,0
11728,COc1cc(cc(C=C)c1C)-c1[o+]c2cc(O)cc(O)c2cc1OC1OC(COC(=O)C2(O)CC(O)C(O)C(C2)OC(=O)C=Cc2ccc(O)c(O)c2)C(O)C(O)C1O,0
11729,COC(=O)C12CCC(C)(C)CC1C1=CCC3C4(C)CCC(O)C(C)(C)C4CCC3(C)C1(C)CC2,0
11730,CC(C)C1CC(O)C(C)C=C1,0
11731,CCc1ccc(C)c(C)c1,0
11732,CCc1ccc(C)cc1C,0
11733,OCC(O)COC(=O)C=Cc1ccc(O)cc1,0
11734,O=C1COc2ccccc2N1,0
11735,COc1cc(Cl)c2NC(=O)C(OC3OC(CO)C(O)C(O)C3O)Oc2c1,0
11736,Cc1ccc2ccccc2c1,0
11737,CCC(=O)C(C)C,0
11738,CC(C)CCCC(C)CCCC(C)CCCC(C)=O,0
11739,COc1cc2OC3OC=CC3c2c2oc(=O)c3C(=O)OCCc3c12,0
11740,Oc1ccc(cc1)-c1ccc2c(O)cc(O)cc2[o+]1,0
11742,OC(=O)c1cc(=O)cc(o1)C(O)=O,0
11743,OC1C(COC(=O)C=Cc2ccc(O)cc2)OC(Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)C(O)C1O,0
11744,NC(CCSCC(N)C(O)=O)C(O)=O,0
11745,CCCCCCCCC(C)O,0
11746,CCNC,0
11747,C1c2ccccc2-c2ccccc12,0
11748,CC=CCC(C)O,0
4535,CC(C)CCCCCCCCCCCCCCCCCCC(=O)O,0
11749,OC1C(O)c2c(O)cc(O)cc2OC1c1ccc(O)cc1,0
11750,CC1OC(OCC2OC(Oc3c(oc4cc(O)cc(O)c4c3=O)-c3ccc(O)c(O)c3)C(O)C(O)C2O)C(O)C(O)C1O,0
11751,CC(C)C(C)=CCC(C)C1CCC2C3=CCC4C(C)C(O)CCC4(C)C3CCC12C,0
11752,Cc1ccc(C)cc1,0
11753,CC1(C)C2CC(O)C1(C)CC2O,0
11754,COc1cc(CCC2CC(O)CC(O2)c2cc(O)c(O)c(OC)c2)ccc1O,0
11755,COc1cc(CCC2CC(O)CC(O2)c2cc(OC)c(O)c(OC)c2)ccc1O,0
11756,CCCCCC(C)CC(C)CCc1ccc(OC2OC(CO)C(O)C(O)C2O)c(OC)c1,0
11758,CCCCCCCCCCCC(O)CC(O)CCc1ccc(O)c(OC)c1,0
11759,CCCCCCCCCCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1,0
11760,CCCCCCCCCCCCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1,0
11761,CCCC(C)CC(C)(C)C,0
11762,COc1cc(CCC2CC(CC(O2)c2cc(O)c(O)c(OC)c2)OC(C)=O)ccc1O,0
11763,O=Cc1cccc(c1)-c1ccccc1,0
11764,O=Cc1ccc(cc1)-c1ccccc1,0
11765,CCCCCC(CC(O)CCc1ccc(OC)c(OC)c1)OC(C)=O,0
11766,CCCCCC(O)CC(O)CCc1ccc(OC)c(OC)c1,0
11767,CCCCCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1,0
11768,CC1(C)C2CC(OC3OC(CO)C(O)C(O)C3O)C1(C)CC2O,0
11769,CCCCCCCCCC=CC(=O)CCc1ccc(O)c(OC)c1,0
11770,CCCCCCCC=CC(=O)CCc1ccc(O)c(OC)c1,0
11771,CCSC(C)C,0
11772,O=CC=O,0
11773,CC(C)=C1CCC2(C)CCCC(C)(O)C2C1,0
11774,CCCCCCCCCC(O)CC(=O)CCc1ccc(OC)c(OC)c1,0
11775,CCCCCCCCCC=CC(=O)CCc1ccc(OC)c(OC)c1,0
11776,CCCCCCCCCCCC(O)CC(O)CCc1ccc(OC)c(OC)c1,0
11777,CCCCCCCCCCCC(O)CC(=O)CCc1ccc(OC)c(OC)c1,0
11778,CCCCCCCC(O)CC(=O)CCc1ccc(OC)c(OC)c1,0
11780,CC1CCC2(O)C(C)(C)C3CCC2(C)C1C3,0
11781,CC(C)=CCCc1ccoc1,0
11782,COCOC(C=O)c1ccccc1,0
11783,CC(CCC=C(C)C)C1CC(O)C(=C)C=C1,0
11784,CCC(=O)C=CC1C(=C)CCCC1(C)C,0
11785,CC(C)(O)CC1CCC2(C)CCCC(=C)C2C1,0
11786,OCC1OC(O)(OCC2(OC3OC(CO)C(O)C(O)C3O)OC(CO)C(O)C2O)C(O)C1O,0
11787,CC1C2SC(S2)C1C,0
11788,CC(C)CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)C1CC3,0
11789,CC1C2C(CC3C4CC=C5CC(O)CC(OC6OCC(O)C(O)C6OC6OC(C)C(O)C(O)C6O)C5(C)C4CCC23C)OC11CCC(C)CO1,0
11790,CC1C2C(CC3C4CC=C5CC(O)CC(OC6OC(CO)C(O)C(O)C6OC6OC(C)C(O)C(O)C6O)C5(C)C4CCC23C)OC11CCC(C)CO1,0
11791,CCCSCC=C,0
11792,Cc1ccoc1C,0
11793,CCCCCCCCCCCCCCCCCCC=CO,0
11795,CCCCC=CCCCCCCCCCCO,0
11796,CCCSSC(C)C,0
11797,CCCSSSCC(C)C,0
11798,CCC(C)(CCC(C)C)C(O)=O,0
11799,CCCSSC=CC,0
11800,CCCSSSC=CC,0
11801,NC(CC[Se][Se]CCC(N)C(O)=O)C(O)=O,0
11802,CC=CS(=O)CC(N)C(O)=O,0
11803,OCCC(=C)C(=O)OC1OC(CO)C(O)C(O)C1O,0
11804,OCC(O)C(=C)C(=O)OC1OC(CO)C(O)C(O)C1O,0
11805,CC1C2CCC(=C)C3C(C2OC1=O)C(CO)=CC3=O,0
11806,CC1=C2C3OC(=O)C(=C)C3CCC2(C)CCC1O,0
11807,COC(=O)C(=C)C1C(O)C2C(C(=O)C=C2CO)C(=C)CC1(C)OC(=O)Cc1ccc(O)cc1,0
11809,CC#CC#CC#CC=CC1OC1C=C,0
11810,CC1C2CCC3(C)CCC(OC4OC(CO)C(O)C(O)C4O)C(C)=C3C2OC1=O,0
11811,CNCC(O)c1ccc(O)cc1,0
11812,OCC1OC(OCC2OC(Oc3cc(O)c4c(c3)oc(cc4=O)-c3ccc(O)cc3)C(O)C(O)C2O)C(O)C(O)C1O,0
11813,COc1cc(C=CC(=O)OCC2OC(OCC3OC(OCC4OC(Oc5cc6c(O)cc(O)cc6[o+]c5-c5ccc(O)c(O)c5)C(O)C(O)C4O)C(O)C(O)C3O)C(O)C2O)cc(OC)c1O,0
11814,CCCCCCCC=CCO,0
11815,OC1C(COC2OC(COC(=O)CC(O)=O)C(O)C(O)C2O)OC(Oc2cc(O)c3c(c2)oc(cc3=O)-c2ccc(O)c(O)c2)C(O)C1O,0
11816,COc1cc(OC)c(C=CC)cc1OC,0
11818,CC(=O)NC1C(O)OC(CO)C(O)C1O,0
11819,CC1SSC(C)S1,0
11820,CC1CC(C)C2C(C1)C=C(C)C(C(O)=O)C2(C)C(=O)CCO,0
11821,CCCSSCCC,0
11822,C1CSCSC1,0
11823,C1CSCCS1,0
11824,CCCCCCC=O,0
11825,CCCC(=O)C(=O)CC,0
11826,CCCCCCCOC(C)=O,0
11827,CCCCC(=O)CC,0
11828,CCC=CCCC=O,0
11829,CCCC=CC(C)=O,0
11830,CCCC(=O)C=CC,0
11831,CCCCCC=O,0
11832,CC(O)CCCCO,0
11833,CCCC(O)CC,0
11834,CCCCC(C)=O,0
11835,CCC=CCC=O,0
11836,CCCC(O)C=C,0
11837,NCCCCCNC(N)=N,0
11838,NCCCCNCCCCN,0
11839,CC(C)CC(=O)OC(C(C)C)C(O)=O,0
11840,COC(=O)CC(C)(C)O,0
11841,CC1=C(O)C(=O)CC1,0
11842,CC(=O)CC(C)(C)O,0
11843,CCCCCCC(O)CC(O)=O,0
11844,OCC#CC#CC=CC(O)=O,0
11845,OC(CCc1ccccc1)CC(O)=O,0
11846,OC(CC(O)=O)C(O)=O,0
11848,OC(=O)CC(O)=O,0
11849,COC(=O)CC(=O)OC,0
11850,CC(=O)CC(C)(C)S,0
11851,CC(S)C(O)=O,0
11852,OC(=O)C(=O)C(O)=O,0
11853,CBr,0
11854,CC(C)=CCS,0
11855,CC(=C)C(C)=O,0
11856,CC1=CC=CCC1,0
11857,COc1cc2CCCCC(=O)CC(O)c3ccc(O)c(Oc1cc2)c3,0
11858,COc1c(OC2OC(CO)C(O)C(O)C2O)c2CCCCC(=O)CCc3ccc(O)c(Oc1cc2)c3,0
11859,CC1CCCC(S)C1,0
11860,CC1CCCCC1=O,0
11861,CC1CCC(=O)CC1,0
11863,CC1CCCC1,0
11864,CC1CCC=C1,0
11865,CC1=CCCC1=O,0
11866,CCCCCCC#N,0
11867,CC1NC(=O)CNC1=O,0
11868,ClCCl,0
11869,CC(C)CCC(C)=O,0
11870,CC(=C)CCC(C)=O,0
11871,COc1cc(CCC(O)=CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,0
11872,CC(O)c1ccc2OC(C)(C)C=Cc2c1,0
11873,OCC1OC(Oc2cc3OC(O)(Cc4ccc(O)cc4)C(=O)c3c(O)c2)C(O)C(O)C1O,0
11874,CCCCCCC(C)C,0
11875,CCCCC(C)CCC(O)=O,0
11877,CC(C)C=CC(O)=O,0
11878,CC=CC(C)C(O)=O,0
11879,CC(=C)CC(C)=O,0
11880,CC(=O)C(C)=Cc1ccccc1,0
11881,CC(C)CC(O)Cc1ccccc1,0
11882,CCCC1CCOC(C)S1,0
11883,CS(=O)C=CCCN=C=S,0
11884,CSCCCCCCN=C=S,0
11886,CSCCCCCN=C=S,0
11887,CCCC(C)C(=O)OCC,0
11888,CCCC(C)C(O)=O,0
11889,CC(C)CCC(O)=O,0
11890,C1COCCN1,0
11891,CCCCC(C)CC,0
11893,COc1cc(C=CC(=O)OC2C(OCC3OC(Oc4c(oc5cc(O)c(OC)c(O)c5c4=O)-c4ccc(O)c(O)c4)C(OC4OCC(O)(CO)C4O)C(O)C3O)OC(CO)C(O)C2O)ccc1O,0
11894,COc1c(O)ccc2C(C3OC(CO)C(O)C(O)C3O)c3cc(CO)cc(O)c3C(=O)c12,0
11895,CCCCCC(C)C(O)=O,0
11896,CC(C)CCCCC(O)=O,0
11897,CCCC(C)CC(C)O,0
11898,CCCC=C(C)C(C)=O,0
11899,CC=C(C)CCC(C)=O,0
11900,OC(=O)C1CC(=O)c2oc(=O)c3cc(O)c(O)c(OS(O)(=O)=O)c3c12,0
11901,CCCCC(C)C(O)=O,0
11902,CC(C)CCCC(O)=O,0
11903,COC(=O)CCCC(C)C,0
11904,C=CC=CC=O,0
11905,CCCC(C)OC(C)=O,0
11906,OC(=O)CCC=C,0
11907,CCOC(=O)CCC=C,0
11908,CC=CC(C)=O,0
11909,CC(=O)CC=C,0
11910,CCC(=O)C=C,0
11911,CC(=O)OO,0
11912,OCC1OC(OC2C(O)C(O)C(COC(=O)C=Cc3ccc(O)c(O)c3)OC2Oc2cc3c(OC4OC(CO)C(O)C(O)C4O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)C(O)C(O)C1O,0
11913,COc1ccc(C2COc3cc(O)ccc3C2=O)c(O)c1,0
11914,CC(=O)C=CC=Cc1ccccc1,0
11916,OCCCCCc1ccccc1,0
11917,CC(C=O)c1ccccc1,0
11918,CC(CO)c1ccccc1,0
11919,CC(O)CO,0
11920,CC(S)CS,0
11921,SCCCS,0
11922,COc1cc2OCC3C(Oc4cc(O)ccc34)c2cc1CC=C(C)C,0
11923,Oc1ccc(C=Cc2cc(O)cc(=O)o2)cc1,0
11924,CC(C)S,0
11925,SCC=C,0
11926,CCC(=O)OCC(O)CO,0
11927,CCC(=O)OCC(COC(C)=O)OC(C)=O,0
11928,O=NN1CCCC1,0
11929,C1CC=NC1,0
11931,CC(O)=CC(C)=O,0
11932,OC(=O)CC(=CC(O)=O)C(O)=O,0
11933,OC(=O)CCCCC(O)=O,0
11934,NCCCCNC(N)=N,0
11935,CCCCNC(C)=O,0
11936,OCC=C,0
11937,CSCC=C,0
11938,COc1cc(O)c2c(c1)oc(-c1ccc(O)c(O)c1)c(OC1OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3O)C1O)c2=O,0
11939,COc1cc(ccc1OC1OC(C(O)C(O)C1O)C(O)=O)-c1oc2cc(O)c(OC)c(O)c2c(=O)c1OC,0
11940,COc1ccc(C2COc3cc(O)cc(O)c3C2=O)c(O)c1,0
11941,NC(CCCO)C(O)=O,0
11942,CCCCSCCCC,0
11943,CC(C)CC=C1OC(=O)C2=CC=CCC12,0
20714,Nc1ccn(C2CC(O)C(COP(O)(=O)OP(O)(O)=O)O2)c(=O)n1,0
11945,O=C(CCc1ccccc1)C=CC=Cc1ccccc1,0
11946,OC1C=C(OC(C1O)C(O)=O)C(O)=O,0
11947,CCSCC,0
11948,OC1CC2CCC(C1)N2,0
11949,CC1=CC2=C(C)C(=O)C(C)(O)C(O)C2=CO1,0
11950,ClC(Cl)C(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,0
11951,CC1(C)N(CO)C(=O)NC1=O,0
11952,CC1SC(C)SC(C)S1,0
11954,COc1cc(C)c(C(=O)OC2CC3(C)C4CC(C)(C)CC4(O)C=C(C=O)C23O)c(O)c1,0
11955,COc1cc(O)c(C(=O)OC2CC3(C)C4CC(C)(C)CC4(O)C=C(C=O)C23O)c(C)c1Cl,0
11956,COC1C=C2C3C(C)C(C)CCC3(CCC2(C)C2(C)CCC3C(C)(C)C(CCC3(C)C12)OC(C)=O)C(=O)OC,0
11957,CCCCC=CCCCCCCCCCCCCCc1cc(O)cc(O)c1,0
11958,CCCCCCCCCCCCCCCC(=O)OCC(COC1OC(CO)C(O)C(O)C1O)OC(=O)CCCCCCCCCCCCCCC,0
11959,CC1NCCS1,0
11960,CCCCCCC(C)C=O,0
11961,CCCCCCCCCCCCCC(=O)OCC(COC1OC(CS(O)(=O)=O)C(O)C(O)C1O)OC(=O)CCCCCCCCCCCCC,0
11962,CCCCCCOC1OC(CO)C(O)C(O)C1O,0
11963,CCCCCCOC1OC(COC2OC(CO)C(O)C2O)C(O)C(O)C1O,0
11964,CCC=CCCOC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O,0
11965,CCC=CCCOC(=O)CCC=CC,0
11966,CCOC(=O)CC(C)OC1OC(CO)C(O)C(O)C1O,0
11967,CCCCOC(=O)CC(C)OC1OC(CO)C(O)C(O)C1O,0
11969,CCCCOC(=O)CC(O)C(=O)OCCCC,0
11970,NC(=O)C(OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O)c1ccccc1,0
11971,CC(C)=CCSC(C)=O,0
11972,CC(C)C(=O)SCC=C(C)C,0
11973,OC(=O)CC(=O)NC1(CC1)C(O)=O,0
11974,NC(CCC(=O)NC1(CC1)C(O)=O)C(O)=O,0
11975,O=CN1CCCCC1,0
4582,COc1cc(C(=O)CO)cc(OC)c1O,0
11976,COc1ccc(C(=O)C=Cc2ccc(O)cc2)c(O)c1OC,0
11977,Oc1ccc(C=CC(=O)OCC(=O)c2ccc(O)c(O)c2)cc1O,0
11978,SCCS,0
11979,CSCCSC,0
11980,SCCCCCCS,0
11981,SCCCCCCCCCS,0
11982,CC1CCCCCCCCCCCCCC(=O)O1,0
11983,CC(=O)OCC(CO)OC(C)=O,0
11984,OC1=CC(=N)C=CC1=O,0
11985,CCC(C)C(=O)SCSC,0
11986,CSCCCOC(C)=O,0
11987,CSCC=O,0
11988,C1SCSSCS1,0
11989,COc1cc(O)cc(OC)c1OC1OC(CO)C(O)C(O)C1O,0
11991,Cc1cccc(C)c1C(=O)OC1OC(CO)C(O)C(O)C1O,0
11992,OCC1OC(Oc2ccc(C=Cc3cc(O)cc(OC4OC(CO)C(O)C(O)C4O)c3)c(O)c2)C(O)C(O)C1O,0
11993,OCC(O)C1OC2OC(OC2C1O)C(Cl)(Cl)Cl,0
11994,CCCCCC=C1CCCC1=O,0
11995,CCCCCCC(O)CC,0
11996,CC(C)=CCCC1=CCC(CC1)C=O,0
11997,CCCCCCCCCC(C)C=O,0
11998,CC(=O)C(C)=CC1=C(C)CCCC1(C)C,0
11999,CC(=O)C(C)=CC1C(C)=CCCC1(C)C,0
12000,OC1COC(OCC2OC(Oc3ccc(CC[N+]([O-])=O)cc3)C(O)C(O)C2O)C(O)C1O,0
12001,CC(C)=CCc1c(O)ccc(C2COc3c(CC=C(C)C)c(O)cc(O)c3C2=O)c1O,0
12002,CC1(C)Oc2cc(C=Cc3ccc(O)cc3O)cc(O)c2C=C1,0
12003,OCC1OC(OC(=O)c2cc(O)c(O)c(O)c2)C(OC(=O)c2cc(O)c(O)c(O)c2)C(O)C1OC(=O)c1cc(O)c(O)c(O)c1,0
25900,NC(=O)C1=CN(C=CC1)C1OC(CO)C(O)C1O,0
12006,CN1CCC23C4Oc5c2c(CC1C3C=CC4O)cc(c5O)-c1cc2CC3C4C=CC(O)C5Oc(c2C45CCN3C)c1O,0
12007,COc1cc(ccc1O)C(O)C(C)Oc1ccc(CC=C)cc1OC,0
12008,COC(=O)C1(O)C2CC3(C(C)CC(O)C3(O)C11COC1=O)C(O)C(=O)O2,0
12009,CC(N(Cc1cnc(C)nc1N)C=O)=C(CCO)SSCC=C,0
12010,CC(C)(CO)C(O)C(=O)NCCCO,0
12011,CCC(=O)C=CC=O,0
12004,OCC1OC(=O)c2cc(O)c(O)c(O)c2-c2c(O)c(O)c(O)c3-c4c(O)c(O)c(O)c5C(O)C(OC(=O)c45)C(OC(=O)c23)C1O,0
12014,COC(=O)NN=Cc1c[n+]([O-])c2ccccc2[n+]1[O-],0
12015,COC(=O)CC1CCC(=O)C1CC=CCCOC1OC(CO)C(O)C(O)C1O,0
12016,Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)C(=O)NN=Cc1ccc(o1)[N+]([O-])=O,0
4597,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,0
12017,COC(=O)Nc1nc2ccccc2[nH]1,0
4599,CNC(=O)Oc1cccc2c1OC(C)(C)C2,0
12018,COc1cc(OC)c(cc1OC)C(=O)C(O)=C,0
12019,COC(C(C)O)c1cc(OC)c(OC)cc1OC,0
12020,CC1C2CCC3C(C)(C)C(=O)CC(O)C3(C)C2C(=O)C=C1C=C,0
12021,CC1(C)CC2C3=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(C=O)C5CCC4(C)C3(C)CCC2(CC1O)C(=O)OC1OC(CO)C(O)C(O)C1O,0
12022,CC1=C(O)C(=O)CC(OC2CC(C)(C)CC3C4=CCC5C6(C)CCC(OC7OC(CO)C(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C(C)(CO)C6CCC5(C)C4(C)CCC23C(O)=O)O1,0
12023,CCCCCCCC1OC1CC#CC#C,0
12024,OC1CCCNC1CC(=O)Cn1cnc2cc(Br)c(Cl)cc2c1=O,0
12025,Clc1ccc(C=NNC(=N)NN=Cc2ccc(Cl)cc2)cc1,0
12026,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,0
12027,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,0
12028,COP(=O)(OC)OC1=C(Cl)C2C=CCC12,0
12029,Clc1ccc(C(Cn2ccnc2)OCC=C)c(Cl)c1,0
12030,CCOP(S)(Oc1ccccc1C(=O)OC(C)C)=NC(C)C,0
12031,CNC(=O)Oc1ccccc1C(C)C,0
12032,COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,0
12033,CCOP(=O)(OCC)N=C1SCC(C)S1,0
12035,COP(N)(=O)SC,0
12036,CNC(=O)ON=C(C)SC,0
12037,COc1cc(C=Cc2cc(O)cc(O)c2)ccc1O,0
12038,CNC(=O)C=C(C)OP(=O)(OC)OC,0
12039,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,0
12040,Cc1cccc2sc3nncn3c12,0
12041,CCCCCCCCCCCCCN1CC(C)OC(C)C1,0
12042,CNC(=O)Oc1cc(C)cc(C)c1,0
12043,COC(=O)Nc1nc2ccc(cc2[nH]1)S(=O)c1ccccc1,0
12044,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,0
12045,NC(=O)NC(C(O)=O)c1ccc(O)cc1,0
12046,Oc1ccc(cc1)C1Oc2cc(O)cc(C=Cc3ccc4OC(C(c4c3)c3cc(O)cc4OC(C(c34)c3cc(O)cc(O)c3)c3ccc(O)cc3)c3ccc(O)cc3)c2C1c1cc(O)cc(O)c1,0
12047,OC(NC(=O)NC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,0
12048,Oc1c(oc2ccccc2c1=O)-c1ccccc1,0
12050,CC1CCC2(C)OC3(C)CCC4OC5CC6OC7CC(OS(O)(=O)=O)C(C)(CCOS(O)(=O)=O)OC7CC6OC5CC4OC3CC2OC2CC3OC4CC5OC(C(=C)CC5OC4(C)C(O)C3OC12)C(C)(O)C=CC(=C)C(O)C=C,0
12051,COC(=O)C1C2CCCN2CC1(C)O,0
12052,C1CC(C1c1ccccc1)c1ccccc1,0
12053,O[As](O)(=O)c1ccc(cc1)[N+]([O-])=O,0
12054,S(Sc1ccccc1)c1ccccc1,0
12055,Oc1ccc(cc1)C1CC(=O)c2c(O)ccc(O)c2O1,0
12056,C=CSc1ccccc1,0
12057,CCCCC(C)C(OC(=O)CC(CC(O)=O)C(O)=O)C(CC(C)CC(O)CCCCC(O)CC(O)C(C)[n+]1cccc(O)c1)OC(=O)CC(CC(O)=O)C(O)=O,0
12058,CCCCC(C)C(OC(=O)CC(CC(O)=O)C(O)=O)C(CC(C)CCCCCCC(O)CC(O)C(C)[n+]1cccc(O)c1)OC(=O)CC(CC(O)=O)C(O)=O,0
12059,CCCCC(C)C(OC(=O)CC(CC(O)=O)C(O)=O)C(CC(C)CC(O)CCCCCCC(O)C(C)[n+]1cccc(O)c1)OC(=O)CC(CC(O)=O)C(O)=O,0
12060,COc1ccc2ccc(=O)oc2c1C1C(C(C1c1c(OC)ccc2ccc(=O)oc12)C(C)=O)C(C)=O,0
12061,CC(C)=CCC=C(C)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC21C,0
12062,CSS(C)(=O)=O,0
12063,OC(COC1OCC(O)C(O)C1O)C(O)C(O)C(O)C=O,0
12065,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(OC3OC(CO)C(O)C(O)C3O)C2O)OC11CCC(C)CO1,0
12066,COc1cc(C=CC(=O)OC2C(O)CC3(C)C(CCC4(C)C3CC=C3C5C(C)(O)C(C)CCC5(CCC43C)C(O)=O)C2(C)C)ccc1O,0
12067,CC(CCC1(O)OC2CC3C4CCC5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O)COC1OC(CO)C(O)C(O)C1O,0
12068,CC(C)=CCCC(C)(OC1OC(COC2OC(CO)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(O)CC21C,0
12069,CCCc1nc(C)cnc1C,0
12070,COc1ccc(C=Cc2cc(O)cc(O)c2)cc1O,0
12071,COc1ccc(C=Cc2cc(O)cc(OC3OC(CO)C(O)C(O)C3O)c2)cc1O,0
12072,CCCCCCCCC(=O)C(O)=C,0
12073,Cc1cnc(C)c(C)n1,0
12074,CCC1=C(O)C(=O)CO1,0
12075,COc1ccc(O)c(c1)C(C)(C)C,0
12076,CCOc1nccnc1C,0
12077,COc1nccnc1C,0
20715,Cc1cc2nc3c(nc(=O)[nH]c3=O)n(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC3OC(C(O)C3O)n3cnc4c(N)ncnc34)c2cc1C,0
12079,CCCC1CC(C)=CC(=O)C1,0
401,CC(C)CC=C(C=O)c1ccccc1,1
12080,CSCCC=O,0
12081,Cc1ncsc1C=C,0
12082,COc1nccnc1CC(C)C,0
12083,CS(=O)CC(NC(=O)CCC(N)C(O)=O)C(O)=O,0
4621,CC(=O)c1cc(C(C)(C)C)cc2c1CCC2(C)C,0
12084,COP(O)(=O)c1ccccc1,0
12085,CCC(=O)OCC(C)=CC(C=C)C(C)=C,0
12086,CC(=O)OCC(C)=CC(C=C)C(C)=C,0
12087,CC=CS(=O)CC(NC(=O)CCC(N)C(O)=O)C(O)=O,0
12088,CCCSSSC,0
12089,CCCSSC,0
12090,O=C(CCc1ccccc1)C=CCCc1ccccc1,0
12091,NC(CCC(=O)NC(CSCC=C)C(O)=O)C(O)=O,0
12092,CSCSSC,0
12094,CC(=O)OC1CC2(O)CC=CC(=O)C2(C)C2CCC3(O)C(=O)OC4(C)C5CC6(C)C7C(=O)C(OC347)(OCC6C(=O)O5)C12,0
12095,CC(=O)OC1CCC2(C)C(CCC3(C)C2C2OC2C24OC(=O)C5(CCC(C)(C)CC25)CCC34C)C1(C)C,0
12096,CC(CCC1(O)OC2CC3C4CC(O)C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O,0
