,params,mean_train_score,mean_test_score,std_train_score,std_test_score,split0_train_score,split0_test_score,split1_train_score,split1_test_score,split2_train_score,split2_test_score,split3_train_score,split3_test_score,split4_train_score,split4_test_score
10,"{'task_type': 'classification', 'learning_rate': 0.001, 'graph_conv_layers': [32, 32], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 64, 'batch_size': 256}",0.9971732640008147,0.7654239007631828,0.0019007867560817302,0.010993004144871494,0.9942373808407564,0.7715639482603582,0.999486125385406,0.781450226597906,0.9979309499958804,0.7643642235766005,0.9957805907172996,0.7614210553732355,0.998431273064731,0.7483200500078138
11,"{'task_type': 'classification', 'learning_rate': 0.0001, 'graph_conv_layers': [32, 32, 32], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 128, 'batch_size': 256}",0.9475337070106825,0.7419127348279316,0.011784486956678551,0.01198112488917917,0.9619276449445225,0.7321453275229992,0.9441887719480835,0.7312861384591343,0.9269463272058664,0.7353492733239568,0.954128559720036,0.7625670677710059,0.9504772312349036,0.7482158670625619
12,"{'task_type': 'classification', 'learning_rate': 0.0001, 'graph_conv_layers': [32, 32, 32], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 2048, 'batch_size': 256}",0.999375219535041,0.7945695280256392,0.00020155272981256368,0.010285899209866447,0.9994725738396624,0.8005550944179289,0.9994725738396624,0.7771266343699537,0.9994725738396624,0.7893681304370475,0.999486125385406,0.7994999218627911,0.9989722507708119,0.806297859040475
13,"{'task_type': 'classification', 'learning_rate': 0.01, 'graph_conv_layers': [64, 64, 64], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 256, 'batch_size': 256}",0.9368534025502122,0.7743873060766837,0.011907590183095392,0.020383418392389274,0.949503828723238,0.8008577159853357,0.9264991261963306,0.7677501692972861,0.9263240402253242,0.7847319893733395,0.9531550166738219,0.7789237901755482,0.9287850009323464,0.7396728655519091
14,"{'task_type': 'classification', 'learning_rate': 0.01, 'graph_conv_layers': [128, 128, 128, 128], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 1024, 'batch_size': 256}",0.9811596653960738,0.7815052855765544,0.03636946344035977,0.013550330081623664,0.9994725738396624,0.8023016531783911,0.999486125385406,0.7892639474917956,0.9084219062363129,0.7638172631140283,0.9994725738396624,0.7812418607074022,0.998945147679325,0.7709017033911548
15,"{'task_type': 'classification', 'learning_rate': 0.01, 'graph_conv_layers': [128, 128, 128, 128], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 1024, 'batch_size': 256}",0.8742365065820226,0.7307058309144957,0.04347264325409498,0.044613169766066614,0.8921446059280095,0.7789133291830947,0.8385598934956916,0.690654789810908,0.951896891166994,0.791217377715268,0.848238949527539,0.6949002448299213,0.8403421927918786,0.6978434130332865
16,"{'task_type': 'classification', 'learning_rate': 0.01, 'graph_conv_layers': [32, 32], 'epochs': 100, 'dropout': 0.5, 'dense_layer_size': 256, 'batch_size': 256}",0.6212085411705462,0.5938397563826998,0.03825970480582816,0.0450896117371386,0.6684768453404178,0.64925295704503,0.605459213099683,0.564228785747773,0.5675783062519244,0.5531072563421369,0.6029722334248334,0.5541490857946554,0.6615561077358728,0.6484606969839037
17,"{'task_type': 'classification', 'learning_rate': 0.0001, 'graph_conv_layers': [32, 32, 32, 32], 'epochs': 100, 'dropout': 0.5, 'dense_layer_size': 32, 'batch_size': 256}",0.5148453255344957,0.5308031608422422,0.018024874337964115,0.029690439611107955,0.5500403708912851,0.5804886905997095,0.5115502534681116,0.5192477991352815,0.5090513484330076,0.5475334687711622,0.50234008091899,0.5065895712871803,0.5012445739610842,0.5001562744178778
18,"{'task_type': 'classification', 'learning_rate': 0.0001, 'graph_conv_layers': [128, 128, 128], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 512, 'batch_size': 256}",0.7765757697237831,0.7135813784086824,0.02082978263781916,0.021026614757752617,0.7974488201281451,0.7391315625648475,0.7767247323298685,0.7168047090691254,0.7887888604125741,0.7175860811585143,0.7372398645279075,0.6748971193415637,0.7826765712204198,0.7194874199093607
19,"{'task_type': 'classification', 'learning_rate': 0.0001, 'graph_conv_layers': [64, 64, 64, 64], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 2048, 'batch_size': 256}",0.692690248042675,0.6711830827391917,0.01595611305224605,0.02413551675936774,0.6949132676980778,0.6517949782112472,0.6656297023863731,0.6353596916184822,0.6871706974384326,0.6993540657394384,0.7125874345731372,0.6915663905818618,0.7031501381173544,0.677840287544929
20,"{'task_type': 'classification', 'learning_rate': 0.001, 'graph_conv_layers': [64, 64, 64], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 512, 'batch_size': 256}",0.999375219535041,0.8026613191781161,0.00020155272981256368,0.009869535623608159,0.9994725738396624,0.8129107006986236,0.9994725738396624,0.7980153148929521,0.999486125385406,0.7856696358806065,0.9994725738396624,0.8102047194874199,0.9989722507708119,0.8065062249309788
21,"{'task_type': 'classification', 'learning_rate': 0.0001, 'graph_conv_layers': [64, 64, 64, 64], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 64, 'batch_size': 256}",0.6848825487195803,0.6650749305945173,0.022399768688960275,0.022539968847896275,0.7088737823618274,0.6639171335685135,0.7098668262496693,0.6941188727405323,0.6832098516485184,0.6602594155336771,0.6515518146061812,0.627025055998333,0.6709104687317053,0.680054175131531
22,"{'task_type': 'classification', 'learning_rate': 0.0001, 'graph_conv_layers': [64, 64], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 512, 'batch_size': 256}",0.7704130313055831,0.7104228418545588,0.013474908706253792,0.018080993054704595,0.7724774704380893,0.7159939821539739,0.7917647798578498,0.709563994374121,0.7746714021188112,0.686148877428765,0.7614044388359112,0.7404802833776111,0.7517470652772538,0.6999270719383237
23,"{'task_type': 'classification', 'learning_rate': 0.0001, 'graph_conv_layers': [128, 128, 128], 'epochs': 100, 'dropout': 0.5, 'dense_layer_size': 32, 'batch_size': 256}",0.6339273046099989,0.6184095961032162,0.02068567443296568,0.023259031822294135,0.5974761681512737,0.5859272324825344,0.6437531710617039,0.6270511017346461,0.6249750651558319,0.5961869042037818,0.6525004228082272,0.6382507683492212,0.650931695872958,0.6446319737458978
24,"{'task_type': 'classification', 'learning_rate': 0.01, 'graph_conv_layers': [64, 64], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 256, 'batch_size': 256}",0.9297024118030605,0.7702196893811106,0.015789235364772166,0.012930103227019563,0.9426342657706934,0.7611364736805699,0.9477734268281577,0.7919987498046571,0.9039146621220202,0.7674897119341562,0.9331816644333719,0.7547012554044903,0.9210080398610588,0.7757722560816794
25,"{'task_type': 'classification', 'learning_rate': 0.01, 'graph_conv_layers': [128, 128], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 2048, 'batch_size': 256}",0.9218897375569506,0.7452176612295125,0.032396289190338524,0.013924822609371822,0.9366111892483201,0.7293179774503701,0.9677603306143513,0.7541282492056051,0.8882805148286435,0.7395426368703443,0.8816294161777268,0.7353492733239568,0.9351672369157117,0.7677501692972861
26,"{'task_type': 'classification', 'learning_rate': 0.01, 'graph_conv_layers': [64, 64, 64, 64], 'epochs': 100, 'dropout': 0.25, 'dense_layer_size': 1024, 'batch_size': 256}",0.8624522871823765,0.7317982574121469,0.02146142992525779,0.021928480012641055,0.8799552013335418,0.736425261119181,0.8509823244478559,0.742016981820076,0.8339827234053626,0.7120122935875398,0.853635175042606,0.7036516122310779,0.8937060116825165,0.7648851383028598
27,"{'task_type': 'classification', 'learning_rate': 0.01, 'graph_conv_layers': [32, 32, 32, 32], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 512, 'batch_size': 256}",0.9588914522390526,0.7725392329914937,0.07937202244723277,0.051002381826844495,0.8001640881387717,0.6728487929722626,0.9994725738396624,0.7998645621711725,0.9963757746063548,0.8104130853779236,0.999486125385406,0.8018700838672708,0.9989586992250684,0.7776996405688389
28,"{'task_type': 'classification', 'learning_rate': 0.0001, 'graph_conv_layers': [64, 64, 64, 64], 'epochs': 100, 'dropout': 0.5, 'dense_layer_size': 2048, 'batch_size': 256}",0.5015198704341062,0.5014896666743522,0.0028480829133822713,0.00917354113324918,0.497545189352503,0.5001815729404442,0.505749649828058,0.4929155597228734,0.5016093815724998,0.49382716049382713,0.4995034713639577,0.5184143355732667,0.5031916600535123,0.5021097046413502
29,"{'task_type': 'classification', 'learning_rate': 0.01, 'graph_conv_layers': [32, 32, 32, 32], 'epochs': 100, 'dropout': 0.0, 'dense_layer_size': 128, 'batch_size': 256}",0.997484616285272,0.7983968635809727,0.0037380228575799993,0.01771810014687602,0.9994725738396624,0.8275575845611123,0.999486125385406,0.7871542428504454,0.9900195575908171,0.7829348335677451,0.999486125385406,0.8104130853779236,0.9989586992250684,0.7839245715476375
