NSC #,LC:A549/ATCC,smiles
691821,4.0,Cc1cn(C2CC(n3cc(Cn4ccc(=O)[nH]c4=O)nn3)C(CO)O2)c(=O)[nH]c1=O
691822,4.0,Cc1cn(C2CC(n3cc(Cn4cc(I)c(=O)[nH]c4=O)nn3)C(CO)O2)c(=O)[nH]c1=O
691824,4.0,Cc1cn(C2CC(n3cc(Cn4cc(Br)c(=O)[nH]c4=O)nn3)C(CO)O2)c(=O)[nH]c1=O
691826,4.0,CC(=O)OCCCCn1nncc1Cn1ccc(=O)n(Cc2cnnn2CCCCOC(C)=O)c1=O
691828,4.0,CC1=NNC(=O)C1C1CC(c2c[nH]c3ccccc23)=NNC1=O
691830,4.0,CC1=NNC(=O)C1C1CC(c2c[nH]c3ccccc23)=NN(c2ccccc2)C1=O
691831,4.19,CC1=NNC(=O)C1C1CC(c2c[nH]c3ccccc23)=NN(C(N)=O)C1=O
691833,4.38,CC1=NNC(=O)C1C1C(=O)NN=C(c2c[nH]c3ccccc23)C1Br
691835,4.42,CC1=NNC(=O)C1C1(C(=O)O)CC(c2c[nH]c3ccccc23)=NC(=S)N1
691840,4.0,O=C1NN=C(c2c[nH]c3ccccc23)CC1NCc1ccccc1
691842,6.33,COc1ccc2c(c1)-c1nc(=O)n(CCCN(C)C)c3ccc([N+](=O)[O-])c(c13)N2.Cl
691843,5.465,COc1ccc2nc3c([N+](=O)[O-])ccc4c3c(c2c1)N=CN4CCN(C)C.Cl
691844,6.145,COc1ccc2nc3c([N+](=O)[O-])ccc4c3c(c2c1)N=CN4CCCN(C)C.Cl
691845,5.265,COc1ccc2nc3c([N+](=O)[O-])ccc4c3c(c2c1)N(CCCN(C)C)C(=S)N4CCCN(C)C.Cl
691846,5.04,CN(C)CCN1C(=O)N(CCN(C)C)c2c3cc(O)ccc3nc3c([N+](=O)[O-])ccc1c23.Cl
691847,4.86,CN(C)CCCN1C(=O)N(CCCN(C)C)c2c3cc(O)ccc3nc3c([N+](=O)[O-])ccc1c23.Cl
691848,5.27,CN(C)CCCN1C(=S)N(CCCN(C)C)c2c3ccccc3nc3c([N+](=O)[O-])ccc1c23.Cl
691849,7.915,CN(C)CCn1c(=O)c2ccc(NCCNCCO)c3c(=O)c4ccccc4n(c1=O)c23.Cl
691850,6.02,CN(C)CCn1c(=O)c2ccc(NCCN3CCNCC3)c3c(=O)c4ccccc4n(c1=O)c23.Cl
691851,7.4350000000000005,COc1ccc2c(c1)c(=O)c1c(NCCN(C)C)ccc3c(=O)n(CCN(C)C)c(=O)n2c31.Cl
691852,7.595000000000001,COc1ccc2c(c1)c(=O)c1c(NCCNCCO)ccc3c(=O)n(CCN(C)C)c(=O)n2c31.Cl
69187,6.554,COc1ccc2[nH]c3c(C)c4ccncc4c(C)c3c2c1
691877,4.705,Cn1c2ccccc2c2c3c(c4c5ccccc5n(C)c4c21)C(=O)NC3=O
691881,4.0,Cn1c2ccccc2c2c3c(=O)[nH][nH]c(=O)c3c3c4ccccc4n(C)c3c21
691884,4.0,Cn1c(-c2c(C3=CC(=O)N(c4ccccc4)C3=O)c3ccccc3n2C)cc2ccccc21
691894,5.245,C[S+](C)CC(=O)c1ccc2c(c1)Sc1ccccc1O2.[Cl-]
691895,4.85,O=C1NC2c3c(I)sc(I)c3C(=O)C2O1
691899,4.2,CSC(Cc1ccc2c(c1)Sc1ccccc1O2)=[N+]1CCOCC1.[I-]
691900,5.17,Cl.N=C(N)SCc1ccc2c(c1)Sc1ccccc1O2
691980,4.51,NNC1=N/C(=C\c2ccccc2O)C(=O)N1
691986,4.0,N#Cc1c(-c2ccccc2)cn(C(=O)c2ccccc2)c1N
691998,5.09,O=C(NNCc1ccccc1O)c1ccccc1O
692007,4.0,Nc1nc(S)c2c(N)n[nH]c2c1C(=O)Nc1ccc(Cl)cc1
692008,4.875,CSc1c(C#N)c(O)nc(N)c1C(=O)Nc1ccc(Cl)cc1
692011,4.0,CSc1n[nH]c2[nH]nc(C)c12
692020,4.3,CSc1c(C#N)c(O)n(-c2ccc(Cl)cc2)c(=O)c1C(C)=O
692021,4.0,CSc1c2c(C)n[nH]c2nn1-c1ccccc1
692022,4.7,CSC1=NN(c2ccccc2)C(=O)C1=C(SC)SC
692034,4.609999999999999,CSc1c(C(=O)Nc2ccc(Cl)cc2)c(N)nn1-c1ccccc1
692038,4.39,CSc1c(C#N)c(S)[nH]c(=O)c1C#N
692194,4.0,C=C1C(=O)O[C@@H]2C(=O)[C@@H](C)CCC/C(C)=C/CC[C@@]3(C)O[C@@H]3C[C@@H]12
692227,4.0,C#CCNC(CSSCC(N)C(=O)O)C(=O)O
692228,9.0,CN(C)CC(NC(NCS)C(=O)NCCNc1ccc(NCCNC(=O)C(NCS)NC(CN(C)C)OCCl)c2c1C(=O)c1c(O)ccc(O)c1C2=O)OCCl
692229,5.605,C=C(C)C1CC2=C(O1)C(=O)c1cccc(O)c1C2=O
692303,7.375,C[C@H]1CCC/C=C/[C@@H]2C[C@H](O)C[C@H]2[C@H](O)[C@H](S(=O)c2ccc(O)cc2)CC(=O)O1
692306,7.395,C[C@H]1CCC/C=C/[C@@H]2C[C@H](O)C[C@H]2[C@H](O)[C@@H](S(=O)CCN)CC(=O)O1
692308,5.285,COc1cc(/C=C2\CCc3cc(OC)c(OC)cc3C2=O)cc(OC)c1
692309,4.015000000000001,COc1cc(/C=C2\Cc3cc(OC)c(OC)cc3C2=O)cc(OC)c1
692313,7.15,COc1cc2c(cc1OC)C(=O)/C(=C/c1cc(C)cc(C)c1)C2
692317,4.0,CCn1c2ccccc2c2cc(Nc3cc(C)[nH]c(=O)n3)ccc21
692328,4.0,Cn1c(=O)c2c(nc3n(Cc4ccccc4)c(=O)c(Br)cn23)n(C)c1=O
692332,4.19,Cn1c(=O)c2c(nc3n(CC(O)CCl)c(=O)ccn23)n(C)c1=O
692338,4.0,Cn1c(=O)c2c(nc(NCCCCl)n2CC(=O)O)n(C)c1=O
692339,4.58,Cc1cccc2c1C(=O)[C@](C)([C@]1(C)Nc3cccc(C)c3C1=O)N2
692340,4.0,Cc1cccc2c1C(=O)[C@](C)([C@@]1(C)Nc3cccc(C)c3C1=O)N2
692343,4.0,COC(=O)C1Cc2c([nH]c3ccccc23)-c2[nH]c3ccccc3c2CC(NC(C)=O)C(=O)N2CCCC2C(=O)N1
692344,4.0,COC(=O)C1Cc2c([nH]c3ccccc23)-c2[nH]c3ccccc3c2CC(NC(C)=O)C(=O)NCC(=O)N1
692346,4.08,O=C(C(=O)n1ccc2ccccc21)n1ccc2ccccc21
692347,4.47,COC(=O)Cc1c2n(c3ccccc13)C(=O)N1c3ccccc3C(CC(=O)OC)C21
692348,4.03,COC(=O)Cc1c(C2=Nc3ccccc3C2(O)CC(=O)OC)[nH]c2ccccc12
692349,4.5,COC(=O)Cc1c([C@H]2[C@H](CC(=O)OC)c3ccccc3N2C(=O)C(F)(F)F)[nH]c2ccccc12
692350,4.0,COC(=O)Cc1c([C@H]2[C@H](CC(=O)OC)c3ccccc3N2S(=O)(=O)c2ccc(C)cc2)[nH]c2ccccc12
692351,4.48,CN1C(=O)[C@H](c2c[nH]c3ccccc23)[C@H](c2c[nH]c3ccccc23)C1=O
692352,4.0,COc1ccc(C2OC[C@H]3O[C@@H](OCc4ccccc4)[C@H](O)[C@@H](O)[C@@H]3O2)cc1
692355,4.64,CN1C(=O)[C@H]2c3c([nH]c4ccccc34)[C@H]3Nc4ccccc4[C@H]3[C@H]2C1=O
692356,4.93,CN1C(=O)c2c(c3c4ccccc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4ccccc4c23)C1=O
692358,4.95,CN1C(=O)[C@H]2c3c([nH]c4ccccc34)[C@@H]3[C@@H](c4ccccc4N3S(=O)(=O)C(F)(F)F)[C@H]2C1=O
692359,4.5,COC(=O)Cc1c([C@@H]2Nc3ccccc3[C@H]2CC(=O)OC)[nH]c2ccccc12.Cl
692362,4.74,c1ccc2c(c1)N[C@@H]1c3[nH]c4ccccc4c3CC[C@H]21
692364,4.35,CC(=O)OC1COC(n2c3ccccc3c3ccc4c5ccccc5[nH]c4c32)C(OC(C)=O)C1OC(C)=O
692365,4.0,Cc1ccc(S(=O)(=O)N2c3ccccc3[C@H]3CCc4c([nH]c5ccccc45)[C@H]32)cc1
692367,4.83,Brc1ccc2c(c1)[C@H]1CCc3c([nH]c4ccccc34)[C@H]1N2
692368,4.78,CC(=O)OC1COC(N2c3ccccc3[C@@H]3CCc4c([nH]c5ccccc45)[C@@H]32)C(OC(C)=O)C1OC(C)=O.CC(=O)OC1COC(N2c3ccccc3[C@H]3CCc4c([nH]c5ccccc45)[C@H]32)C(OC(C)=O)C1OC(C)=O
692372,4.0,COC(=O)C(Cc1cn(C(C)n2cc(CC(NC(C)=O)C(=O)OC)c3ccccc32)c2ccccc12)NC(C)=O
692377,4.32,N#Cc1sc2nc3ccccc3n2c1N
692379,4.0,O=c1[nH]cnc2c1sc1nc3ccccc3n12
692381,4.0,N=c1c2sc3nc4ccccc4n3c2ncn1Cc1ccccc1
692391,5.07,CC(C)(C)C#C[IH2]1OC(=O)c2ccccc21
692392,5.0649999999999995,O=C1O[IH2](C#Cc2ccccc2)c2ccccc21
692395,5.46,CN1C(=O)c2ccccc2OC12C=Cc1c(ccc3ccccc13)O2
692396,4.38,COc1cccc2c1OC1(C=C2)Oc2ccccc2C(=O)N1C
692397,4.51,CN1C(=O)c2ccccc2OC12C=Cc1ccc(O)cc1O2
692399,4.66,Cc1cc2c(c(/C=N/c3ccccc3O)c1)OC1(C=C2)Oc2ccccc2C(=O)N1C
692400,4.695,Cc1cc2c(c(/C=N/c3ccc(N(C)C)cc3)c1)OC1(C=C2)Oc2ccccc2C(=O)N1C
692405,4.0,CC1(C)OC(=S)N(c2ccccc2)C12C=Cc1ccccc1O2
692406,4.17,Cc1ccc2c(c1)C=CC1(O2)N(c2ccccc2)C(=S)OC1(C)C
692407,4.0,CC1(C)OC(=S)N(c2ccccc2)C12C=Cc1cc3ccccc3cc1O2
692411,5.253333333333334,O=C(CCl)N1CCCCC1C1(c2cc3ccccc3[nH]2)OCCO1
692423,4.32,O=S(=O)(NC(c1ccccc1)(c1cc2ccccc2[nH]1)c1cc2ccccc2n1S(=O)(=O)c1ccccc1)c1ccccc1
692429,4.0,c1ccc(CC2(c3cc4ccccc4[nH]3)OCCO2)nc1
692574,5.103333333333333,COC(=O)C1=C(C(=O)OC)N(c2ccc(OC)cc2[N+](=O)[O-])C(c2ccc(C)cc2)=CC1c1ccc(OC)cc1OC
692575,4.75,O=C1OC(=O)C2=C1C(c1cccs1)C=C(c1cccnc1)N2c1ccncc1
692576,5.2,COC(=O)C1=C(C(=O)Nc2cccnc2Cl)N(c2ccc(OC)cc2[N+](=O)[O-])C(c2ccc(C)cc2)=CC1c1ccc(OC)cc1OC
692577,4.865,O=C1OC(=O)C2C1C(c1ccccc1[N+](=O)[O-])C=C(c1ccco1)N2c1ccncc1
692578,4.79,O=C(O)C1=C(C(=O)O)N(c2ccncc2)C(c2ccco2)=CC1c1ccccc1[N+](=O)[O-]
692579,4.99,COC(=O)C1=C(C(=O)OC)N(c2ccncc2)C(c2ccco2)=CC1c1ccccc1[N+](=O)[O-]
692580,5.486666666666667,O=C(O)C(CO)NC(=O)C1C(C(=O)O)C(c2ccccc2[N+](=O)[O-])C=C(c2ccco2)N1c1ccncc1
692581,5.47,CC(=O)O/C(=C(/C#N)C(=O)O)C1C(C(=O)O)C(c2ccccc2[N+](=O)[O-])C=C(c2ccco2)N1c1ccncc1
692582,4.805,O=C(O)C1=CN(c2ccncc2)C(c2ccco2)=CC1c1ccccc1[N+](=O)[O-]
692584,4.6850000000000005,CC(=C(C(=O)O)C(=O)O)c1cc(-c2cccs2)cc(-c2ccc(Cl)cc2)c1O
692585,4.36,CCOC(=O)C(=O)CC(=O)C1=C(c2ccccc2OC)CC(c2cccs2)=CC1=O
692587,4.0,CCOC(=O)C1=C(C)C2C=C(c3cccs3)CC(c3ccc(Cl)cc3)=C2OC1=O
692588,4.05,CC(=C(C(N)=O)C(N)=O)C1C=C(c2cccs2)CC(c2ccc(Cl)cc2)=C1O
692596,4.4,COC(=O)/N=[N+](\[O-])C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
692597,5.295,COC(=O)/N=[N+](\[O-])C(c1ccc(OC)cc1)C1CCCCC1
6926,5.45,O=C(NNc1ccccc1)C(=O)NNc1ccccc1
692603,4.0,CCOC(=O)NNC(=O)NCCCCNC(=O)NNC(=O)OCC
692613,4.0,COC(=O)n1c(=O)n(-c2ccccc2)c(=O)n1C(=O)Nc1ccccc1
692616,4.0,C=CCON(C(=O)OC(C)(C)C)C(C)(C)C
692617,4.0,C=CCCON(C(=O)OC(C)(C)C)c1ccccc1
692632,4.0,O=C(O)CNC(=O)c1cccc2c(=O)c3ccccc3[nH]c12
692637,5.11,CN(C)CCNC(=O)c1cccc2c(NCC(=O)O)c3ccccc3nc12
692638,5.32,CN(C)CCNC(=O)c1cccc2c(NC(CCCNC(=N)N)C(=O)O)c3ccccc3nc12
692640,5.29,CN(C)CCNC(=O)c1cccc2c(NC(CCC(N)=O)C(=O)O)c3ccccc3nc12
692641,5.34,CN(C)CCNC(=O)c1cccc2c(NC(CS)C(=O)O)c3ccccc3nc12
692646,4.71,O=C(NC(CS)C(=O)O)c1c2ccccc2nc2ccccc12
692647,4.0,O=C(Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1)c1c2ccccc2nc2ccccc12
692651,4.0,CC(=O)NS(=O)(=O)c1ccc(NC(=O)c2c3ccccc3nc3ccccc23)cc1
692655,4.613333333333333,CC(=O)OC1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4Cc5cnn(-c6ccc(F)cc6)c5N[C@@]4(C)CC[C@@H]32)C1
692736,6.325,Nc1ccc2c(c1)N(C(=O)CCCC(=O)N1CC(CCl)c3ccc(N)cc31)CC2CCl
692737,6.715,Cc1cccc2c(N)c3cccc(C(=O)NCCN4CCOCC4)c3nc12.Cl
692738,6.97,Cc1cccc2c(NCCN(C)C)c3cccc(C(=O)NCCN(C)C)c3nc12.Cl
692739,6.41,CC(=O)Nc1ccc2[nH]c(C(=O)N3CC(CCl)c4c3cc([N+](=O)[O-])c3ccccc43)cc2c1
692744,7.99,C/C1=C\[C@H](C)C[C@H](C)OC(=O)C[C@H](c2ccc(O)cc2)NC(=O)[C@H](Cc2ccc(O)c(I)c2)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)C1
692745,7.785,COc1cc2c(cc1OC)C(=O)/C(=C/c1cc(C)c(O)c(C)c1)C2
692753,6.85,COC(c1ccc(O)cc1)C1NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](C(C)O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](O)[C@H](O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H](C)[C@H](O)[C@@H](C)CC(C)C)[C@@H](C)[C@@H](C)C(N)=O)[C@@H](C)OC(=O)[C@H](C)N(C)C1=O
692754,4.845000000000001,CCCCCCOc1ccc(C(=O)NO)cc1
692756,5.28,O=C(NO)c1cccc(OCc2ccc(Br)cc2)c1
692758,4.916666666666667,CCCCCCOc1ccc(C(=O)N(C)O)cc1
692759,4.795,CN(O)C(=O)c1ccc(OCc2cccc(Cl)c2)cc1
692760,4.48,O=C(NO)c1ccc(OCc2ccccc2)cc1
692761,5.085,O=C(NO)c1ccc(OCc2cccc(Cl)c2)cc1
692763,4.56,O=C(Cc1ccc(OCc2cccc(Cl)c2)cc1)NO
692765,4.0,CN(O)C(=O)Cc1ccc(OCc2cccc(Cl)c2)cc1
69294,5.36,CC(=O)OC1=C2C(CC3C4CC=C5CC(OC(C)=O)CCC5(C)C4CCC23C)C2C(=O)N(Cc3ccccc3)C(=O)C2C1
693021,4.0,Cn1c([C@H](C#N)C(=O)c2cc(O)ccc2[N+](=O)[O-])nc2ccccc21
693025,4.0,COc1ccc(-c2c(N)n(-c3cc(OC)cc(OC)c3)c(=O)c3cc([N+](=O)[O-])ccc23)cc1
693029,4.5,N#Cc1c(OCCF)c2ccccc2n2c1nc1ccccc12
693035,5.516666666666666,C=C(C(=O)OC)c1cc2ccccc2n1S(=O)(=O)c1ccccc1
693037,4.19,O=[N+]([O-])c1cccc(-c2cn3c(n2)Cc2ccccc2C3)c1
693038,4.0,COC(=O)c1nn2ccc3ccccc3c2c1C(=O)OC
693049,4.48,Cc1cc(-c2ccc(C(=O)C(Cl)(Cl)Cl)[nH]2)on1
693050,4.0,O=C1/C(=C2/CCCN2)C(c2ccc[nH]2)=NN1c1ccccc1
693086,5.38,CC(C)(C)[Si](C)(C)OCC1OC(n2ccc(=O)[nH]c2=O)C(O[Si](C)(C)C(C)(C)C)/C1=C/C#N
693088,4.6,Cc1c(Cc2ccccc2)n(C(C)OCCN(OC(=O)Oc2ccccc2)C(=O)Oc2ccccc2)c(=O)[nH]c1=O
693089,4.0,CC(C)(C)[Si](C)(C)OC1/C(=C/C#N)C(n2ccc(=O)[nH]c2=O)OC1CO
693090,4.49,COC(=O)[C@@H]1O[C@]12C(CO[Si](C)(C)C(C)(C)C)OC(n1ccc(=O)[nH]c1=O)C2O[Si](C)(C)C(C)(C)C
693092,5.24,CC(C)(C)[Si](C)(C)OCC1OC(n2ccc(=O)[nH]c2=O)C(O[Si](C)(C)C(C)(C)C)[C@@]12O[C@H]2C(N)=O
693117,7.665,CN(C)CCNc1ccc2c(=O)n(CCN(C)C)c(=O)n3c4ccccc4c(=O)c1c23
693118,7.45,CN(C)CCN(C)c1ccc2c(=O)n(CCN(C)C)c(=O)n3c4ccccc4c(=O)c1c23
693119,8.0,CN(C)CCNc1ccc2c(=O)n(CCN(C)C)c(=O)n3c4ccc(O)cc4c(=O)c1c23
693120,6.215,CN(C)CCn1c(=O)c2ccc(NCCNCCO)c3c(=O)c4cc(O)ccc4n(c1=O)c23
693122,4.58,O=C1CC(=O)N(c2ccccc2)N1/C(=C/c1ccccc1)c1ccccc1
693126,4.0,CC1(C)CC(=O)c2c(nc3ccc4ccccc4c3c2-c2ccc(NC(=O)CCCC(=O)Nc3ccc(-c4c5c(nc6ccc7ccccc7c46)CC(C)(C)CC5=O)cc3)cc2)C1
693129,4.54,O=[N+]([O-])C(=C/c1ccccc1)/C(=C\c1ccccc1)[N+](=O)[O-]
693130,4.8100000000000005,O=[N+]([O-])C(=C/c1cccc2ccccc12)/C(=C\c1cccc2ccccc12)[N+](=O)[O-]
693131,5.645,O=[N+]([O-])C(=C/c1cccs1)/C(=C\c1cccs1)[N+](=O)[O-]
693132,4.645,COc1ccc(/C=C(C(=C/c2ccc(OC)cc2)\[N+](=O)[O-])/[N+](=O)[O-])cc1
693133,4.0,Cc1cc(C)c(/C=C(C(=C/c2c(C)cc(C)cc2C)\[N+](=O)[O-])/[N+](=O)[O-])c(C)c1
693135,4.734999999999999,O=[N+]([O-])C(=C/C1CCCCC1)/C(=C\C1CCCCC1)[N+](=O)[O-]
693136,4.0,Cc1cc(C)c(S(=O)(=O)N(CCCN)OCCCN)c(C)c1.Cl
693141,4.0,COc1cc(CCCl)c(CC2=NCCc3cc(OC)c(OC)cc32)cc1OC.Cl
693142,4.02,COc1ccc2c(c1)CCN=C2Cc1cc(OC)c(OC)cc1CCCl.Cl
693144,4.94,COc1cc2c(cc1OC)-c1cc3ccccc3c(=O)n1CC2
693145,4.385,COc1cc2c(cc1OC)-c1cc3cc(OC)c(OC)cc3c(=O)n1CC2
693146,4.54,COc1ccc2c(c1)CC1Cc3ccccc3CCN1C2
693147,4.35,COc1ccc(C(=C2C=CC=C2)c2ccc(OC)cc2)cc1
693167,6.43,Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(O)OCC3OC(n4cc(F)c(=O)[nH]c4=O)CC3O)O2)c(=O)[nH]c1=O
693169,6.605,CCCCCCCCCCCCCCCCCCNc1ccn(C2OC(COP(=O)(O)OCC3OC(n4cc(F)c(=O)[nH]c4=O)CC3O)C(O)C2O)c(=O)n1
693172,5.57,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccc(F)cc1.[Cl-]
693177,4.75,CCOC(=O)c1csc(-c2cn(C)c3c2C(=O)C(OC)=CC3=O)n1
693178,5.475,COC1=CC(=O)c2c(c(-c3nc(C)cs3)cn2C)C1=O
693179,5.574999999999999,Cc1csc(-c2cn(C)c3c2C(=O)C(N)=CC3=O)n1
693180,5.665,COC1=CC(=O)c2c(c(-c3csc(C)n3)cn2C)C1=O
693184,4.640000000000001,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
693185,4.915,CC(C)CC[C@H](O)[C@@H](C)[C@H]1[C@@H](OC2OC(C)C(O)C(O)C2O)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
693207,4.96,CCOC(=O)/C=C(/OCC)[C@@H]1C(C(=O)c2ccc(Cl)cc2)[C@@H]1/C(=C\C(=O)OCC)OCC
693208,4.0,CCOC(=O)/C=C(/OCC)[C@@H]1C(C(=O)c2ccc(Cl)cc2)[C@H]1/C(=C\C(=O)OCC)OCC
693210,4.0,O=C(O)[C@H](Cc1ccccc1)NCCN1CCC[C@H]1C(=O)O
693211,4.5600000000000005,[Cl-].c1ccc2c(c1)SC1Sc3ccccc3[S+]21
693215,4.609999999999999,CCOC(=O)c1oc2cc3c(c4c2c1-c1ccccc1N4C)C=CC(C)(C)O3
693216,4.0,CC(C)(C)c1ccccc1N1C(=O)c2ccc3c4c(ccc(c24)C1=O)N(c1ccccc1C(C)(C)C)C3=O
693218,4.0,Cl.NCCCNOCCCN
693224,5.73,O=C1C[C@H](Sc2ccccc2)C2(OCCO2)[C@@H](Sc2ccccc2)C1
693225,5.13,O=C1C[C@@H](Sc2ccccc2)C2(OCCO2)C2ON3CCCC[C@H]3[C@H]12
693226,4.0,COc1ccc(CCN(C)C(=O)CC(C#N)(c2ccccc2)c2ccc(OC)c(OC)c2)cc1OC
693234,4.0,N#CC1=C(Nc2ccccc2)SC=C(c2ccccc2)N=C1NCc1ccccc1
693236,4.45,COC(=O)C(C)(C)OCc1ccc(C2NC(=O)N(c3cccc(Cl)c3)C(=O)N2c2cccc(Cl)c2)cc1
693246,7.5,C/C(=N\Nc1ncnc2ccccc12)c1ccccn1
693247,4.06,C/C(=N\Oc1cc(Cl)ncn1)c1ccccn1
693248,6.26,Clc1cc(N/N=C(\c2ccccc2)c2ccccn2)ncn1
693255,4.976,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC
693321,5.275,CC(=N/NC(=S)N1CCCCCC1)/C(C)=N\NC(=S)N1CCCCCC1
693322,7.035,CN(C)C(=S)N/N=C\C=N/NC(=S)N(C)C
693323,6.975,S=C(N/N=C\C=N/NC(=S)N1CCCCC1)N1CCCCC1
693324,5.165,S=C(N/N=C\C=N/NC(=S)N1CCCCCC1)N1CCCCCC1
693325,6.85,CC(/C=N\NC(=S)N(C)C)=N/NC(=S)N(C)C
693326,6.16,CC(/C=N\NC(=S)N1CCCCC1)=N/NC(=S)N1CCCCC1
693327,5.275,CN(C)C(=S)N/N=C\C(=N/NC(=S)N(C)C)c1ccccc1
693328,5.645,S=C(N/N=C\C(=N/NC(=S)N1CCCCC1)c1ccccc1)N1CCCCC1
693330,5.56,CC(=N/NC(=S)N(C)C)/C(=N\NC(=S)N(C)C)c1ccccc1
693331,5.695,CC(=N/NC(=S)N1CCCCC1)/C(=N\NC(=S)N1CCCCC1)c1ccccc1
693332,5.24,CNC(=S)N/N=C(C(=N/NC(=S)NC)\c1ccccn1)/c1ccccn1
693333,5.1850000000000005,CN(C)C(=S)N/N=C(C(=N/NC(=S)N(C)C)\c1ccccn1)/c1ccccn1
693334,4.51,S=C(N/N=C(C(=N/NC(=S)N1CCCCC1)\c1ccccn1)/c1ccccn1)N1CCCCC1
693335,5.04,C/C(=N/NC(=S)N1CCN(C(=S)N/N=C(/C)c2ccccn2)CC1)c1ccccn1
693404,4.64,COc1cc(C(O)(CC#N)c2cc3c(cc2Br)OCO3)cc(OC)c1OC
693405,4.0,COC12OC3(C4OC41)C(C(=O)O[C@H]3CO[Si](C)(C)C(C)(C)C)C2C(=O)Oc1ccccc1
693406,4.35,CC12OC3(C(O)C1O)C(C(=O)O[C@H]3CO[Si](C)(C)C(C)(C)C)C2S(=O)(=O)c1ccccc1
693407,5.333333333333333,COC12OC3(C4OC41)C(C(=O)O[C@H]3CO[Si](C)(C)C(C)(C)C)C2S(=O)(=O)c1ccccc1
693409,4.93,COc1ccc(CC(CO)NC(=O)OCc2ccccc2)cc1Oc1ccc(CC(CO)NC(=O)OCc2ccccc2)cc1
693413,4.41,COc1cc2c(cc1OC)CC(N=[N+]=[N-])c1cc(OC)c(OC)cc1/C=C\2
693414,5.075,COc1cc2c(cc1OC)C/C(=N\O)c1cc(OC)c(OC)cc1/C=C\2
693416,4.1,COc1cc2c(cc1OC)C1C=NC(C2)c2cc(OC)c(OC)cc21
693421,4.0,C=C([C@@]1(O)C[C@H]2[C@H](CCC2(OC)OC)[C@@H]2c3ccccc3O[C@@H]21)[Si](C)(C)C
693422,4.0,CC1(C(=O)O)CCC(C(=O)O)C(C)(C)O1
693428,4.0,CN1Cc2cc(O)c(O)cc2C(O)C1
693433,4.4,O=C1N(Cc2ccccc2)C2CSCC2N1Cc1ccccc1
693438,4.33,O=C(/C=C\c1ccccc1)Oc1ccc(/C=C2\CCCCC2=O)cc1
693440,4.095,COc1ccc(/C=C/C(=O)Oc2ccc(/C=C3\CCCCC3=O)cc2)cc1
693442,5.07,CN(C)CC1CCC/C(=C\c2ccc(OC(=O)/C=C/c3ccc(Cl)cc3)cc2)C1=O.Cl
693443,5.23,CN(C)CC1CCC/C(=C\c2ccc(OC(=O)/C=C/c3ccc(Cl)c(Cl)c3)cc2)C1=O.Cl
693536,4.1850000000000005,CC(=O)OCC1OC(OC(C)(C)CC/C=C(\C)[C@@H]2C/C=C(\C)CC/C=C(\C)CC2)C(O)C(O)C1OC(C)=O
693537,4.79,CC(=O)OCC1OC(OC(C)(C)CC/C=C(\C)[C@@H]2C/C=C(\C)CC/C=C(\C)CC2)C(O)C(O)C1OC(C)=O
693538,4.48,C=C(C)C(=O)[C@@]12C(=O)[C@@H](C)CC[C@H]1[C@H](C)C[C@@H]2C=C(C)C
693539,6.553333333333334,CC1=CC(=O)[C@@H](O)[C@@]2(C)[C@H]1C[C@H]1OC(=O)C(OC(=O)CC3=CCCC3)[C@H]3[C@@H](C)[C@@H](O)[C@]4(O)OC[C@@]31[C@@H]24
693543,6.225,Cc1cccc2c(N)c3cccc(C(=O)NCCCNCCN)c3nc12.Cl
693544,7.470000000000001,CNc1c2cccc(C)c2nc2c(C(=O)NCCN(C)C)cccc12.Cl
693545,6.695,Cc1cccc2c(N)c3cccc(C(=O)NCCNCCN)c3nc12.Cl
693546,8.405000000000001,CNc1cc2c(c3ccccc13)C(CCl)CN2C(=O)c1cc2cc(OC)c(OC)c(OC)c2[nH]1
693547,4.045,Cc1ccc(-c2cc(-c3ccccc3)nc(N)n2)c(O)c1
693561,5.88,CCCc1c(OC)c(=O)c2c(O)cc(OC)c3c4c(OC)cc(O)c5c(=O)c(OC)c(CCC)c(c1c23)c54
693562,5.22,C/C=C/c1c(O)c(=O)c2c(OC)cc(OC)c3c4c(OC)cc(OC)c5c(=O)c(O)c(/C=C/C)c(c1c23)c54
