NSC #,LC:A549/ATCC,smiles
24819,8.072999999999999,COc1cc([C@@H]2c3cc4c(c(O)c3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC
248436,5.07,NC1=NC2=[SH][Pt](Br)(Br)[n+]3cn(C4OC(CO)C(O)C4O)c(c32)N1
248605,5.26,CC(=O)OC(C)C1C2=C(C(=O)CC1(C)O)C(=O)c1c(ccc(-c3ccc4c(c3O)C(=O)C3=C(C4=O)C(C(C)OC(C)=O)C(C)(O)CC3=O)c1O)C2=O
24871,4.145,COc1cc(CC2C(=O)OCC2Cc2ccc(OC)c(OC)c2)ccc1O
24913,4.0,CN(C)C(=S)SCc1ccccc1
249278,8.0,CCOC(=O)N[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(SC)c(=O)cc21
249910,8.0,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2Cl
249911,4.545,CCC1c2cc3n(c(=O)c2COC1O)Cc1c-3nc2ccccc2c1Cl
249956,5.135,C=C1C(=O)OC2C3OC(C)(CCC(O)C3COC(C)=O)CC(OC(=O)/C(=C/C)COC(C)=O)C12
249991,6.16,Cc1cc(O)c2c(c1O)C(=O)C1=C(C2=O)C(=O)C2C(O)C1C1C(O)CC(O)=C3C(=O)c4c(O)cc(C)c(O)c4C(=O)C321
249992,7.318984375000008,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12
249995,4.274,C=C1C(=O)OC2CC(C)C3C4OC4C(O)C3(C)C(O)C12
25028,4.55,NC1=CC(=O)C(=O)c2ccccc21
250293,4.0,CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(O)c1.O=C(O)c1ccccc1
250427,4.09,O=S1(=O)O[Pt]2(NC3CCCCC3N2)O1
250682,4.63,C=C1C(=O)C23[C@@H](CCC1[C@H]2O)[C@]12CO[C@@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2O
250684,5.5825000000000005,CCCCCCCCCCCCCCCC(=O)Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1
250686,5.375,CCCCCCCCCCCC(=O)Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1
251190,6.505,CSC(=S)N/N=C(\C)c1ccccn1
251198,4.0,COc1cc2c(cc1OC)-c1c(cnn1C1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O)CC2
251219,5.765,Cn1cnc(C(N)=[Se])c1N
251534,4.755,COc1cc2c3cc1Oc1c(O)c(OC)cc4c1C(Cc1ccc(O)c(c1)Oc1ccc(cc1)CC3N(C)CC2)N(C)CC4
25154,4.35734693877551,O=C(CCBr)N1CCN(C(=O)CCBr)CC1
251667,4.72,C=C(C)C(=O)OC1CC2(C)OC2CC(OC(C)=O)/C(C)=C/C2OC(=O)C(=C)C21
251668,4.425000000000001,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(/COC(C)=O)C[C@@H](OC(C)=O)[C@@H]12
251677,5.133333333333334,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(O)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C
251682,5.0600000000000005,COC(=O)CC1(O)C=CC(=O)C=C1
251699,5.476,COc1cc2c(cc1OC)-c1c3c(cc4c1[C@@H](C2)N(C)CC4)OCO3
251757,4.33,O=C1C=C(Cl)C(=O)C(c2ccc(Cl)cc2)=C1
251805,4.705,COC(=O)C(F)C(Br)C(=O)OC
251819,4.587999999999999,Cc1[nH]c(=O)[nH]c(=O)c1/C=C/C(=O)NC(CO)CS(=O)CS(C)=O
251820,4.1080000000000005,CSCSCC(CO)NC(=O)/C=C\c1c(C)[nH]c(=O)[nH]c1=O
252188,4.75,CCCCCCCCSC1=C(Cl)C(=O)C(OC)=C(OC)C1=O
252628,4.56,Cn1cnc([N+](=O)[O-])c1[Se]c1ncnc2nc[nH]c12
252816,4.1,Cc1cccc(/N=N/c2ccc(/N=N/c3c(O)ccc4ccccc34)cc2C)c1
252844,5.3149999999999995,CC(C)=CCC(O)C1=CC(=O)c2c(O)ccc(O)c2C1=O
252898,4.0,O=C(O)CC12CC3CC(CC(O)(C3)C1)C2
252926,4.0,CCCC1CCC(=C2C(=O)CCC2=O)O1.[K+]
253272,4.039285714285714,CNC(=O)ON(C(C)=O)C(=O)NC
25434,8.0,COc1ccc2c(c1)C=CC(C#N)N2C(=O)c1ccccc1
25454,5.14,COc1ccc(C(O)(c2ccccc2)c2nccc3ccccc23)cc1
25463,4.93,CCC1C[N+]2=C(c3cc(OC)c(OC)cc3CC2)c2c1cc1n2CCc2cc(OC)c(OC)cc2-1.[Cl-]
254665,5.84,COc1ccc(-c2c3c(cc4cc5c(cc24)OCO5)C(=O)OC3)cc1OC
254677,4.11,CCCCc1c(OC)cc(O)c2c1C(=O)c1[nH]c(C(=O)O)c(O)c(=O)c1C2=O
254681,7.8635,COc1cccc2c1C(=N)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3OC1CC(N)C(O)C(C)O1.Cl
25485,7.96,CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O
255025,4.0,O=S1(=O)CCN(Cc2ccccn2)CC1
255088,4.0,O=C(O)C(Br)C(Br)c1ccccc1[N+](=O)[O-]
255104,5.32,COC1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(O)=C(CC(C)CC(OC)C(O)C(C)/C=C(\C)C1OC(N)=O)C2=O
255105,5.954000000000001,COC1/C=C\C=C(/C)C(=O)Nc2cc3nc4ccc(Br)cc4oc-3c(c2=O)CC(C)CC(OC)C(O)C(C)/C=C(\C)C1OC(N)=O
255108,4.145,COc1c(OC(C)=O)cc2c(OC(C)=O)c1CC(C)CC(OC)C(O)C(C)/C=C(\C)C(OC(N)=O)C(OC)/C=C\C=C(/C)C(=O)N2
255109,7.5,COC1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(N)=C(CC(C)CC(OC)C(O)C(C)/C=C(\C)C1OC(N)=O)C2=O
255111,4.665,COC1=C2CC(C)CC(OC)C(O)C(C)/C=C(\C)C(OC(N)=O)C(OC)/C=C\C=C(/C)C(=O)NC(=C(/C=N/N3CCCCC3)C1=O)C2=O
255523,5.14,O=P(O)(O)OCC1OC(n2cnc3c(NCc4ccccc4)ncnc32)C(O)C1O
255917,4.98,Cl[Pt]1(Cl)NC2CCCCC2N1
255980,4.56,O=C1c2cccc(O)c2C(=O)c2c(OC3OC(CO)C(O)C(O)C3O)cccc21.[K+]
256420,7.0600000000000005,CCCCc1ccc2[nH]c(NC(=O)OC)nc2c1
256438,8.0,CC1OC(OC2CC(O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)CC(N)C1O
256439,7.83,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1ccccc1C3=O
256442,5.38,COc1cc(OC)c(/C=C\c2ccnc3ccccc23)c(OC)c1
256926,6.78,C[C@]12CC[C@H]3[C@@H](CCC4=C[C@@H](OC5OCC(OC6OC(CO)C(O)C(O)C6O)C(O)C5O)CC[C@@]43C=O)[C@@]1(O)CCC2C1=CC(=O)OC1
256927,4.47,CC(C)N[Pt](O)(O)(Cl)(Cl)NC(C)C
256942,7.093333333333334,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3OC1CC(N)C(O)C(C)O1.Cl
25703,5.13,c1ccc(C(/C(=N/c2ccc(Cc3ccc(/N=C(\C(c4ccccc4)c4ccccc4)N4CC4)cc3)cc2)N2CC2)c2ccccc2)cc1
257450,4.34,COc1c(O)c(O)c2c(c1O)C(=O)c1cc(C)cc(O)c1C2=O
257473,5.086666666666667,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
258168,5.74,N#Cc1nc(C#N)c(Sc2ccccc2)c(Sc2ccccc2)c1Sc1ccccc1
25818,4.71,CS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1
25830,5.07,Cc1ccc(S(=O)(=O)Oc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1
25846,5.380000000000001,Cc1cc(C)c(S(=O)(=O)Oc2ccccc2[N+](=O)[O-])c(C)c1
25861,4.0,Cc1c(Cl)c(S(N)(=O)=O)cc2c1N=CNS2(=O)=O
258625,4.86,C=C1CC2(CCCC3(CC(=C)C(=O)O3)C2(C)C)OC1=O
258812,7.666363636363636,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3OC1CC(N(C)C)C(O)C(C)O1.Cl
259272,4.3,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O.[Na+]
259726,4.0,C=C(C)C(=O)O[C@H]1CC2=CC(C/C(C)=C/[C@H]3OC(=O)C(=C)C13)OC2=O
259968,7.495000000000001,COc1ccc(CC2C(=O)NC(C)C(=O)N(C)C3C(=O)N(C)C(Cc4ccc(O)c(c4)Oc4ccc(cc4)C3O)C(=O)NC(C)C(=O)NC(C)C(=O)N2C)cc1
259969,7.88,COc1ccc(CC2C(=O)NC(C)C(=O)N(C)C3Cc4ccc(cc4)Oc4cc(ccc4O)CC(C(=O)NC(C)C(=O)NC(C)C(=O)N2C)N(C)C3=O)cc1
260179,5.76,COc1oc(C2C/C(=C/C(C)=C/C(C)=C/C(C)=C/c3ccc([N+](=O)[O-])cc3)CO2)c(C)c(=O)c1C
26037,5.73,CN(C)CC(O)c1ccc(/C=C/c2ccc(Cl)cc2)cc1
2604,5.574999999999999,CCCC[Sn](Cl)(Cl)CCCC
26040,4.0,OC(CN1CCCCC1)c1ccc(/C=C/c2ccc(Cl)cc2)cc1
26045,4.71,O=C1Nc2c(Cl)cc(Cl)cc2C1=O
260594,5.14,Cn1ccc(=Nc2ccc(NC(=O)c3ccc(/N=c4\ccn(C)c5ccc([N+](=O)[O-])cc45)cc3)cc2)cc1
260610,7.145,COc1ccc2c(NCCCCCCNc3c4ccccc4nc4cc(OC)ccc34)c3ccccc3nc2c1
260642,7.875,Cc1cc2nc3ccc(/N=N/c4ccc(N(C)C)cc4)cc3n(-c3ccccc3)c-2cc1=N.Cl
26074,4.109999999999999,CN(C)CC(O)c1ccc(Cl)c2ccccc12.Cc1ccc(S(=O)(=O)O)cc1
26081,4.234999999999999,COc1ccc(C(=O)CCN(C)C)c2ccccc12.Cl
260922,4.66,Oc1ccc(SCc2ccc(NCc3ccccc3)cc2)cc1
261045,8.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3OC1CC(N(C)C)C(O)C(C)O1.Cl
26113,6.470000000000001,ClC1=C(Cl)C(Cl)=C(Cl)C1=C/C=C/c1ccccc1
261726,4.608750000000001,Nc1cc2[nH]cnc2c(=O)[nH]1
26258,7.1049999999999995,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
2626,4.57,CCCOC(=O)c1cc(O)c(O)c(O)c1
26271,3.620408163265303,O=P1(N(CCCl)CCCl)NCCCO1
26273,4.58,OCC1OC(n2cnc3c(SCc4ccccc4)ncnc32)C(O)C1O
263434,7.4,COc1ccc2c(NCCCCCCCCNc3c4ccccc4nc4cc(OC)ccc34)c3ccccc3nc2c1
263601,4.11,COc1ccc(CC#N)c(OCc2ccccc2)c1
263625,4.0,COc1cc(OC)c(OC)cc1/C=C/c1nc2ccccc2s1
263626,5.93,CCCC[n+]1c(/C=C\c2c(OC)cc(OC)cc2OC)ccc2ccccc21.[I-]
263637,5.765000000000001,O=C1NC(c2ccccc2)N=C2Oc3ccccc3C=C12
263663,4.65,C[n+]1cccc(NC(=O)c2ccc(NC(=O)C34CCC(C(=O)Nc5ccc(C(=O)Nc6ccc[n+](C)c6)cc5)(CC3)CC4)cc2)c1.Cc1ccc(S(=O)(=O)[O-])cc1
264045,4.3,Clc1cc2nsnc2c(Cl)n1
264054,5.1000000000000005,C=C1C(=O)OC2CC(C)C3C=CC(=O)C3CC12
264077,5.72,BrCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-]
264137,6.3500000000000005,CC(=O)[O-].Cc1c2cc[n+](C)cc2c(C)c2c1[nH]c1ccc(O)cc12
26427,4.0,O=c1ccc2c(Cl)cccc2o1
264497,5.098000000000001,CCCCCCCCOC(=O)c1cc([N+](=O)[O-])c(Sc2ncnc3nc[nH]c23)c([N+](=O)[O-])c1
264713,4.0,N#C/N=[N+](\[O-])c1ccc(C(=O)O)cc1
264878,4.48,*O.CC1CC23CCC4C(C)(C)CCCC4(C)C2CCC1C3
264880,4.751428571428571,Cl.NC1=NCN(C2OC(CO)C(O)C2O)C(=O)N1
264938,5.7,O=C(CCl)N1c2ccccc2Sc2ccc3ccccc3c21
265203,5.706,C=C1C(=O)O[C@H]2[C@@H]1[C@H](OC(=O)/C(C)=C/C)[C@]1(C)C(=O)C=C[C@H]1[C@H](C)[C@H]2O
265204,4.4,Nc1n[n+](-c2ccccc2)no1.[Cl-]
265211,7.975999999999999,CC[C@@]1(O)C[C@H](OC2CC(N(C)C)C(OC3CC(O)C(OC4CC(O)C(O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)[C@H]1C(=O)OC
26540,5.825,Cc1nc(Cl)c(Cl)c(Cl)n1
265450,7.6014285714285705,COC1C(C)OC(OC2CC(C)(O)Cc3cc4c(c(O)c32)C(=O)c2c(O)cc3c(c2C4=O)OC2OC3(C)C(O)C(N(C)C)C2O)C(OC)C1(C)OC
265459,5.5,Cl[Pt]1(Cl)NC2CCCCC2N1
265460,6.265000000000001,Cl[Pt]1(Cl)NC2CCCCC2N1
265473,4.352,CCCCCCCCCCSCC(CO)NC(=O)/C=C/c1c(C)[nH]c(=O)[nH]c1=O
265875,5.83,CCCCCCCCCCCCCCCC[N+](C)(CCO)Cc1c[nH]cn1.[Cl-]
265959,6.3,O=c1[nH]c2c(ccc3cnccc32)c2c1CCC2
266032,4.625,O=C1C=C[C@H](O)[C@@]2(CO)O[C@@H]12
266068,5.156666666666666,CCOC(=O)C(CC(C)C)NC(=O)C(N)Cc1ccc(N(CCCl)CCCl)cc1
266186,8.613333333333333,C=C(C)[C@]12CC(C)C34O[C@](/C=C\C=C\CCCCCCCCC)(O[C@@H]1[C@@H]3[C@@H]1O[C@]1(CO)[C@@H](O)[C@]1(O)C(=O)C(C)=C[C@@H]41)O2
266210,6.345,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(/C(C)=N/NC(=O)CCC(=O)N/N=C(\C)C1(O)Cc2c(O)c4c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C4=O)CC3OC1CC(N)C(O)C(C)O1
26647,5.0475,O=C1C=CC(=O)c2c(O)ccc(O)c21
266491,5.75,COc1cc2c(c3oc4c(O)cccc4c(=O)c13)C(C1(C)CO1)CO2
266494,6.8500000000000005,CCC(C)C(=O)O[C@H]1C(=O)O[C@@H]2C[C@H]3C(C)=CC(=O)[C@@H](O)[C@]3(C)[C@H]3[C@@H](O)[C@H](O)[C@@]4(C)OC[C@@]23[C@@H]14
266743,5.45,NC(=S)N/N=C/c1ccc(N)cn1
266748,5.585,CNc1cccnc1/C=N/NC(N)=S
266763,5.510000000000001,CCCCCCCCCCS(=O)CC(CO)NC(=O)/C=C/c1c(C)[nH]c(=O)[nH]c1=O
26692,4.93,COc1ccc(C2=NC(=O)NC2c2ccc(OC)cc2)cc1
26697,5.33,CC(=O)/N=C1\C=C(NC(C)=O)C(=O)c2ccccc21
267033,6.4375,CC(=O)O[C@H]1C[C@@H]2O[C@@H]3C=C(C)CC[C@]3(C)[C@@]1(C)[C@@]21CO1
267213,3.07,COc1ccc(S(=O)(=O)N/N=C/C(=O)O)cc1
267229,7.4399999999999995,CC[C@@]1(O)C[C@H](OC2CC(N(C)C)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)[C@H]1C(=O)OC
267239,4.75,C/C=C(\C)C(=O)OC1C2C(C)C(=O)OC2C(O)C(C)C2C=CC(=O)C21C
267319,4.68,Oc1c(Cl)c(Cl)c(O)c2c1CCCC2
267461,5.68,CC1OC(CC(=O)O)CC2=C1C(=O)c1c(O)cccc1C2=O
267469,7.78181818181818,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3OC1CC(N)CC(C)O1.Cl
267589,4.0,O=C1Nc2ccccc2S/C1=C\c1cccc(C(F)(F)F)c1
267694,8.0,CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)C1C(=O)OC
267707,5.26,CC1=CC(=O)C(O)C2(C)C1CC(O)C13COC4(C)C(OC(=O)C41)C(O)C23
267709,7.06,C/C=C(\C)C(=O)OC1C2C(C)=CC(=O)C(O)C2(C)C2C3(O)OCC24C1OC(=O)C(OC(C)=O)C4C(C)C3O
267712,5.638,C=C(C)C(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C(c4ccc(=O)oc4)CC4OC432)C1
26821,5.47,Cc1cc(/N=N/c2ccccc2C)ccc1N
268222,4.0,O=C1Nc2ccccc2S/C1=C\c1ccc(C(F)(F)F)cc1
268226,5.13,CC(C)=CCNc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O
268239,7.4,CCN(CC)C1CC(O[C@H]2C[C@](O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2c(OC)cccc2C4=O)OC(C)C1O.Cl
268242,6.34125,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3OC1CC(N(Cc2ccccc2)Cc2ccccc2)C(O)C(C)O1.Cl
268251,8.456,CC(C)CCCCCCCCCCCCC(=O)NCC(=O)NC1C(C)OC(Nc2ncnc3nc[nH]c23)C(O)C1O
268617,4.3,Cc1ccc2c(/C=C/c3ccc(N(C)C)cc3)ccnc2c1C
268665,7.46,Nc1ccn(C2OC(CO)C3O[Sn](c4ccccc4)(c4ccccc4)OC32)c(=O)n1
268690,5.33,O=C(N/N=C/c1ccc(O)cc1O)c1cccnc1
268695,4.73,COc1cccc(/C=N/NC(=O)c2ccccc2N2CCCC2)c1O
268708,5.7,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@H](O)C[C@@H]3OC1CC(N)C(O)C(C)O1.Cl
268804,5.15,COc1cc(N(C)C)c(OC)cc1/C=C\c1ccnc2ccccc12
268907,4.04,Nc1nc(N)nc(-c2ccccc2NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)n1
268925,5.32,CCCCCCCCOC(=O)C12Oc3ccc(-c4ccc5c(c4O)C(=O)C4=C(O)CC(C)C(O)C4(C(=O)OCCCCCCCC)O5)c(O)c3C(=O)C1=C(O)CC(C)C2O
268965,5.537999999999999,CS(=O)(=O)OCCN(CCOS(C)(=O)=O)c1ccc(C=O)cc1
268986,4.925000000000001,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[Br-]
268993,4.84,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.Cl
269121,4.595000000000001,C=CC(C1=CC(=O)C(OC)=CC1=O)c1ccccc1
269142,6.575999999999999,CC1=C[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@](C)([C@@]2(CO)CC1)[C@@]31CO1
269146,7.82,COC1C(O)CC(OC2CC(OC3CC(O[C@@H]4C(=O)c5c(cc6cc(OC7CC(OC8CC(O)C(O)C(C)O8)C(O)C(C)O7)c(C)c(O)c6c5O)C[C@H]4[C@H](OC)C(=O)[C@@H](O)[C@@H](C)O)OC(C)C3O)OC(C)C2O)OC1C
269148,7.138636363636365,CO[C@H]1C[C@](C)(O)Cc2cc3c(c(O)c21)C(=O)c1c(O)cc2c(c1C3=O)O[C@@H]1O[C@@]2(C)[C@H](O)[C@@H](N(C)C)[C@@H]1O
269149,6.145,Cc1ccc2c(O)c3c(cc2c1)C(=O)c1c2c(cc(O)c1C3=O)C1(C)OC(O2)C(O)C(N(C)C)C1O
269189,4.76,COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(OC)c(cc3CCN1C)Oc1c(OC)c(OC)cc3c1C(C2)N(C)CC3
269191,4.0,COc1cc2c3c4c1OCc1c5c(cc(c1-4)CC3[N+](C)(C)CC2)OCO5.[Cl-]
269192,4.45,COc1ccc2c(c1OC)C(C(Cl)(Cl)Cl)N1CCc3cc4c(cc3C1=C2)OCO4
269207,4.72,CSC1=[SH][Zn]2([SH]=C(SC)N[N+]2=C2CCCC2)[N+](=C2CCCC2)N1
269210,4.57,CSC(=S)NN=C1CCCCC1
26933,5.39,Cc1ccc(NC(C(=O)c2ccccc2)c2ccccc2)cc1
269599,4.755,O[Sn](Cl)(c1ccccc1)c1ccccc1
269719,6.404999999999999,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)N(CCCl)N=O
269720,6.140000000000001,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](OC(=O)N(CCCl)N=O)CC[C@@]43C)[C@@H]1CCC2=O
269721,6.455,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(=O)N(CCCl)N=O)CC[C@@H]12
269753,7.8149999999999995,CC1=C[C@H]2O[C@@H]3C[C@H]4OC(=O)/C=C\C=C\C(C(C)O)OCC(O)C(C)CC(=O)OC[C@@]2(C[C@@H]1O)[C@]4(C)[C@@]31CO1
269754,7.71090909090909,CC1=CC2OC3CC4OC(=O)/C=C/C=C/C(C(C)O)OCC(O)C(C)CC(=O)OCC2(CC1O)C4(C)C31CO1
269756,6.401666666666666,CC1=C[C@H]2O[C@@H]3C[C@H]4OC(=O)/C=C\C=C\[C@H]([C@@H](C)O)OC[C@H](O)[C@@]5(C)O[C@@H]5C(=O)OC[C@@]2(C[C@H]1O)[C@]4(C)C31CO1
269757,7.803333333333334,C[C@@H](O)[C@H]1/C=C/C=C\C(=O)O[C@@H]2C[C@H]3O[C@@H]4[C@@H]5OC5(C)CC[C@@]4(COC(=O)[C@H]4O[C@]4(C)[C@@H](O)CO1)[C@]2(C)[C@]31CO1
269760,6.756666666666667,C[C@H](O)[C@H]1/C=C/C=C\C(=O)O[C@@H]2C[C@H]3O[C@@H]4[C@@H]5O[C@]5(C)CC[C@@]4(COC(=O)[C@H]4O[C@]4(C)[C@@H](O)CO1)[C@]2(C)[C@]31CO1
26980,6.784140625000001,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12
270046,4.85,CC(C)(O)C1OCC(C2CCC3(C)C4=CCC5C(C)(C)C(O)CCC5(C)C4CCC23C)CC1O
270057,5.640000000000001,COC(=O)C1(C)CC2C(C)(CCC3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)C4(C)CCC23C)CC1O
27034,5.79,N#Cc1c(O)c2c(c(O)c1C#N)C(=O)c1ccccc1C2=O
270693,5.9399999999999995,[Cl-].c1cc2c3c(c1)c1cc4c(cc1c[n+]3CC2)OCO4
270718,4.14,O=C(O)c1cc2c(cc1S(=O)(=O)O)C1C(C3C2C2(Cl)C(Cl)=C(Cl)C3(Cl)C2(Cl)Cl)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl
270737,4.58,Cc1ccc(C2=Nc3ccccc3SC(c3cccc([N+](=O)[O-])c3)C2)cc1
270738,4.0,O=[N+]([O-])c1ccc(C2CC(c3ccccc3)=Nc3ccccc3S2)cc1
270904,4.74,CC(=O)O.Cc1cc(NCCCCCCCCNc2cc(C)nc3cc(N)ccc23)c2ccc(N)cc2n1
270919,8.0,C=C(C)[C@@]12OC3(/C=C/C=C/CCCCC)O[C@@H]1[C@@H]1[C@@H]4O[C@]4(CO)[C@@H](O)[C@]4(O)C(=O)C(C)=C[C@H]4[C@@]1(O3)[C@H](C)[C@H]2OC(=O)c1ccccc1
27102,5.34,O=C(Nc1ccc(I)cc1)c1cccc([N+](=O)[O-])c1O
27103,4.94,O=C(Nc1ccc(I)cc1)c1cc([N+](=O)[O-])ccc1O
271271,4.9,COc1cc2c(cc1O)-c1c(cnn1-c1ccc([N+](=O)[O-])cc1)CCC2
271278,4.0,O=C1Nc2ccccc2S/C1=C\c1ccccc1C(F)(F)F
271674,5.728,O=C(O)c1ccc2c(c1)C(=O)O[Pt]1(NC3CCCCC3N1)OC2=O
271952,5.62,C[n+]1cc2cc3c(cc2c2ccccc21)OCO3.[Cl-]
271967,7.49,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.O=C([O-])c1ccccc1C(=O)O
272346,5.436666666666667,Cc1cc(NCCCCCCCNc2cc(C)nc3cc([N+](=O)[O-])ccc23)c2ccc([N+](=O)[O-])cc2n1.Cl
2724,5.37,Cc1ccc(S(=O)(=O)c2ccccc2)cc1
272671,4.0,CC(C)CC(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)C(O)CC(=O)NC(C)C(=O)NC(CC(C)C)C(O)CC(=O)O)C(C)C)C(C)C
273432,6.495,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(/C(C)=N/NC(=O)CCCCC(=O)N/N=C(\C)C1(O)Cc2c(O)c4c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C4=O)CC3OC1CC(N)C(O)C(C)O1
273808,5.039999999999999,CC1CC[P+](c2ccccc2)(c2ccccc2)c2c1ccc1ccccc21.[Cl-]
273829,4.52,Cc1cc(NCCCCCCCNc2cc(C)nc3cc(N)ccc23)c2ccc(N)cc2n1
27445,6.126666666666666,O=C(O)c1ccc2cccnc2c1O
274539,4.2,COC1C(O)CC(OC2C(C)OC(Oc3cc(O)c4c(O)c5c(cc4c3)C[C@@H]([C@H](OC)C(=O)[C@@H](O)[C@@H](C)O)[C@H](OC3CC(OC4CC(OC6CC(C)(O)C(O)C(C)O6)C(O)C(C)O4)C(O)C(C)O3)C5=O)CC2OC(C)=O)OC1C
274544,4.715,FC(F)(F)c1nnnn1[Au][PH](c1ccccc1)(c1ccccc1)c1ccccc1
274548,5.734999999999999,c1ccc([PH]([Au]n2nnnc2Cc2nnnn2[Au][PH](c2ccccc2)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1
274551,4.835,CN([Au][PH](c1ccccc1)(c1ccccc1)c1ccccc1)c1nnnn1C
274553,4.675000000000001,Cn1nnnc1N(Cc1ccccc1)[Au][PH](c1ccccc1)(c1ccccc1)c1ccccc1
274554,5.3100000000000005,CCN([Au][PH](c1ccccc1)(c1ccccc1)c1ccccc1)c1nnnn1CC
274555,4.93,O=c1cc[nH]/c(=[SH]\[Au][PH](c2ccccc2)(c2ccccc2)c2ccccc2)[nH]1
274557,4.725,CC(=O)O[Au][PH](c1ccccc1)(c1ccccc1)c1ccccc1
274893,4.9275,COc1cc2c(cc1Oc1ccc(OC)c3c1CC1c4c(cc(OC)c(OC)c4-3)CCN1C)CC1c3c(cc(OC)c(OC)c3-2)CCN1C.Cl
