,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_task_type,param_learning_rate,param_l2,param_input_dim,param_hlayers_sizes,param_hidden_dropout,param_epochs,param_batchnorm,param_batch_size,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,5.85376558303833,3.3847523652499465,0.10771493911743164,0.021600355058546492,regression,0.001,0.0,1024,"[512, 256, 128, 64]",0.0,100,True,256,"{'task_type': 'regression', 'learning_rate': 0.001, 'l2': 0.0, 'input_dim': 1024, 'hlayers_sizes': '[512, 256, 128, 64]', 'hidden_dropout': 0.0, 'epochs': 100, 'batchnorm': True, 'batch_size': 256}",-0.9925689769844168,-0.8584212108248915,-0.8798225042663624,-0.784638802381879,-0.9121504494968903,-0.885520388790888,0.06798894936431804,21
1,2.2528123378753664,0.09032177482289966,0.05466504096984863,0.0032345037827092513,regression,0.0001,0.0001,1024,"[128, 64, 32]",0.0,100,False,256,"{'task_type': 'regression', 'learning_rate': 0.0001, 'l2': 0.0001, 'input_dim': 1024, 'hlayers_sizes': '[128, 64, 32]', 'hidden_dropout': 0.0, 'epochs': 100, 'batchnorm': False, 'batch_size': 256}",-0.7618288558549332,-0.5826826669313095,-0.7034016094930692,-0.6341337522531978,-0.7258115993337986,-0.6815716967732616,0.06465960787872456,16
2,4.11655216217041,0.9419267033638575,0.08869071006774902,0.005586378365873608,regression,0.0001,0.0,1024,"[512, 256, 128]",0.0,100,True,256,"{'task_type': 'regression', 'learning_rate': 0.0001, 'l2': 0.0, 'input_dim': 1024, 'hlayers_sizes': '[512, 256, 128]', 'hidden_dropout': 0.0, 'epochs': 100, 'batchnorm': True, 'batch_size': 256}",-2.2484158553192684,-2.0216981606679845,-2.0143511920861,-2.013147499847262,-1.7468295007644086,-2.0088884417370045,0.15890899314862025,26
3,2.5245426177978514,0.07363942469452368,0.13030314445495605,0.15268102262484906,regression,0.01,0.001,1024,"[512, 256, 128]",0.25,100,False,256,"{'task_type': 'regression', 'learning_rate': 0.01, 'l2': 0.001, 'input_dim': 1024, 'hlayers_sizes': '[512, 256, 128]', 'hidden_dropout': 0.25, 'epochs': 100, 'batchnorm': False, 'batch_size': 256}",-0.5940751254903617,-0.4407711640079631,-0.498287702399293,-0.5065036264855087,-0.5330835111356605,-0.5145442259037574,0.04988037598675662,5
4,4.010813570022583,0.18924551464331285,0.09527020454406739,0.010852555952589358,regression,0.01,0.001,1024,"[128, 64, 32]",0.25,100,True,256,"{'task_type': 'regression', 'learning_rate': 0.01, 'l2': 0.001, 'input_dim': 1024, 'hlayers_sizes': '[128, 64, 32]', 'hidden_dropout': 0.25, 'epochs': 100, 'batchnorm': True, 'batch_size': 256}",-0.5630507811602005,-0.41723775981881517,-0.4131889244572727,-0.45142915215205537,-0.4629869219661148,-0.4615787079108917,0.05423885879852655,1
5,1.9949649810791015,0.04085926536588385,0.05147829055786133,0.0028389520191108987,regression,0.01,0.0,1024,"[256, 128]",0.0,100,False,256,"{'task_type': 'regression', 'learning_rate': 0.01, 'l2': 0.0, 'input_dim': 1024, 'hlayers_sizes': '[256, 128]', 'hidden_dropout': 0.0, 'epochs': 100, 'batchnorm': False, 'batch_size': 256}",-0.6552257979133378,-0.5019285743123792,-0.475837751773002,-0.5587402516928816,-0.503128504488027,-0.5389721760359255,0.0641071511775288,9
6,4.967397737503052,0.42585946233101163,0.11189289093017578,0.005109152761198898,regression,0.001,0.0,1024,"[256, 128, 64, 32]",0.25,100,True,256,"{'task_type': 'regression', 'learning_rate': 0.001, 'l2': 0.0, 'input_dim': 1024, 'hlayers_sizes': '[256, 128, 64, 32]', 'hidden_dropout': 0.25, 'epochs': 100, 'batchnorm': True, 'batch_size': 256}",-0.6006657467767813,-0.6127210371067356,-0.6062032045939433,-0.5150171403114134,-0.6304551446316341,-0.5930124546841016,0.040264677022797866,14
7,5.069762516021728,0.26490614260298845,0.11731867790222168,0.012909883195471712,regression,0.01,0.0001,1024,"[256, 128, 64, 32]",0.5,100,True,256,"{'task_type': 'regression', 'learning_rate': 0.01, 'l2': 0.0001, 'input_dim': 1024, 'hlayers_sizes': '[256, 128, 64, 32]', 'hidden_dropout': 0.5, 'epochs': 100, 'batchnorm': True, 'batch_size': 256}",-0.6208434875155838,-0.4846430247402837,-0.48644657298269245,-0.43955924730371915,-0.4718508748545905,-0.500668641479374,0.06239535715704382,4
8,2.384078598022461,0.210073248560234,0.05538101196289062,0.0032238064249770523,regression,0.0001,0.0001,1024,"[512, 256]",0.5,100,False,256,"{'task_type': 'regression', 'learning_rate': 0.0001, 'l2': 0.0001, 'input_dim': 1024, 'hlayers_sizes': '[512, 256]', 'hidden_dropout': 0.5, 'epochs': 100, 'batchnorm': False, 'batch_size': 256}",-0.6265982742395999,-0.4913595718793654,-0.5372942051336057,-0.5431550777890269,-0.5342198214646495,-0.5465253901012495,0.044052094331104144,10
9,2.5972430229187013,0.04123505200941848,0.1290966510772705,0.11971673242425226,regression,0.001,0.0,1024,"[512, 256, 128, 64]",0.5,100,False,256,"{'task_type': 'regression', 'learning_rate': 0.001, 'l2': 0.0, 'input_dim': 1024, 'hlayers_sizes': '[512, 256, 128, 64]', 'hidden_dropout': 0.5, 'epochs': 100, 'batchnorm': False, 'batch_size': 256}",-1.1031592580338747,-0.9503691430664587,-0.955815545837138,-0.9527465025223073,-0.844651426213626,-0.961348375134681,0.08240588855830061,23
